External_Id__c,Owner.External_Id__c,Case.External_Id__c,CreatedDate__c,LastModifiedDate__c,Subject,Type,TaskSubtype,CallDurationInSeconds,Status,Priority
W_Task.1648,W_Services_User.5,W_Case.1276,2016-07-05 00:00:00,2016-07-05 00:00:00,Call,Call,Call,240,On Hold,Normal
W_Task.1649,W_Services_User.5,W_Case.661,2016-07-13 00:00:00,2016-07-13 00:00:00,Other,Prep,Call,720,On Hold,Normal
W_Task.1650,W_Services_User.10,W_Case.6706,2014-02-18 00:00:00,2014-02-18 00:00:00,Call,Call,Email,450,Completed,Normal
W_Task.1651,W_Services_User.11,W_Case.1385,2014-02-02 00:00:00,2014-02-02 00:00:00,Other,Other,Task,3600,Not Started,Normal
W_Task.1652,W_Services_User.20,W_Case.2905,2014-10-11 00:00:00,2014-10-11 00:00:00,Send Quote,Email,Task,720,Completed,Normal
W_Task.1653,W_Services_User.9,W_Case.1476,2014-10-28 00:00:00,2014-10-28 00:00:00,Send Letter,Email,Email,480,On Hold,Normal
W_Task.1654,W_Services_User.15,W_Case.1858,2014-12-23 00:00:00,2014-12-23 00:00:00,Call,Call,Task,3240,Not Started,Normal
W_Task.1655,W_Services_User.20,W_Case.6686,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Task,2160,On Hold,Normal
W_Task.1656,W_Services_User.19,W_Case.2379,2016-11-18 00:00:00,2016-11-18 00:00:00,Send Letter,Email,Call,900,On Hold,Normal
W_Task.1657,W_Services_User.10,W_Case.5944,2016-11-15 00:00:00,2016-11-15 00:00:00,Send Letter,Email,Email,2160,On Hold,Normal
W_Task.1658,W_Services_User.14,W_Case.5757,2015-04-18 00:00:00,2015-04-18 00:00:00,Send Quote,Email,Email,600,On Hold,Normal
W_Task.1659,W_Services_User.11,W_Case.3156,2015-06-17 00:00:00,2015-06-17 00:00:00,Send Quote,Email,Call,2400,Completed,High
W_Task.1660,W_Services_User.20,W_Case.5052,2016-03-20 00:00:00,2016-03-20 00:00:00,Call,Call,Email,1800,Not Started,Normal
W_Task.1661,W_Services_User.17,W_Case.2701,2016-04-09 00:00:00,2016-04-09 00:00:00,Send Letter,Email,Call,1200,On Hold,Normal
W_Task.1662,W_Services_User.19,W_Case.1246,2014-02-02 00:00:00,2014-02-02 00:00:00,Send Quote,Email,Email,1800,On Hold,Normal
W_Task.1663,W_Services_User.5,W_Case.815,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Call,900,Not Started,Normal
W_Task.1664,W_Services_User.19,W_Case.5187,2017-03-03 00:00:00,2017-03-03 00:00:00,Send Letter,Email,Call,1080,In Progress,Normal
W_Task.1665,W_Services_User.3,W_Case.2159,2016-08-13 00:00:00,2016-08-13 00:00:00,Call,Call,Task,1440,In Progress,Normal
W_Task.1666,W_Services_User.15,W_Case.5749,2016-08-28 00:00:00,2016-08-28 00:00:00,Call,Call,Call,2160,Not Started,High
W_Task.1667,W_Services_User.10,W_Case.1791,2014-01-08 00:00:00,2014-01-08 00:00:00,Other,Meeting,Email,3750,On Hold,Normal
W_Task.1668,W_Services_User.14,W_Case.3109,2014-01-19 00:00:00,2014-01-19 00:00:00,Send Letter,Email,Call,2880,Completed,Normal
W_Task.1669,W_Services_User.7,W_Case.5318,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Email,810,Completed,Normal
W_Task.1670,W_Services_User.16,W_Case.5972,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Call,3240,In Progress,Normal
W_Task.1671,W_Services_User.7,W_Case.162,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Call,720,In Progress,Normal
W_Task.1672,W_Services_User.11,W_Case.2130,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Meeting,Call,540,Not Started,Normal
W_Task.1673,W_Services_User.12,W_Case.666,2016-03-11 00:00:00,2016-03-11 00:00:00,Other,Meeting,Task,1080,On Hold,Normal
W_Task.1674,W_Services_User.15,W_Case.4554,2016-01-11 00:00:00,2016-01-11 00:00:00,Call,Call,Email,1620,Completed,Normal
W_Task.1675,W_Services_User.4,W_Case.1309,2016-01-11 00:00:00,2016-01-11 00:00:00,Call,Call,Call,1800,Completed,Normal
W_Task.1676,W_Services_User.13,W_Case.4125,2016-01-26 00:00:00,2016-01-26 00:00:00,Send Letter,Email,Email,60,In Progress,Normal
W_Task.1677,W_Services_User.19,W_Case.340,2016-01-14 00:00:00,2016-01-14 00:00:00,Call,Call,Email,4500,Not Started,High
W_Task.1678,W_Services_User.10,W_Case.44,2016-01-11 00:00:00,2016-01-11 00:00:00,Send Quote,Email,Email,4320,On Hold,Normal
W_Task.1679,W_Services_User.10,W_Case.5920,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Quote,Email,Call,360,In Progress,High
W_Task.1680,W_Services_User.14,W_Case.2002,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Email,2250,In Progress,Normal
W_Task.1681,W_Services_User.1,W_Case.6889,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Call,270,In Progress,High
W_Task.1682,W_Services_User.12,W_Case.5882,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Call,240,Completed,Normal
W_Task.1683,W_Services_User.14,W_Case.2189,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Task,360,On Hold,High
W_Task.1684,W_Services_User.13,W_Case.6807,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Prep,Email,1800,On Hold,Normal
W_Task.1685,W_Services_User.2,W_Case.6591,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Task,30,Completed,Normal
W_Task.1686,W_Services_User.11,W_Case.2097,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Call,960,Completed,High
W_Task.1687,W_Services_User.14,W_Case.5545,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Call,900,In Progress,Normal
W_Task.1688,W_Services_User.3,W_Case.5506,2014-11-13 00:00:00,2014-11-13 00:00:00,Send Quote,Email,Email,900,Not Started,Normal
W_Task.1689,W_Services_User.5,W_Case.905,2016-11-18 00:00:00,2016-11-18 00:00:00,Call,Meeting,Task,360,On Hold,Normal
W_Task.1690,W_Services_User.1,W_Case.733,2016-07-17 00:00:00,2016-07-17 00:00:00,Send Letter,Email,Call,2400,In Progress,Normal
W_Task.1691,W_Services_User.8,W_Case.4416,2016-02-02 00:00:00,2016-02-02 00:00:00,Send Letter,Email,Task,1500,Not Started,Normal
W_Task.1692,W_Services_User.5,W_Case.1336,2016-01-19 00:00:00,2016-01-19 00:00:00,Call,Call,Email,120,On Hold,Normal
W_Task.1693,W_Services_User.17,W_Case.5280,2015-05-08 00:00:00,2015-05-08 00:00:00,Send Quote,Email,Email,600,Not Started,Normal
W_Task.1694,W_Services_User.10,W_Case.5134,2015-04-29 00:00:00,2015-04-29 00:00:00,Send Letter,Email,Task,270,On Hold,High
W_Task.1695,W_Services_User.10,W_Case.2687,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Email,360,Completed,Normal
W_Task.1696,W_Services_User.20,W_Case.7219,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Meeting,Email,270,On Hold,Normal
W_Task.1697,W_Services_User.7,W_Case.2573,2014-04-15 00:00:00,2014-04-15 00:00:00,Send Letter,Email,Call,900,Completed,Normal
W_Task.1698,W_Services_User.4,W_Case.2326,2014-03-19 00:00:00,2014-03-19 00:00:00,Send Letter,Email,Email,600,On Hold,Normal
W_Task.1699,W_Services_User.6,W_Case.2259,2014-04-05 00:00:00,2014-04-05 00:00:00,Call,Call,Call,450,In Progress,Normal
W_Task.1700,W_Services_User.11,W_Case.6442,2015-01-25 00:00:00,2015-01-25 00:00:00,Call,Meeting,Task,360,Completed,Normal
W_Task.1701,W_Services_User.12,W_Case.6722,2014-12-21 00:00:00,2014-12-21 00:00:00,Send Letter,Email,Email,1800,Completed,Normal
W_Task.1702,W_Services_User.10,W_Case.7009,2014-11-22 00:00:00,2014-11-22 00:00:00,Other,Other,Task,600,On Hold,Normal
W_Task.1703,W_Services_User.2,W_Case.4859,2014-02-20 00:00:00,2014-02-20 00:00:00,Other,Other,Call,3600,In Progress,Normal
W_Task.1704,W_Services_User.2,W_Case.5227,2014-02-11 00:00:00,2014-02-11 00:00:00,Send Letter,Email,Task,2700,Completed,High
W_Task.1705,W_Services_User.9,W_Case.1857,2014-01-01 00:00:00,2014-01-01 00:00:00,Send Letter,Email,Task,120,Completed,Normal
W_Task.1706,W_Services_User.18,W_Case.759,2016-11-18 00:00:00,2016-11-18 00:00:00,Other,Other,Task,1440,On Hold,Normal
W_Task.1707,W_Services_User.1,W_Case.2511,2016-12-29 00:00:00,2016-12-29 00:00:00,Send Letter,Email,Call,3600,Completed,Normal
W_Task.1708,W_Services_User.10,W_Case.3636,2016-11-10 00:00:00,2016-11-10 00:00:00,Send Quote,Email,Email,450,Not Started,Normal
W_Task.1709,W_Services_User.17,W_Case.4224,2015-08-12 00:00:00,2015-08-12 00:00:00,Call,Meeting,Call,360,On Hold,Normal
W_Task.1710,W_Services_User.14,W_Case.1773,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Quote,Email,Email,4500,On Hold,Normal
W_Task.1711,W_Services_User.12,W_Case.745,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Quote,Email,Call,120,In Progress,Normal
W_Task.1712,W_Services_User.17,W_Case.5666,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Prep,Email,900,On Hold,Normal
W_Task.1713,W_Services_User.5,W_Case.3198,2013-12-12 00:00:00,2013-12-12 00:00:00,Call,Meeting,Task,60,In Progress,Normal
W_Task.1714,W_Services_User.8,W_Case.4786,2015-04-08 00:00:00,2015-04-08 00:00:00,Call,Meeting,Call,2880,Completed,Normal
W_Task.1715,W_Services_User.8,W_Case.6405,2015-01-26 00:00:00,2015-01-26 00:00:00,Call,Call,Call,960,On Hold,Normal
W_Task.1716,W_Services_User.13,W_Case.1018,2015-07-28 00:00:00,2015-07-28 00:00:00,Send Letter,Email,Call,1440,Not Started,Normal
W_Task.1717,W_Services_User.3,W_Case.3823,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Prep,Task,1440,On Hold,Normal
W_Task.1718,W_Services_User.14,W_Case.1008,2014-06-13 00:00:00,2014-06-13 00:00:00,Other,Prep,Call,720,In Progress,Normal
W_Task.1719,W_Services_User.1,W_Case.5918,2014-06-27 00:00:00,2014-06-27 00:00:00,Call,Call,Call,270,On Hold,Normal
W_Task.1720,W_Services_User.17,W_Case.220,2016-07-23 00:00:00,2016-07-23 00:00:00,Send Quote,Email,Task,450,Completed,Normal
W_Task.1721,W_Services_User.9,W_Case.1149,2016-07-11 00:00:00,2016-07-11 00:00:00,Send Letter,Email,Call,480,Completed,Normal
W_Task.1722,W_Services_User.4,W_Case.5472,2016-08-13 00:00:00,2016-08-13 00:00:00,Call,Call,Task,360,On Hold,Normal
W_Task.1723,W_Services_User.18,W_Case.6235,2016-11-13 00:00:00,2016-11-13 00:00:00,Send Letter,Email,Task,2700,In Progress,Normal
W_Task.1724,W_Services_User.1,W_Case.550,2016-11-06 00:00:00,2016-11-06 00:00:00,Call,Call,Task,5400,In Progress,Normal
W_Task.1725,W_Services_User.20,W_Case.305,2015-12-16 00:00:00,2015-12-16 00:00:00,Call,Call,Email,270,Not Started,Normal
W_Task.1726,W_Services_User.13,W_Case.363,2015-10-22 00:00:00,2015-10-22 00:00:00,Other,Other,Call,900,In Progress,Normal
W_Task.1727,W_Services_User.2,W_Case.6320,2016-12-29 00:00:00,2016-12-29 00:00:00,Send Letter,Email,Call,1080,In Progress,Normal
W_Task.1728,W_Services_User.6,W_Case.4637,2017-01-02 00:00:00,2017-01-02 00:00:00,Other,Prep,Task,750,On Hold,Normal
W_Task.1729,W_Services_User.4,W_Case.6248,2017-02-08 00:00:00,2017-02-08 00:00:00,Call,Call,Task,2700,In Progress,Normal
W_Task.1730,W_Services_User.3,W_Case.7362,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Call,6480,Completed,Normal
W_Task.1731,W_Services_User.8,W_Case.1553,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Email,4500,In Progress,Normal
W_Task.1732,W_Services_User.11,W_Case.3558,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Email,240,On Hold,Normal
W_Task.1733,W_Services_User.17,W_Case.5127,2014-07-06 00:00:00,2014-07-06 00:00:00,Call,Call,Email,360,In Progress,Normal
W_Task.1734,W_Services_User.19,W_Case.2054,2016-02-13 00:00:00,2016-02-13 00:00:00,Call,Call,Email,1080,In Progress,High
W_Task.1735,W_Services_User.4,W_Case.6668,2016-03-07 00:00:00,2016-03-07 00:00:00,Other,Prep,Call,600,On Hold,Normal
W_Task.1736,W_Services_User.19,W_Case.6514,2014-10-23 00:00:00,2014-10-23 00:00:00,Send Letter,Email,Email,3600,Completed,Normal
W_Task.1737,W_Services_User.8,W_Case.128,2014-10-06 00:00:00,2014-10-06 00:00:00,Send Letter,Email,Task,4320,Not Started,Normal
W_Task.1738,W_Services_User.2,W_Case.5187,2014-10-30 00:00:00,2014-10-30 00:00:00,Call,Meeting,Task,360,Not Started,Normal
W_Task.1739,W_Services_User.5,W_Case.6647,2016-01-13 00:00:00,2016-01-13 00:00:00,Send Quote,Email,Task,360,In Progress,Normal
W_Task.1740,W_Services_User.14,W_Case.1060,2015-01-11 00:00:00,2015-01-11 00:00:00,Call,Meeting,Email,1080,Completed,Normal
W_Task.1741,W_Services_User.14,W_Case.3799,2015-02-03 00:00:00,2015-02-03 00:00:00,Other,Meeting,Task,3600,Completed,Normal
W_Task.1742,W_Services_User.9,W_Case.3697,2014-12-07 00:00:00,2014-12-07 00:00:00,Other,Meeting,Call,30,On Hold,Normal
W_Task.1743,W_Services_User.18,W_Case.7043,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Call,1080,On Hold,High
W_Task.1744,W_Services_User.6,W_Case.5534,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Task,180,In Progress,Normal
W_Task.1745,W_Services_User.12,W_Case.4203,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Other,Task,2160,Completed,Normal
W_Task.1746,W_Services_User.13,W_Case.5805,2015-07-28 00:00:00,2015-07-28 00:00:00,Call,Call,Task,600,Completed,High
W_Task.1747,W_Services_User.15,W_Case.5562,2015-09-13 00:00:00,2015-09-13 00:00:00,Other,Prep,Call,1080,On Hold,Normal
W_Task.1748,W_Services_User.20,W_Case.3969,2015-08-03 00:00:00,2015-08-03 00:00:00,Call,Call,Email,360,Not Started,Normal
W_Task.1749,W_Services_User.2,W_Case.5283,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Task,450,Completed,Normal
W_Task.1750,W_Services_User.17,W_Case.323,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Prep,Call,2880,Not Started,Normal
W_Task.1751,W_Services_User.4,W_Case.5754,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Meeting,Call,240,Not Started,High
W_Task.1752,W_Services_User.16,W_Case.1878,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Quote,Email,Task,600,On Hold,High
W_Task.1753,W_Services_User.7,W_Case.3618,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Meeting,Task,600,Not Started,Normal
W_Task.1754,W_Services_User.9,W_Case.395,2015-04-03 00:00:00,2015-04-03 00:00:00,Other,Meeting,Email,5400,On Hold,Normal
W_Task.1755,W_Services_User.6,W_Case.623,2015-03-17 00:00:00,2015-03-17 00:00:00,Send Letter,Email,Task,1800,In Progress,High
W_Task.1756,W_Services_User.8,W_Case.414,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Call,810,Not Started,Normal
W_Task.1757,W_Services_User.19,W_Case.2829,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Meeting,Call,1440,On Hold,Normal
W_Task.1758,W_Services_User.16,W_Case.870,2015-10-15 00:00:00,2015-10-15 00:00:00,Send Letter,Email,Call,90,In Progress,Normal
W_Task.1759,W_Services_User.11,W_Case.5383,2015-09-30 00:00:00,2015-09-30 00:00:00,Send Letter,Email,Task,810,In Progress,Normal
W_Task.1760,W_Services_User.11,W_Case.5221,2015-10-01 00:00:00,2015-10-01 00:00:00,Call,Call,Email,1620,Completed,Normal
W_Task.1761,W_Services_User.6,W_Case.1184,2017-05-13 00:00:00,2017-05-13 00:00:00,Send Letter,Email,Task,60,Completed,Normal
W_Task.1762,W_Services_User.4,W_Case.6717,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Prep,Task,4500,In Progress,Normal
W_Task.1763,W_Services_User.14,W_Case.2878,2017-04-28 00:00:00,2017-04-28 00:00:00,Other,Prep,Task,900,In Progress,High
W_Task.1764,W_Services_User.4,W_Case.4762,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Call,120,Completed,High
W_Task.1765,W_Services_User.18,W_Case.6817,2014-07-11 00:00:00,2014-07-11 00:00:00,Other,Prep,Email,360,In Progress,High
W_Task.1766,W_Services_User.13,W_Case.243,2016-03-12 00:00:00,2016-03-12 00:00:00,Call,Call,Task,180,Not Started,Normal
W_Task.1767,W_Services_User.5,W_Case.2307,2014-03-19 00:00:00,2014-03-19 00:00:00,Send Letter,Email,Call,720,Not Started,High
W_Task.1768,W_Services_User.10,W_Case.3655,2014-04-22 00:00:00,2014-04-22 00:00:00,Send Letter,Email,Email,600,In Progress,High
W_Task.1769,W_Services_User.13,W_Case.3719,2014-03-29 00:00:00,2014-03-29 00:00:00,Call,Call,Task,720,Completed,Normal
W_Task.1770,W_Services_User.17,W_Case.620,2014-10-30 00:00:00,2014-10-30 00:00:00,Call,Meeting,Call,720,Completed,Normal
W_Task.1771,W_Services_User.15,W_Case.2936,2014-12-24 00:00:00,2014-12-24 00:00:00,Send Letter,Email,Email,1080,Not Started,Normal
W_Task.1772,W_Services_User.3,W_Case.4179,2014-01-15 00:00:00,2014-01-15 00:00:00,Send Letter,Email,Call,450,In Progress,Normal
W_Task.1773,W_Services_User.5,W_Case.2934,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Meeting,Call,1080,Completed,Normal
W_Task.1774,W_Services_User.17,W_Case.6201,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Email,1080,In Progress,Normal
W_Task.1775,W_Services_User.16,W_Case.2260,2014-08-12 00:00:00,2014-08-12 00:00:00,Other,Other,Email,360,Not Started,Normal
W_Task.1776,W_Services_User.15,W_Case.1825,2014-09-13 00:00:00,2014-09-13 00:00:00,Other,Meeting,Email,900,Completed,Normal
W_Task.1777,W_Services_User.13,W_Case.4160,2014-07-20 00:00:00,2014-07-20 00:00:00,Send Quote,Email,Call,2400,Completed,Normal
W_Task.1778,W_Services_User.18,W_Case.6195,2015-07-11 00:00:00,2015-07-11 00:00:00,Other,Meeting,Email,120,On Hold,Normal
W_Task.1779,W_Services_User.13,W_Case.4729,2015-07-12 00:00:00,2015-07-12 00:00:00,Send Letter,Email,Call,180,Not Started,Normal
W_Task.1780,W_Services_User.6,W_Case.3949,2015-08-20 00:00:00,2015-08-20 00:00:00,Other,Other,Call,750,In Progress,Normal
W_Task.1781,W_Services_User.18,W_Case.2020,2016-01-11 00:00:00,2016-01-11 00:00:00,Send Letter,Email,Task,1620,In Progress,Normal
W_Task.1782,W_Services_User.13,W_Case.7219,2016-01-05 00:00:00,2016-01-05 00:00:00,Send Quote,Email,Call,180,In Progress,Normal
W_Task.1783,W_Services_User.18,W_Case.410,2016-01-21 00:00:00,2016-01-21 00:00:00,Call,Call,Call,2700,On Hold,Normal
W_Task.1784,W_Services_User.2,W_Case.1396,2014-02-06 00:00:00,2014-02-06 00:00:00,Call,Call,Task,1800,In Progress,Normal
W_Task.1785,W_Services_User.10,W_Case.6489,2014-02-19 00:00:00,2014-02-19 00:00:00,Send Quote,Email,Task,1440,Completed,Normal
W_Task.1786,W_Services_User.18,W_Case.4970,2014-04-07 00:00:00,2014-04-07 00:00:00,Send Letter,Email,Task,720,Not Started,Normal
W_Task.1787,W_Services_User.5,W_Case.1126,2016-12-09 00:00:00,2016-12-09 00:00:00,Other,Other,Task,300,On Hold,Normal
W_Task.1788,W_Services_User.15,W_Case.2526,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Call,1620,Not Started,Normal
W_Task.1789,W_Services_User.12,W_Case.4507,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Meeting,Call,150,Not Started,High
W_Task.1790,W_Services_User.19,W_Case.1283,2013-12-29 00:00:00,2013-12-29 00:00:00,Call,Call,Email,2700,Completed,Normal
W_Task.1791,W_Services_User.13,W_Case.7103,2013-12-19 00:00:00,2013-12-19 00:00:00,Send Quote,Email,Task,1500,Completed,Normal
W_Task.1792,W_Services_User.2,W_Case.5520,2016-12-04 00:00:00,2016-12-04 00:00:00,Send Quote,Email,Call,1620,On Hold,Normal
W_Task.1793,W_Services_User.15,W_Case.3443,2017-01-18 00:00:00,2017-01-18 00:00:00,Other,Meeting,Call,3240,In Progress,Normal
W_Task.1794,W_Services_User.10,W_Case.2889,2017-02-12 00:00:00,2017-02-12 00:00:00,Other,Prep,Call,1350,In Progress,Normal
W_Task.1795,W_Services_User.16,W_Case.4165,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Call,1500,On Hold,Normal
W_Task.1796,W_Services_User.14,W_Case.2166,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Email,2700,In Progress,High
W_Task.1797,W_Services_User.10,W_Case.3454,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Meeting,Email,1080,In Progress,Normal
W_Task.1798,W_Services_User.5,W_Case.6368,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Quote,Email,Task,600,On Hold,Normal
W_Task.1799,W_Services_User.1,W_Case.3652,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Prep,Email,360,Not Started,Normal
W_Task.1800,W_Services_User.13,W_Case.2130,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Meeting,Task,1440,In Progress,High
W_Task.1801,W_Services_User.17,W_Case.3221,2014-02-19 00:00:00,2014-02-19 00:00:00,Send Letter,Email,Task,1800,Not Started,Normal
W_Task.1802,W_Services_User.2,W_Case.1003,2013-12-04 00:00:00,2013-12-04 00:00:00,Other,Prep,Email,1440,On Hold,Normal
W_Task.1803,W_Services_User.7,W_Case.7348,2014-01-23 00:00:00,2014-01-23 00:00:00,Other,Meeting,Email,360,In Progress,Normal
W_Task.1804,W_Services_User.16,W_Case.6310,2016-01-14 00:00:00,2016-01-14 00:00:00,Send Letter,Email,Call,720,Not Started,Normal
W_Task.1805,W_Services_User.4,W_Case.496,2016-03-08 00:00:00,2016-03-08 00:00:00,Send Letter,Email,Call,1350,In Progress,High
W_Task.1806,W_Services_User.1,W_Case.7101,2016-05-15 00:00:00,2016-05-15 00:00:00,Call,Meeting,Call,360,Not Started,High
W_Task.1807,W_Services_User.6,W_Case.1115,2017-02-13 00:00:00,2017-02-13 00:00:00,Other,Meeting,Email,540,In Progress,Normal
W_Task.1808,W_Services_User.19,W_Case.385,2016-08-02 00:00:00,2016-08-02 00:00:00,Call,Call,Task,720,On Hold,Normal
W_Task.1809,W_Services_User.17,W_Case.340,2016-09-18 00:00:00,2016-09-18 00:00:00,Send Quote,Email,Email,360,Not Started,Normal
W_Task.1810,W_Services_User.9,W_Case.4098,2016-07-18 00:00:00,2016-07-18 00:00:00,Call,Call,Call,600,Completed,Normal
W_Task.1811,W_Services_User.19,W_Case.3335,2015-09-30 00:00:00,2015-09-30 00:00:00,Other,Other,Call,1800,Not Started,Normal
W_Task.1812,W_Services_User.4,W_Case.6415,2015-11-30 00:00:00,2015-11-30 00:00:00,Send Letter,Email,Task,1440,In Progress,Normal
W_Task.1813,W_Services_User.18,W_Case.6491,2015-11-25 00:00:00,2015-11-25 00:00:00,Call,Call,Task,150,On Hold,Normal
W_Task.1814,W_Services_User.13,W_Case.1053,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Call,1080,Completed,Normal
W_Task.1815,W_Services_User.5,W_Case.3051,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Meeting,Call,4320,Completed,Normal
W_Task.1816,W_Services_User.10,W_Case.4434,2016-05-27 00:00:00,2016-05-27 00:00:00,Other,Prep,Task,90,Not Started,High
W_Task.1817,W_Services_User.14,W_Case.3321,2016-05-10 00:00:00,2016-05-10 00:00:00,Send Letter,Email,Email,480,Not Started,Normal
W_Task.1818,W_Services_User.19,W_Case.4757,2014-06-03 00:00:00,2014-06-03 00:00:00,Send Quote,Email,Task,2700,In Progress,Normal
W_Task.1819,W_Services_User.17,W_Case.1253,2014-08-11 00:00:00,2014-08-11 00:00:00,Send Quote,Email,Email,2160,On Hold,Normal
W_Task.1820,W_Services_User.12,W_Case.1733,2015-04-29 00:00:00,2015-04-29 00:00:00,Call,Call,Task,2160,In Progress,High
W_Task.1821,W_Services_User.4,W_Case.738,2016-04-24 00:00:00,2016-04-24 00:00:00,Send Quote,Email,Task,1800,In Progress,Normal
W_Task.1822,W_Services_User.18,W_Case.1834,2016-05-05 00:00:00,2016-05-05 00:00:00,Send Letter,Email,Call,240,On Hold,Normal
W_Task.1823,W_Services_User.11,W_Case.2693,2016-06-13 00:00:00,2016-06-13 00:00:00,Call,Call,Task,1800,Not Started,Normal
W_Task.1824,W_Services_User.3,W_Case.3411,2014-06-30 00:00:00,2014-06-30 00:00:00,Call,Call,Task,2160,On Hold,Normal
W_Task.1825,W_Services_User.7,W_Case.1681,2014-08-04 00:00:00,2014-08-04 00:00:00,Send Letter,Email,Call,1440,Completed,Normal
W_Task.1826,W_Services_User.6,W_Case.6274,2017-05-09 00:00:00,2017-05-09 00:00:00,Call,Call,Email,1080,In Progress,Normal
W_Task.1827,W_Services_User.7,W_Case.2852,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Other,Task,240,On Hold,Normal
W_Task.1828,W_Services_User.14,W_Case.5252,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Task,2160,Not Started,High
W_Task.1829,W_Services_User.3,W_Case.4895,2017-04-13 00:00:00,2017-04-13 00:00:00,Other,Meeting,Call,1620,On Hold,Normal
W_Task.1830,W_Services_User.1,W_Case.1286,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Email,180,Not Started,Normal
W_Task.1831,W_Services_User.10,W_Case.1671,2014-10-03 00:00:00,2014-10-03 00:00:00,Send Letter,Email,Email,360,Not Started,Normal
W_Task.1832,W_Services_User.3,W_Case.5039,2014-11-21 00:00:00,2014-11-21 00:00:00,Other,Prep,Call,720,In Progress,High
W_Task.1833,W_Services_User.8,W_Case.134,2016-08-14 00:00:00,2016-08-14 00:00:00,Send Quote,Email,Task,360,In Progress,High
W_Task.1834,W_Services_User.10,W_Case.5152,2016-09-10 00:00:00,2016-09-10 00:00:00,Call,Call,Call,720,Completed,Normal
W_Task.1835,W_Services_User.5,W_Case.7135,2016-10-17 00:00:00,2016-10-17 00:00:00,Call,Meeting,Call,480,In Progress,Normal
W_Task.1836,W_Services_User.6,W_Case.3968,2016-08-20 00:00:00,2016-08-20 00:00:00,Call,Meeting,Task,360,On Hold,Normal
W_Task.1837,W_Services_User.13,W_Case.3333,2016-09-02 00:00:00,2016-09-02 00:00:00,Other,Meeting,Call,540,On Hold,Normal
W_Task.1838,W_Services_User.20,W_Case.4531,2015-05-23 00:00:00,2015-05-23 00:00:00,Other,Prep,Task,540,On Hold,High
W_Task.1839,W_Services_User.4,W_Case.2889,2015-07-31 00:00:00,2015-07-31 00:00:00,Call,Call,Task,1080,Not Started,Normal
