External_Id__c,Case.External_Id__c,CreatedById__c,CreatedDate__c,Field__c,OldValue__c,NewValue__c
W_CaseHistory.604,W_Case.334,W_User.7,2016-07-31 00:00:00,Status,Escalated,Working
W_CaseHistory.605,W_Case.334,W_User.7,2016-08-17 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.606,W_Case.334,W_User.7,2016-09-14 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.607,W_Case.334,W_User.7,2016-10-08 00:00:00,Status,Working,On Hold
W_CaseHistory.608,W_Case.334,W_User.7,2016-10-25 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.609,W_Case.334,W_User.7,2016-11-15 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.610,W_Case.334,W_User.7,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.611,W_Case.335,W_User.18,2016-09-29 00:00:00,created,,
W_CaseHistory.612,W_Case.335,W_User.18,2016-09-29 00:00:00,Status,,New
W_CaseHistory.613,W_Case.335,W_User.18,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.614,W_Case.336,W_User.1,2016-09-05 00:00:00,created,,
W_CaseHistory.615,W_Case.336,W_User.1,2016-09-05 00:00:00,Status,,New
W_CaseHistory.616,W_Case.336,W_User.1,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.617,W_Case.337,W_User.9,2016-10-11 00:00:00,created,,
W_CaseHistory.618,W_Case.337,W_User.9,2016-10-11 00:00:00,Status,,New
W_CaseHistory.619,W_Case.337,W_User.9,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.620,W_Case.338,W_User.9,2016-08-24 00:00:00,created,,
W_CaseHistory.621,W_Case.338,W_User.9,2016-08-24 00:00:00,Status,,New
W_CaseHistory.622,W_Case.338,W_User.9,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.623,W_Case.339,W_User.6,2016-09-17 00:00:00,created,,
W_CaseHistory.624,W_Case.339,W_User.6,2016-09-17 00:00:00,Status,,New
W_CaseHistory.625,W_Case.339,W_User.6,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.626,W_Case.340,W_User.9,2016-09-05 00:00:00,created,,
W_CaseHistory.627,W_Case.340,W_User.9,2016-09-05 00:00:00,Status,,New
W_CaseHistory.628,W_Case.340,W_User.9,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.629,W_Case.341,W_User.9,2016-08-24 00:00:00,created,,
W_CaseHistory.630,W_Case.341,W_User.9,2016-08-24 00:00:00,Status,,New
W_CaseHistory.631,W_Case.341,W_User.9,2016-08-26 00:00:00,Status,New,On Hold
W_CaseHistory.632,W_Case.341,W_User.9,2016-09-01 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.633,W_Case.341,W_User.9,2016-09-16 00:00:00,Status,Waiting on Customer,Escalated
W_CaseHistory.634,W_Case.341,W_User.9,2016-10-02 00:00:00,Status,Escalated,Waiting on Customer
W_CaseHistory.635,W_Case.341,W_User.9,2016-10-07 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.636,W_Case.341,W_User.9,2016-10-24 00:00:00,Status,On Hold,Working
W_CaseHistory.637,W_Case.341,W_User.9,2016-10-28 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.638,W_Case.341,W_User.9,2016-11-16 00:00:00,Status,Waiting on Customer,Closed
W_CaseHistory.639,W_Case.342,W_User.9,2016-10-23 00:00:00,created,,
W_CaseHistory.640,W_Case.342,W_User.9,2016-10-23 00:00:00,Status,,New
W_CaseHistory.641,W_Case.342,W_User.9,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.642,W_Case.343,W_User.15,2016-10-23 00:00:00,created,,
W_CaseHistory.643,W_Case.343,W_User.15,2016-10-23 00:00:00,Status,,New
W_CaseHistory.644,W_Case.343,W_User.15,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.645,W_Case.344,W_User.14,2016-07-19 00:00:00,created,,
W_CaseHistory.646,W_Case.344,W_User.14,2016-07-19 00:00:00,Status,,New
W_CaseHistory.647,W_Case.344,W_User.14,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.648,W_Case.345,W_User.10,2016-09-29 00:00:00,created,,
W_CaseHistory.649,W_Case.345,W_User.10,2016-09-29 00:00:00,Status,,New
W_CaseHistory.650,W_Case.345,W_User.10,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.651,W_Case.346,W_User.7,2016-07-19 00:00:00,created,,
W_CaseHistory.652,W_Case.346,W_User.7,2016-07-19 00:00:00,Status,,New
W_CaseHistory.653,W_Case.346,W_User.7,2016-08-09 00:00:00,Status,New,Escalated
W_CaseHistory.654,W_Case.346,W_User.7,2016-08-21 00:00:00,Status,Escalated,Working
W_CaseHistory.655,W_Case.346,W_User.7,2016-09-02 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.656,W_Case.346,W_User.7,2016-10-02 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.657,W_Case.346,W_User.7,2016-10-17 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.658,W_Case.346,W_User.7,2016-11-13 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.659,W_Case.346,W_User.7,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.660,W_Case.347,W_User.11,2016-11-04 00:00:00,created,,
W_CaseHistory.661,W_Case.347,W_User.11,2016-11-04 00:00:00,Status,,New
W_CaseHistory.662,W_Case.347,W_User.11,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.663,W_Case.348,W_User.9,2016-09-29 00:00:00,created,,
W_CaseHistory.664,W_Case.348,W_User.9,2016-09-29 00:00:00,Status,,New
W_CaseHistory.665,W_Case.348,W_User.9,2016-10-10 00:00:00,Status,New,Escalated
W_CaseHistory.666,W_Case.348,W_User.9,2016-11-02 00:00:00,Status,Escalated,Working
W_CaseHistory.667,W_Case.348,W_User.9,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.668,W_Case.349,W_User.16,2016-10-11 00:00:00,created,,
W_CaseHistory.669,W_Case.349,W_User.16,2016-10-11 00:00:00,Status,,New
W_CaseHistory.670,W_Case.349,W_User.16,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.671,W_Case.350,W_User.15,2016-10-23 00:00:00,created,,
W_CaseHistory.672,W_Case.350,W_User.15,2016-10-23 00:00:00,Status,,New
W_CaseHistory.673,W_Case.350,W_User.15,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.674,W_Case.351,W_User.6,2016-07-31 00:00:00,created,,
W_CaseHistory.675,W_Case.351,W_User.6,2016-07-31 00:00:00,Status,,New
W_CaseHistory.676,W_Case.351,W_User.6,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.677,W_Case.352,W_User.7,2016-09-05 00:00:00,created,,
W_CaseHistory.678,W_Case.352,W_User.7,2016-09-05 00:00:00,Status,,New
W_CaseHistory.679,W_Case.352,W_User.7,2016-10-04 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.680,W_Case.352,W_User.7,2016-10-27 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.681,W_Case.352,W_User.7,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.682,W_Case.353,W_User.14,2016-08-24 00:00:00,created,,
W_CaseHistory.683,W_Case.353,W_User.14,2016-08-24 00:00:00,Status,,New
W_CaseHistory.684,W_Case.353,W_User.14,2016-09-11 00:00:00,Status,New,Working
W_CaseHistory.685,W_Case.353,W_User.14,2016-10-08 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.686,W_Case.353,W_User.14,2016-10-09 00:00:00,Status,Waiting on Customer,Escalated
W_CaseHistory.687,W_Case.353,W_User.14,2016-11-03 00:00:00,Status,Escalated,Waiting on Customer
W_CaseHistory.688,W_Case.353,W_User.14,2016-11-16 00:00:00,Status,Waiting on Customer,Closed
W_CaseHistory.689,W_Case.354,W_User.11,2016-08-12 00:00:00,created,,
W_CaseHistory.690,W_Case.354,W_User.11,2016-08-12 00:00:00,Status,,New
W_CaseHistory.691,W_Case.354,W_User.11,2016-08-26 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.692,W_Case.354,W_User.11,2016-09-04 00:00:00,Status,Waiting on Customer,Escalated
W_CaseHistory.693,W_Case.354,W_User.11,2016-09-28 00:00:00,Status,Escalated,Working
W_CaseHistory.694,W_Case.354,W_User.11,2016-10-17 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.695,W_Case.354,W_User.11,2016-11-08 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.696,W_Case.354,W_User.11,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.697,W_Case.355,W_User.8,2016-08-24 00:00:00,created,,
W_CaseHistory.698,W_Case.355,W_User.8,2016-08-24 00:00:00,Status,,New
W_CaseHistory.699,W_Case.355,W_User.8,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.700,W_Case.356,W_User.14,2016-08-12 00:00:00,created,,
W_CaseHistory.701,W_Case.356,W_User.14,2016-08-12 00:00:00,Status,,New
W_CaseHistory.702,W_Case.356,W_User.14,2016-09-05 00:00:00,Status,New,Escalated
W_CaseHistory.703,W_Case.356,W_User.14,2016-09-09 00:00:00,Status,Escalated,Waiting on Customer
W_CaseHistory.704,W_Case.356,W_User.14,2016-10-09 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.705,W_Case.356,W_User.14,2016-10-09 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.706,W_Case.356,W_User.14,2016-10-25 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.707,W_Case.356,W_User.14,2016-10-25 00:00:00,Status,Working,On Hold
W_CaseHistory.708,W_Case.356,W_User.14,2016-11-02 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.709,W_Case.356,W_User.14,2016-11-06 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.710,W_Case.356,W_User.14,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.711,W_Case.357,W_User.10,2016-07-31 00:00:00,created,,
W_CaseHistory.712,W_Case.357,W_User.10,2016-07-31 00:00:00,Status,,New
W_CaseHistory.713,W_Case.357,W_User.10,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.714,W_Case.358,W_User.15,2016-07-19 00:00:00,created,,
W_CaseHistory.715,W_Case.358,W_User.15,2016-07-19 00:00:00,Status,,New
W_CaseHistory.716,W_Case.358,W_User.15,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.717,W_Case.359,W_User.20,2016-09-29 00:00:00,created,,
W_CaseHistory.718,W_Case.359,W_User.20,2016-09-29 00:00:00,Status,,New
W_CaseHistory.719,W_Case.359,W_User.20,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.720,W_Case.360,W_User.1,2016-10-11 00:00:00,created,,
W_CaseHistory.721,W_Case.360,W_User.1,2016-10-11 00:00:00,Status,,New
W_CaseHistory.722,W_Case.360,W_User.1,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.723,W_Case.361,W_User.7,2016-07-31 00:00:00,created,,
W_CaseHistory.724,W_Case.361,W_User.7,2016-07-31 00:00:00,Status,,New
W_CaseHistory.725,W_Case.361,W_User.7,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.726,W_Case.362,W_User.9,2016-08-24 00:00:00,created,,
W_CaseHistory.727,W_Case.362,W_User.9,2016-08-24 00:00:00,Status,,New
W_CaseHistory.728,W_Case.362,W_User.9,2016-09-15 00:00:00,Status,New,Escalated
W_CaseHistory.729,W_Case.362,W_User.9,2016-09-17 00:00:00,Status,Escalated,On Hold
W_CaseHistory.730,W_Case.362,W_User.9,2016-10-07 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.731,W_Case.362,W_User.9,2016-10-12 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.732,W_Case.362,W_User.9,2016-10-30 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.733,W_Case.362,W_User.9,2016-10-30 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.734,W_Case.362,W_User.9,2016-11-12 00:00:00,Status,On Hold,Working
W_CaseHistory.735,W_Case.362,W_User.9,2016-11-15 00:00:00,Status,Working,On Hold
W_CaseHistory.736,W_Case.362,W_User.9,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.737,W_Case.363,W_User.13,2016-09-05 00:00:00,created,,
W_CaseHistory.738,W_Case.363,W_User.13,2016-09-05 00:00:00,Status,,New
W_CaseHistory.739,W_Case.363,W_User.13,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.740,W_Case.364,W_User.9,2016-07-19 00:00:00,created,,
W_CaseHistory.741,W_Case.364,W_User.9,2016-07-19 00:00:00,Status,,New
W_CaseHistory.742,W_Case.364,W_User.9,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.743,W_Case.365,W_User.6,2016-09-05 00:00:00,created,,
W_CaseHistory.744,W_Case.365,W_User.6,2016-09-05 00:00:00,Status,,New
W_CaseHistory.745,W_Case.365,W_User.6,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.746,W_Case.366,W_User.14,2016-09-05 00:00:00,created,,
W_CaseHistory.747,W_Case.366,W_User.14,2016-09-05 00:00:00,Status,,New
W_CaseHistory.748,W_Case.366,W_User.14,2016-09-11 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.749,W_Case.366,W_User.14,2016-10-04 00:00:00,Status,Waiting on Customer,Escalated
W_CaseHistory.750,W_Case.366,W_User.14,2016-11-02 00:00:00,Status,Escalated,On Hold
W_CaseHistory.751,W_Case.366,W_User.14,2016-11-15 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.752,W_Case.366,W_User.14,2016-11-16 00:00:00,Status,Waiting on Customer,Closed
W_CaseHistory.753,W_Case.367,W_User.13,2016-07-19 00:00:00,created,,
W_CaseHistory.754,W_Case.367,W_User.13,2016-07-19 00:00:00,Status,,New
W_CaseHistory.755,W_Case.367,W_User.13,2016-08-13 00:00:00,Status,New,Working
W_CaseHistory.756,W_Case.367,W_User.13,2016-08-26 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.757,W_Case.367,W_User.13,2016-09-24 00:00:00,Status,Waiting on Customer,Escalated
W_CaseHistory.758,W_Case.367,W_User.13,2016-10-12 00:00:00,Status,Escalated,On Hold
W_CaseHistory.759,W_Case.367,W_User.13,2016-10-30 00:00:00,Status,On Hold,Working
W_CaseHistory.760,W_Case.367,W_User.13,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.761,W_Case.368,W_User.14,2016-09-17 00:00:00,created,,
W_CaseHistory.762,W_Case.368,W_User.14,2016-09-17 00:00:00,Status,,New
W_CaseHistory.763,W_Case.368,W_User.14,2016-10-10 00:00:00,Status,New,Escalated
W_CaseHistory.764,W_Case.368,W_User.14,2016-10-24 00:00:00,Status,Escalated,Waiting on Customer
W_CaseHistory.765,W_Case.368,W_User.14,2016-11-10 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.766,W_Case.368,W_User.14,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.767,W_Case.369,W_User.9,2016-10-23 00:00:00,created,,
W_CaseHistory.768,W_Case.369,W_User.9,2016-10-23 00:00:00,Status,,New
W_CaseHistory.769,W_Case.369,W_User.9,2016-11-11 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.770,W_Case.369,W_User.9,2016-11-16 00:00:00,Status,Waiting on Customer,Closed
W_CaseHistory.771,W_Case.370,W_User.14,2016-10-11 00:00:00,created,,
W_CaseHistory.772,W_Case.370,W_User.14,2016-10-11 00:00:00,Status,,New
W_CaseHistory.773,W_Case.370,W_User.14,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.774,W_Case.371,W_User.8,2016-11-04 00:00:00,created,,
W_CaseHistory.775,W_Case.371,W_User.8,2016-11-04 00:00:00,Status,,New
W_CaseHistory.776,W_Case.371,W_User.8,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.777,W_Case.373,W_User.7,2016-10-11 00:00:00,created,,
W_CaseHistory.778,W_Case.373,W_User.7,2016-10-11 00:00:00,Status,,New
W_CaseHistory.779,W_Case.373,W_User.7,2016-11-01 00:00:00,Status,New,Escalated
W_CaseHistory.780,W_Case.373,W_User.7,2016-11-05 00:00:00,Status,Escalated,Working
W_CaseHistory.781,W_Case.373,W_User.7,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.782,W_Case.374,W_User.3,2016-10-11 00:00:00,created,,
W_CaseHistory.783,W_Case.374,W_User.3,2016-10-11 00:00:00,Status,,New
W_CaseHistory.784,W_Case.374,W_User.3,2016-11-08 00:00:00,Status,New,Working
W_CaseHistory.785,W_Case.374,W_User.3,2016-11-08 00:00:00,Status,Working,Escalated
W_CaseHistory.786,W_Case.374,W_User.3,2016-11-16 00:00:00,Status,Escalated,Closed
W_CaseHistory.787,W_Case.375,W_User.6,2016-07-19 00:00:00,created,,
W_CaseHistory.788,W_Case.375,W_User.6,2016-07-19 00:00:00,Status,,New
W_CaseHistory.789,W_Case.375,W_User.6,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.790,W_Case.376,W_User.19,2016-08-12 00:00:00,created,,
W_CaseHistory.791,W_Case.376,W_User.19,2016-08-12 00:00:00,Status,,New
W_CaseHistory.792,W_Case.376,W_User.19,2016-09-07 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.793,W_Case.376,W_User.19,2016-09-18 00:00:00,Status,Waiting on Customer,Escalated
W_CaseHistory.794,W_Case.376,W_User.19,2016-09-19 00:00:00,Status,Escalated,Waiting on Customer
W_CaseHistory.795,W_Case.376,W_User.19,2016-09-24 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.796,W_Case.376,W_User.19,2016-09-29 00:00:00,Status,On Hold,Working
W_CaseHistory.797,W_Case.376,W_User.19,2016-10-26 00:00:00,Status,Working,On Hold
W_CaseHistory.798,W_Case.376,W_User.19,2016-11-06 00:00:00,Status,On Hold,Working
W_CaseHistory.799,W_Case.376,W_User.19,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.800,W_Case.377,W_User.14,2016-10-11 00:00:00,created,,
W_CaseHistory.801,W_Case.377,W_User.14,2016-10-11 00:00:00,Status,,New
W_CaseHistory.802,W_Case.377,W_User.14,2016-10-12 00:00:00,Status,New,Escalated
W_CaseHistory.803,W_Case.377,W_User.14,2016-10-26 00:00:00,Status,Escalated,On Hold
W_CaseHistory.804,W_Case.377,W_User.14,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.805,W_Case.378,W_User.1,2016-11-04 00:00:00,created,,
W_CaseHistory.806,W_Case.378,W_User.1,2016-11-04 00:00:00,Status,,New
W_CaseHistory.807,W_Case.378,W_User.1,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.808,W_Case.379,W_User.14,2016-11-04 00:00:00,created,,
W_CaseHistory.809,W_Case.379,W_User.14,2016-11-04 00:00:00,Status,,New
W_CaseHistory.810,W_Case.379,W_User.14,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.811,W_Case.380,W_User.11,2016-11-04 00:00:00,created,,
W_CaseHistory.812,W_Case.380,W_User.11,2016-11-04 00:00:00,Status,,New
W_CaseHistory.813,W_Case.380,W_User.11,2016-11-06 00:00:00,Status,New,On Hold
W_CaseHistory.814,W_Case.380,W_User.11,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.815,W_Case.381,W_User.13,2016-09-17 00:00:00,created,,
W_CaseHistory.816,W_Case.381,W_User.13,2016-09-17 00:00:00,Status,,New
W_CaseHistory.817,W_Case.381,W_User.13,2016-10-15 00:00:00,Status,New,Working
W_CaseHistory.818,W_Case.381,W_User.13,2016-10-25 00:00:00,Status,Working,Escalated
W_CaseHistory.819,W_Case.381,W_User.13,2016-11-16 00:00:00,Status,Escalated,Closed
W_CaseHistory.820,W_Case.382,W_User.5,2016-09-17 00:00:00,created,,
W_CaseHistory.821,W_Case.382,W_User.5,2016-09-17 00:00:00,Status,,New
W_CaseHistory.822,W_Case.382,W_User.5,2016-10-06 00:00:00,Status,New,Escalated
W_CaseHistory.823,W_Case.382,W_User.5,2016-11-05 00:00:00,Status,Escalated,On Hold
W_CaseHistory.824,W_Case.382,W_User.5,2016-11-10 00:00:00,Status,On Hold,Working
W_CaseHistory.825,W_Case.382,W_User.5,2016-11-14 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.826,W_Case.382,W_User.5,2016-11-16 00:00:00,Status,Waiting on Customer,Closed
W_CaseHistory.827,W_Case.383,W_User.1,2016-09-17 00:00:00,created,,
W_CaseHistory.828,W_Case.383,W_User.1,2016-09-17 00:00:00,Status,,New
W_CaseHistory.829,W_Case.383,W_User.1,2016-10-15 00:00:00,Status,New,On Hold
W_CaseHistory.830,W_Case.383,W_User.1,2016-10-26 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.831,W_Case.383,W_User.1,2016-11-16 00:00:00,Status,Waiting on Customer,Closed
W_CaseHistory.832,W_Case.384,W_User.10,2016-08-12 00:00:00,created,,
W_CaseHistory.833,W_Case.384,W_User.10,2016-08-12 00:00:00,Status,,New
W_CaseHistory.834,W_Case.384,W_User.10,2016-08-15 00:00:00,Status,New,Working
W_CaseHistory.835,W_Case.384,W_User.10,2016-08-22 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.836,W_Case.384,W_User.10,2016-09-08 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.837,W_Case.384,W_User.10,2016-09-19 00:00:00,Status,On Hold,Working
W_CaseHistory.838,W_Case.384,W_User.10,2016-10-07 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.839,W_Case.384,W_User.10,2016-10-30 00:00:00,Status,Waiting on Customer,Escalated
W_CaseHistory.840,W_Case.384,W_User.10,2016-11-16 00:00:00,Status,Escalated,Closed
W_CaseHistory.841,W_Case.385,W_User.17,2016-10-11 00:00:00,created,,
W_CaseHistory.842,W_Case.385,W_User.17,2016-10-11 00:00:00,Status,,New
W_CaseHistory.843,W_Case.385,W_User.17,2016-10-14 00:00:00,Status,New,On Hold
W_CaseHistory.844,W_Case.385,W_User.17,2016-10-25 00:00:00,Status,On Hold,Working
W_CaseHistory.845,W_Case.385,W_User.17,2016-10-25 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.846,W_Case.385,W_User.17,2016-11-09 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.847,W_Case.385,W_User.17,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.848,W_Case.386,W_User.7,2016-09-29 00:00:00,created,,
W_CaseHistory.849,W_Case.386,W_User.7,2016-09-29 00:00:00,Status,,New
W_CaseHistory.850,W_Case.386,W_User.7,2016-10-06 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.851,W_Case.386,W_User.7,2016-10-28 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.852,W_Case.386,W_User.7,2016-10-31 00:00:00,Status,On Hold,Working
W_CaseHistory.853,W_Case.386,W_User.7,2016-11-08 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.854,W_Case.386,W_User.7,2016-11-09 00:00:00,Status,Waiting on Customer,Escalated
W_CaseHistory.855,W_Case.386,W_User.7,2016-11-16 00:00:00,Status,Escalated,Closed
W_CaseHistory.856,W_Case.387,W_User.15,2016-08-12 00:00:00,created,,
W_CaseHistory.857,W_Case.387,W_User.15,2016-08-12 00:00:00,Status,,New
W_CaseHistory.858,W_Case.387,W_User.15,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.859,W_Case.388,W_User.15,2016-10-11 00:00:00,created,,
W_CaseHistory.860,W_Case.388,W_User.15,2016-10-11 00:00:00,Status,,New
W_CaseHistory.861,W_Case.388,W_User.15,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.862,W_Case.389,W_User.15,2016-07-31 00:00:00,created,,
W_CaseHistory.863,W_Case.389,W_User.15,2016-07-31 00:00:00,Status,,New
W_CaseHistory.864,W_Case.389,W_User.15,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.865,W_Case.390,W_User.11,2016-08-12 00:00:00,created,,
W_CaseHistory.866,W_Case.390,W_User.11,2016-08-12 00:00:00,Status,,New
W_CaseHistory.867,W_Case.390,W_User.11,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.868,W_Case.391,W_User.13,2016-08-24 00:00:00,created,,
W_CaseHistory.869,W_Case.391,W_User.13,2016-08-24 00:00:00,Status,,New
W_CaseHistory.870,W_Case.391,W_User.13,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.871,W_Case.392,W_User.8,2016-07-31 00:00:00,created,,
W_CaseHistory.872,W_Case.392,W_User.8,2016-07-31 00:00:00,Status,,New
W_CaseHistory.873,W_Case.392,W_User.8,2016-08-23 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.874,W_Case.392,W_User.8,2016-09-01 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.875,W_Case.392,W_User.8,2016-09-06 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.876,W_Case.392,W_User.8,2016-09-21 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.877,W_Case.392,W_User.8,2016-10-13 00:00:00,Status,On Hold,Working
W_CaseHistory.878,W_Case.392,W_User.8,2016-10-13 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.879,W_Case.392,W_User.8,2016-11-10 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.880,W_Case.392,W_User.8,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.881,W_Case.393,W_User.14,2016-08-12 00:00:00,created,,
W_CaseHistory.882,W_Case.393,W_User.14,2016-08-12 00:00:00,Status,,New
W_CaseHistory.883,W_Case.393,W_User.14,2016-08-28 00:00:00,Status,New,Working
W_CaseHistory.884,W_Case.393,W_User.14,2016-09-16 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.885,W_Case.393,W_User.14,2016-09-22 00:00:00,Status,Waiting on Customer,Escalated
W_CaseHistory.886,W_Case.393,W_User.14,2016-10-06 00:00:00,Status,Escalated,Working
W_CaseHistory.887,W_Case.393,W_User.14,2016-10-30 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.888,W_Case.393,W_User.14,2016-11-09 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.889,W_Case.393,W_User.14,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.890,W_Case.394,W_User.17,2016-08-24 00:00:00,created,,
W_CaseHistory.891,W_Case.394,W_User.17,2016-08-24 00:00:00,Status,,New
W_CaseHistory.892,W_Case.394,W_User.17,2016-09-13 00:00:00,Status,New,On Hold
W_CaseHistory.893,W_Case.394,W_User.17,2016-09-17 00:00:00,Status,On Hold,Working
W_CaseHistory.894,W_Case.394,W_User.17,2016-09-30 00:00:00,Status,Working,Escalated
W_CaseHistory.895,W_Case.394,W_User.17,2016-10-02 00:00:00,Status,Escalated,On Hold
W_CaseHistory.896,W_Case.394,W_User.17,2016-10-22 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.897,W_Case.394,W_User.17,2016-10-26 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.898,W_Case.394,W_User.17,2016-10-27 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.899,W_Case.394,W_User.17,2016-11-04 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.900,W_Case.394,W_User.17,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.901,W_Case.395,W_User.16,2016-10-23 00:00:00,created,,
W_CaseHistory.902,W_Case.395,W_User.16,2016-10-23 00:00:00,Status,,New
