External_Id__c,Owner.External_Id__c,Account.External_Id__c,Contact.External_Id__c,CreatedDate__c,ClosedDate__c,Channel,Tier,Product_Family_KB__c,Priority,SLA,Reason,Type_of_Support__c,CSAT__c,Status,First_Contact_Close__c,Time_Open__c,Team__c,close_date_offset,account_case_ct,Offer_Voucher__c,Send_FieldService__c,IsEscalated
W_Case.230,W_Services_User.17,W_Account.501,W_Contact.501,2017-03-12 20:27:49,2017-04-29 20:27:49,Chat,Tier 1,DVD Players,High,Compliant,General Question,Basic,62.45558376,Closed,True,48,South Sales,3,3,False,True,false
W_Case.231,W_Services_User.18,W_Account.501,W_Contact.501,2017-02-28 20:27:49,2017-04-29 20:27:49,Chat,Tier 1,DVD Players,High,Violation,Documentation,Basic,63.44543147,Closed,False,60,South Sales,3,3,False,True,false
W_Case.232,W_Services_User.12,W_Account.503,W_Contact.503,2017-04-05 20:27:49,2017-04-29 20:27:49,Chat,Tier 2,DVD Players,Medium,Compliant,Unknown Failure,Basic,66.83375635,Closed,True,24,East Sales,3,2,False,True,true
W_Case.233,W_Services_User.12,W_Account.505,W_Contact.505,2017-02-16 20:27:49,2017-04-29 20:27:49,Chat,Tier 2,DVD Players,Low,Violation,Hardware Question,Basic,64.66370558,Closed,True,72,East Sales,3,1,False,False,true
W_Case.234,W_Services_User.10,W_Account.510,W_Contact.510,2017-02-16 20:27:49,2017-04-29 20:27:49,Chat,Tier 1,Headphones,Medium,Violation,General Question,Free,63.62944162,Closed,True,72,Central Sales,3,1,True,False,false
W_Case.235,W_Services_User.9,W_Account.513,W_Contact.513,2017-03-12 20:27:49,2017-04-29 20:27:49,Chat,Tier 2,Headphones,Low,Compliant,Documentation,Free,65.85025381,Closed,False,48,Central Sales,3,1,False,True,true
W_Case.236,W_Services_User.15,W_Account.514,W_Contact.514,2017-04-05 20:27:49,2017-04-29 20:27:49,Chat,Tier 3,Headphones,Low,Compliant,General Question,Free,65.58375635,Closed,True,24,East Sales,3,3,True,True,true
W_Case.237,W_Services_User.8,W_Account.514,W_Contact.514,2016-12-30 20:27:49,2017-04-29 20:27:49,Chat,Tier 1,Home Audio,High,Violation,Hardware Question,Free,75.2066715,Closed,False,120,Central Sales,3,3,False,False,false
W_Case.238,W_Services_User.13,W_Account.515,W_Contact.515,2017-02-16 20:27:49,2017-04-29 20:27:49,Chat,Tier 1,Home Audio,High,Violation,General Question,Free,78.40464104,Closed,True,72,East Sales,3,1,False,True,false
W_Case.239,W_Services_User.7,W_Account.517,W_Contact.517,2017-03-12 20:27:49,2017-04-29 20:27:49,Chat,Tier 1,Home Audio,Medium,Compliant,General Question,Free,70.24655547,Closed,False,48,Central Sales,3,1,True,False,false
W_Case.240,W_Services_User.10,W_Account.519,W_Contact.519,2017-02-04 20:27:49,2017-04-29 20:27:49,Chat,Tier 2,Home Audio,Medium,Violation,Documentation,Free,72.20449601,Closed,False,84,Central Sales,3,1,False,False,true
W_Case.241,W_Services_User.11,W_Account.528,W_Contact.528,2017-01-23 20:27:49,2017-04-29 20:27:49,Chat,Tier 1,TVs,High,Violation,General Question,Platinum,65.00362582,Closed,False,96,East Sales,3,3,False,True,false
W_Case.242,W_Services_User.8,W_Account.534,W_Contact.534,2017-04-17 20:27:49,2017-04-29 20:27:49,Chat,Tier 1,Video Games,High,Compliant,Unknown Failure,Silver,60.37708484,Closed,True,12,Central Sales,3,1,False,False,false
W_Case.243,W_Services_User.5,W_Account.536,W_Contact.536,2017-02-28 20:27:49,2017-04-29 20:27:49,Chat,Tier 1,Video Games,High,Violation,Hardware Question,Silver,60.85569253,Closed,True,60,West Sales,3,1,False,True,false
W_Case.244,W_Services_User.15,W_Account.537,W_Contact.537,2017-01-11 20:27:49,2017-04-29 20:27:49,Chat,Tier 1,Video Games,Medium,Violation,Documentation,Silver,60.26105874,Closed,True,108,East Sales,3,3,False,True,false
W_Case.245,W_Services_User.13,W_Account.537,W_Contact.537,2017-04-17 20:27:49,2017-04-29 20:27:49,Chat,Tier 2,Video Games,Medium,Compliant,General Question,Silver,60.58013053,Closed,True,12,East Sales,3,3,False,True,true
W_Case.246,W_Services_User.6,W_Account.539,W_Contact.539,2016-12-30 20:27:49,2017-04-29 20:27:49,Chat,Tier 1,Cables,High,Violation,General Question,Basic,61.90101523,Closed,False,120,Central Sales,3,6,False,True,false
W_Case.247,W_Services_User.12,W_Account.539,W_Contact.539,2017-02-27 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Cables,High,Violation,Documentation,Basic,62.32233503,Closed,True,60,East Sales,4,6,False,False,false
W_Case.248,W_Services_User.9,W_Account.539,W_Contact.539,2017-03-23 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Cables,Medium,Compliant,Unknown Failure,Basic,61.97715736,Closed,False,36,Central Sales,4,6,False,True,false
W_Case.249,W_Services_User.12,W_Account.540,W_Contact.540,2017-02-03 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,Cables,Medium,Violation,Unknown Failure,Basic,61.42893401,Closed,False,84,East Sales,4,1,False,True,true
W_Case.250,W_Services_User.14,W_Account.542,W_Contact.542,2017-04-04 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,Cables,Low,Compliant,General Question,Basic,62.75634518,Closed,False,24,East Sales,4,1,False,False,true
W_Case.251,W_Services_User.13,W_Account.544,W_Contact.544,2017-03-11 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Cameras,High,Compliant,Documentation,Silver,74.92385787,Closed,False,48,East Sales,4,2,True,False,false
W_Case.252,W_Services_User.8,W_Account.547,W_Contact.547,2017-02-15 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Cameras,Medium,Violation,Documentation,Silver,77.01232777,Closed,False,72,Central Sales,4,1,True,False,false
W_Case.253,W_Services_User.8,W_Account.548,W_Contact.548,2017-04-16 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,Cameras,Medium,Compliant,General Question,Silver,80.79767948,Closed,True,12,Central Sales,4,1,False,True,true
W_Case.254,W_Services_User.7,W_Account.549,W_Contact.549,2017-04-04 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,Cameras,Medium,Compliant,Unknown Failure,Silver,79.88397389,Closed,True,24,Central Sales,4,4,True,True,true
W_Case.255,W_Services_User.4,W_Account.549,W_Contact.549,2017-04-16 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,Cameras,Low,Compliant,Unknown Failure,Silver,75.66352429,Closed,True,12,West Sales,4,4,False,False,true
W_Case.256,W_Services_User.1,W_Account.557,W_Contact.557,2017-04-04 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Computers,High,Compliant,General Question,Silver,70.52936911,Closed,True,24,West Sales,4,8,True,True,false
W_Case.257,W_Services_User.9,W_Account.558,W_Contact.558,2017-01-10 20:27:49,2017-04-28 20:27:49,Chat,Tier 3,Computers,Low,Violation,Documentation,Silver,73.72008702,Closed,False,108,Central Sales,4,1,False,False,true
W_Case.258,W_Services_User.2,W_Account.559,W_Contact.559,2017-04-04 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,DVD Players,High,Compliant,Documentation,Basic,63.33121827,Closed,True,24,West Sales,4,1,False,False,false
W_Case.259,W_Services_User.8,W_Account.565,W_Contact.565,2017-04-04 20:27:49,2017-04-28 20:27:49,Chat,Tier 3,DVD Players,Low,Compliant,General Question,Basic,64.47335025,Closed,False,24,Central Sales,4,3,True,False,true
W_Case.260,W_Services_User.15,W_Account.567,W_Contact.567,2017-02-15 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Headphones,High,Violation,Documentation,Free,67.58883249,Closed,False,72,East Sales,4,1,False,True,false
W_Case.261,W_Services_User.12,W_Account.570,W_Contact.570,2017-04-16 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,Headphones,Medium,Compliant,Documentation,Free,62.52538071,Closed,True,12,East Sales,4,1,False,True,true
W_Case.262,W_Services_User.15,W_Account.573,W_Contact.573,2017-03-11 20:27:49,2017-04-28 20:27:49,Chat,Tier 3,Headphones,Low,Compliant,Documentation,Free,65.97715736,Closed,True,48,East Sales,4,1,True,True,true
W_Case.263,W_Services_User.5,W_Account.580,W_Contact.580,2017-04-16 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,Home Audio,Low,Compliant,Unknown Failure,Free,75.14140682,Closed,False,12,West Sales,4,1,False,True,true
W_Case.264,W_Services_User.10,W_Account.583,W_Contact.583,2017-04-04 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Tablets,High,Compliant,Documentation,Basic,82.03045685,Closed,False,24,Central Sales,4,2,True,True,false
W_Case.265,W_Services_User.13,W_Account.588,W_Contact.588,2016-12-29 20:27:49,2017-04-28 20:27:49,Chat,Tier 3,Tablets,Low,Violation,General Question,Basic,72.6142132,Closed,False,120,East Sales,4,2,True,False,true
W_Case.266,W_Services_User.10,W_Account.589,W_Contact.589,2017-03-23 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,TVs,High,Compliant,General Question,Platinum,70.9862219,Closed,True,36,Central Sales,4,6,False,False,false
W_Case.267,W_Services_User.14,W_Account.597,W_Contact.597,2017-04-16 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Cables,High,Compliant,Documentation,Basic,62.02284264,Closed,True,12,East Sales,4,1,False,False,false
W_Case.268,W_Services_User.18,W_Account.598,W_Contact.598,2017-04-04 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Cables,High,Compliant,General Question,Basic,61.60913706,Closed,True,24,South Sales,4,1,False,True,false
W_Case.269,W_Services_User.7,W_Account.601,W_Contact.601,2017-02-27 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Cables,Medium,Violation,General Question,Basic,61.8071066,Closed,True,60,Central Sales,4,1,False,False,false
W_Case.270,W_Services_User.10,W_Account.605,W_Contact.605,2017-02-15 20:27:49,2017-04-28 20:27:49,Chat,Tier 3,Cables,Low,Violation,General Question,Basic,62.62690355,Closed,False,72,Central Sales,4,2,False,False,true
W_Case.271,W_Services_User.6,W_Account.605,W_Contact.605,2017-02-15 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Cameras,High,Violation,General Question,Silver,81.58085569,Closed,False,72,Central Sales,4,2,False,True,false
W_Case.272,W_Services_User.18,W_Account.606,W_Contact.606,2017-04-16 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Cameras,High,Compliant,Unknown Failure,Silver,74.27121102,Closed,False,12,South Sales,4,1,False,True,false
W_Case.273,W_Services_User.11,W_Account.607,W_Contact.607,2017-01-22 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Cameras,High,Violation,Documentation,Silver,82.53807107,Closed,False,96,East Sales,4,1,False,True,false
W_Case.274,W_Services_User.14,W_Account.608,W_Contact.608,2017-04-04 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Cameras,Medium,Compliant,Documentation,Silver,78.79622915,Closed,False,24,East Sales,4,8,True,True,false
W_Case.275,W_Services_User.12,W_Account.608,W_Contact.608,2017-02-15 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Cell Phones,High,Violation,Documentation,Platinum,67.89702683,Closed,True,72,East Sales,4,8,False,False,false
W_Case.276,W_Services_User.17,W_Account.608,W_Contact.608,2017-03-11 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Cell Phones,High,Compliant,General Question,Platinum,66.28716461,Closed,False,48,South Sales,4,8,False,True,false
W_Case.277,W_Services_User.13,W_Account.613,W_Contact.613,2016-12-29 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,Cell Phones,Medium,Violation,Documentation,Platinum,69.74619289,Closed,False,120,East Sales,4,1,True,False,true
W_Case.278,W_Services_User.15,W_Account.616,W_Contact.616,2017-02-15 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Computers,High,Violation,Documentation,Platinum,66.46120377,Closed,True,72,East Sales,4,1,False,False,false
W_Case.279,W_Services_User.20,W_Account.617,W_Contact.617,2017-03-23 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Computers,High,Compliant,General Question,Silver,68.45540247,Closed,True,36,South Sales,4,1,False,True,false
W_Case.280,W_Services_User.12,W_Account.623,W_Contact.623,2017-04-04 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,DVD Players,High,Compliant,General Question,Basic,63.33121827,Closed,True,24,East Sales,4,2,False,False,false
W_Case.281,W_Services_User.13,W_Account.624,W_Contact.624,2016-12-29 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,DVD Players,High,Violation,Unknown Failure,Basic,65.02538071,Closed,False,120,East Sales,4,3,False,True,false
W_Case.282,W_Services_User.10,W_Account.626,W_Contact.626,2017-04-04 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,DVD Players,Medium,Compliant,Documentation,Basic,66.89086294,Closed,False,24,Central Sales,4,2,True,True,true
W_Case.283,W_Services_User.7,W_Account.627,W_Contact.627,2017-01-10 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,DVD Players,Low,Violation,Unknown Failure,Basic,64.73984772,Closed,False,108,Central Sales,4,1,False,False,true
W_Case.284,W_Services_User.12,W_Account.629,W_Contact.629,2017-02-15 20:27:49,2017-04-28 20:27:49,Chat,Tier 3,Headphones,Low,Violation,General Question,Free,65.12690355,Closed,False,72,East Sales,4,14,False,True,true
W_Case.285,W_Services_User.4,W_Account.629,W_Contact.629,2017-01-10 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Home Audio,High,Violation,Documentation,Free,79.64467005,Closed,False,108,West Sales,4,14,False,True,false
W_Case.286,W_Services_User.15,W_Account.629,W_Contact.629,2017-01-22 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Home Audio,Medium,Violation,Unknown Failure,Free,69.46337926,Closed,True,96,East Sales,4,14,True,False,false
W_Case.287,W_Services_User.7,W_Account.633,W_Contact.633,2017-02-27 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Tablets,High,Violation,Documentation,Basic,77.5,Closed,True,60,Central Sales,4,1,False,True,false
W_Case.288,W_Services_User.20,W_Account.634,W_Contact.634,2017-03-23 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Tablets,High,Compliant,Unknown Failure,Basic,74.92385787,Closed,False,36,South Sales,4,6,False,True,false
W_Case.289,W_Services_User.4,W_Account.634,W_Contact.634,2017-01-10 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Tablets,High,Violation,Unknown Failure,Basic,70.83756345,Closed,False,108,West Sales,4,6,True,True,false
W_Case.290,W_Services_User.14,W_Account.638,W_Contact.638,2017-04-04 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,TVs,High,Compliant,Hardware Question,Platinum,65.22117476,Closed,False,24,East Sales,4,1,True,True,false
W_Case.291,W_Services_User.13,W_Account.639,W_Contact.639,2017-04-04 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,TVs,Medium,Compliant,Documentation,Platinum,70.11602611,Closed,True,24,East Sales,4,3,False,True,false
W_Case.292,W_Services_User.10,W_Account.640,W_Contact.640,2017-01-22 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,TVs,Medium,Violation,General Question,Platinum,65.32994924,Closed,False,96,Central Sales,4,1,False,True,true
W_Case.293,W_Services_User.12,W_Account.644,W_Contact.644,2017-04-04 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Video Games,High,Compliant,Unknown Failure,Silver,60,Closed,False,24,East Sales,4,2,False,False,false
W_Case.294,W_Services_User.1,W_Account.658,W_Contact.658,2017-04-04 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Cameras,High,Compliant,Unknown Failure,Silver,83.53879623,Closed,True,24,West Sales,4,1,True,True,false
W_Case.295,W_Services_User.17,W_Account.665,W_Contact.665,2017-04-04 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,Cell Phones,Medium,Compliant,Documentation,Platinum,68.54967368,Closed,False,24,South Sales,4,6,True,False,true
W_Case.296,W_Services_User.8,W_Account.665,W_Contact.665,2017-04-16 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,Cell Phones,Low,Compliant,General Question,Platinum,67.74474257,Closed,True,12,Central Sales,4,6,True,False,true
W_Case.297,W_Services_User.7,W_Account.669,W_Contact.669,2017-02-27 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,Computers,Medium,Violation,General Question,Silver,71.16751269,Closed,True,60,Central Sales,4,2,False,False,true
W_Case.298,W_Services_User.11,W_Account.673,W_Contact.673,2016-12-29 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,DVD Players,Medium,Violation,General Question,Basic,67.4428934,Closed,False,120,East Sales,4,3,True,True,false
W_Case.299,W_Services_User.12,W_Account.680,W_Contact.680,2017-02-15 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Headphones,High,Violation,General Question,Free,67.74111675,Closed,True,72,East Sales,4,1,False,True,false
W_Case.300,W_Services_User.12,W_Account.682,W_Contact.682,2017-04-16 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Headphones,Medium,Compliant,Unknown Failure,Free,63.98477157,Closed,False,12,East Sales,4,1,False,False,false
W_Case.301,W_Services_User.9,W_Account.687,W_Contact.687,2017-03-23 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Home Audio,High,Compliant,General Question,Free,76.77302393,Closed,False,36,Central Sales,4,1,False,False,false
W_Case.302,W_Services_User.14,W_Account.689,W_Contact.689,2017-04-04 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Home Audio,High,Compliant,Unknown Failure,Free,78.6004351,Closed,True,24,East Sales,4,1,False,False,false
W_Case.303,W_Services_User.1,W_Account.690,W_Contact.690,2017-02-15 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Home Audio,High,Violation,General Question,Free,81.1457578,Closed,True,72,West Sales,4,1,True,True,false
W_Case.304,W_Services_User.6,W_Account.691,W_Contact.691,2016-12-29 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Home Audio,Medium,Violation,General Question,Free,69.52864394,Closed,False,120,Central Sales,4,2,True,False,false
W_Case.305,W_Services_User.11,W_Account.693,W_Contact.693,2017-01-10 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Tablets,High,Violation,Unknown Failure,Basic,74.47969543,Closed,True,108,East Sales,4,5,True,True,false
W_Case.306,W_Services_User.18,W_Account.696,W_Contact.696,2017-02-27 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,Tablets,Medium,Violation,General Question,Basic,70.57106599,Closed,False,60,South Sales,4,1,False,True,true
W_Case.307,W_Services_User.1,W_Account.698,W_Contact.698,2017-03-11 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,Tablets,Low,Compliant,Documentation,Basic,90.20304569,Closed,False,48,West Sales,4,1,True,True,true
W_Case.308,W_Services_User.13,W_Account.700,W_Contact.700,2017-02-27 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,TVs,High,Violation,Unknown Failure,Platinum,64.56852792,Closed,True,60,East Sales,4,1,False,False,false
W_Case.309,W_Services_User.2,W_Account.706,W_Contact.706,2017-02-03 20:27:49,2017-04-28 20:27:49,Chat,Tier 3,TVs,Low,Violation,Unknown Failure,Platinum,64.02465555,Closed,True,84,West Sales,4,2,True,True,true
W_Case.310,W_Services_User.10,W_Account.708,W_Contact.708,2017-03-23 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Video Games,High,Compliant,Documentation,Silver,60,Closed,False,36,Central Sales,4,1,False,False,false
W_Case.311,W_Services_User.10,W_Account.709,W_Contact.709,2017-02-27 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Video Games,High,Violation,Unknown Failure,Silver,60.20304569,Closed,True,60,Central Sales,4,1,False,True,false
W_Case.312,W_Services_User.20,W_Account.713,W_Contact.713,2017-01-10 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Cables,High,Violation,Documentation,Free,61.68963017,Closed,True,108,South Sales,4,7,False,True,false
W_Case.313,W_Services_User.8,W_Account.715,W_Contact.715,2017-04-04 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,Cables,Medium,Compliant,General Question,Free,61.68600435,Closed,False,24,Central Sales,4,2,False,False,true
W_Case.314,W_Services_User.2,W_Account.716,W_Contact.716,2017-04-16 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,Cables,Low,Compliant,General Question,Free,63.68745468,Closed,False,12,West Sales,4,1,False,False,true
W_Case.315,W_Services_User.10,W_Account.718,W_Contact.718,2017-03-23 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Cameras,High,Compliant,General Question,Free,86.37781001,Closed,False,36,Central Sales,4,1,True,True,false
W_Case.316,W_Services_User.3,W_Account.724,W_Contact.724,2017-02-03 20:27:49,2017-04-28 20:27:49,Chat,Tier 3,Cameras,Low,Violation,General Question,Free,73.86874547,Closed,False,84,West Sales,4,1,True,True,true
W_Case.317,W_Services_User.9,W_Account.725,W_Contact.725,2017-01-10 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Cell Phones,High,Violation,Unknown Failure,Silver,69.39811458,Closed,False,108,Central Sales,4,1,True,False,false
W_Case.318,W_Services_User.6,W_Account.727,W_Contact.727,2017-02-27 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Cell Phones,Medium,Violation,Unknown Failure,Silver,69.16606236,Closed,False,60,Central Sales,4,3,True,True,false
W_Case.319,W_Services_User.2,W_Account.731,W_Contact.731,2016-12-29 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Computers,High,Violation,General Question,Free,65.78317621,Closed,True,120,West Sales,4,1,False,True,false
W_Case.320,W_Services_User.18,W_Account.732,W_Contact.732,2017-04-16 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Computers,High,Compliant,Documentation,Free,68.17621465,Closed,True,12,South Sales,4,1,True,False,false
W_Case.321,W_Services_User.12,W_Account.737,W_Contact.737,2017-01-22 20:27:49,2017-04-28 20:27:49,Chat,Tier 3,Computers,Low,Violation,General Question,Free,75.35532995,Closed,False,96,East Sales,4,6,False,False,true
W_Case.322,W_Services_User.5,W_Account.737,W_Contact.737,2017-04-04 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,DVD Players,High,Compliant,Hardware Question,Silver,63.52429297,Closed,False,24,West Sales,4,6,False,False,false
W_Case.323,W_Services_User.11,W_Account.737,W_Contact.737,2017-02-03 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,DVD Players,High,Violation,General Question,Silver,62.08846991,Closed,True,84,East Sales,4,6,True,True,false
W_Case.324,W_Services_User.2,W_Account.738,W_Contact.738,2016-12-29 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,DVD Players,High,Violation,General Question,Silver,64.13343002,Closed,False,120,West Sales,4,1,False,False,false
W_Case.325,W_Services_User.10,W_Account.743,W_Contact.743,2017-02-03 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Headphones,High,Violation,Unknown Failure,Silver,67.6142132,Closed,False,84,Central Sales,4,2,True,True,false
W_Case.326,W_Services_User.15,W_Account.744,W_Contact.744,2017-02-15 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Headphones,High,Violation,General Question,Silver,65.01522843,Closed,True,72,East Sales,4,1,True,False,false
W_Case.327,W_Services_User.4,W_Account.749,W_Contact.749,2017-04-16 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,Headphones,Low,Compliant,Unknown Failure,Silver,65.41116751,Closed,True,12,West Sales,4,3,False,True,true
W_Case.328,W_Services_User.13,W_Account.751,W_Contact.751,2017-02-03 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Home Audio,High,Violation,Documentation,Platinum,71.22552574,Closed,True,84,East Sales,4,1,False,True,false
W_Case.329,W_Services_User.13,W_Account.753,W_Contact.753,2017-03-23 20:27:49,2017-04-28 20:27:49,Chat,Tier 1,Home Audio,Medium,Compliant,General Question,Platinum,69.22407542,Closed,False,36,East Sales,4,1,False,False,false
W_Case.330,W_Services_User.14,W_Account.754,W_Contact.754,2017-03-11 20:27:49,2017-04-28 20:27:49,Chat,Tier 2,Home Audio,Medium,Compliant,Hardware Question,Platinum,66.61348803,Closed,True,48,East Sales,4,2,False,False,true
W_Case.331,W_Services_User.6,W_Account.754,W_Contact.754,2017-04-03 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Home Audio,Medium,Compliant,Documentation,Platinum,70.31182016,Closed,True,24,Central Sales,5,2,False,False,true
W_Case.332,W_Services_User.6,W_Account.761,W_Contact.761,2017-01-09 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Tablets,Medium,Violation,General Question,Free,70.27918782,Closed,True,108,Central Sales,5,1,False,False,false
W_Case.333,W_Services_User.19,W_Account.762,W_Contact.762,2017-02-02 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Tablets,Medium,Violation,General Question,Free,69.13705584,Closed,False,84,South Sales,5,1,True,False,true
W_Case.334,W_Services_User.7,W_Account.763,W_Contact.763,2017-02-14 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Tablets,Medium,Violation,Hardware Question,Free,70.27918782,Closed,True,72,Central Sales,5,1,True,False,true
W_Case.335,W_Services_User.13,W_Account.765,W_Contact.765,2017-02-14 20:27:49,2017-04-27 20:27:49,Chat,Tier 3,Tablets,Low,Violation,Documentation,Free,72.79187817,Closed,False,72,East Sales,5,1,False,True,true
W_Case.336,W_Services_User.4,W_Account.766,W_Contact.766,2017-02-14 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,TVs,High,Violation,Documentation,Free,64.40536621,Closed,True,72,West Sales,5,1,False,True,false
W_Case.337,W_Services_User.6,W_Account.767,W_Contact.767,2017-03-22 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,TVs,High,Compliant,Hardware Question,Free,71.25815809,Closed,True,36,Central Sales,5,3,False,True,false
W_Case.338,W_Services_User.8,W_Account.768,W_Contact.768,2017-01-21 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,TVs,Medium,Violation,Unknown Failure,Free,64.2422045,Closed,True,96,Central Sales,5,4,False,False,true
W_Case.339,W_Services_User.3,W_Account.768,W_Contact.768,2017-01-09 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,TVs,Low,Violation,Documentation,Free,65.38433648,Closed,True,108,West Sales,5,4,False,False,true
W_Case.340,W_Services_User.9,W_Account.769,W_Contact.769,2017-03-22 20:27:49,2017-04-27 20:27:49,Chat,Tier 3,TVs,Low,Compliant,Unknown Failure,Free,69.78970268,Closed,True,36,Central Sales,5,1,True,True,true
W_Case.341,W_Services_User.14,W_Account.770,W_Contact.770,2017-04-03 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Video Games,High,Compliant,General Question,Free,60.39158811,Closed,False,24,East Sales,5,1,False,False,false
W_Case.342,W_Services_User.7,W_Account.778,W_Contact.778,2017-02-02 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Cables,High,Violation,Unknown Failure,Free,62.21899927,Closed,False,84,Central Sales,5,1,False,False,false
W_Case.343,W_Services_User.19,W_Account.779,W_Contact.779,2017-04-03 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Cables,High,Compliant,Hardware Question,Free,62.05583756,Closed,False,24,South Sales,5,1,False,True,false
W_Case.344,W_Services_User.9,W_Account.781,W_Contact.781,2017-03-22 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Cables,High,Compliant,General Question,Free,62.37490935,Closed,False,36,Central Sales,5,1,False,True,false
W_Case.345,W_Services_User.13,W_Account.785,W_Contact.785,2017-03-22 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Cameras,Medium,Compliant,General Question,Free,78.81798405,Closed,True,36,East Sales,5,1,True,True,true
W_Case.346,W_Services_User.15,W_Account.787,W_Contact.787,2017-02-26 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Cameras,Low,Violation,General Question,Free,74.57577955,Closed,True,60,East Sales,5,1,True,True,true
