External_Id__c,Owner.External_Id__c,Account.External_Id__c,DateTimeCreated__c,CloseDate,Name,Products__c,StageName,Amount,Type
W_Services_Opportunity.1034,W_Services_User.3,W_Services_Account.471,2015-11-24 15:51:50,2016-01-26 15:51:50,New Opportunity [2015-11-24 15:51:50],GC5000 series,Closed Won,166800,Add-On Business
W_Services_Opportunity.1035,W_Services_User.7,W_Services_Account.876,2015-07-20 14:47:35,2015-11-11 14:47:35,New Opportunity [2015-07-20 14:47:35],GC20002,Qualification,147900,New Business
W_Services_Opportunity.1036,W_Services_User.19,W_Services_Account.513,2016-09-09 23:56:39,2017-03-08 23:56:39,New Opportunity [2016-09-09 23:56:39],GC20002,Needs Analysis,154900,Add-On Business
W_Services_Opportunity.1037,W_Services_User.13,W_Services_Account.573,2016-06-16 03:08:32,2016-08-26 03:08:32,New Opportunity [2016-06-16 03:08:32],GC1000 series,Closed Won,113900,Add-On Business
W_Services_Opportunity.1038,W_Services_User.13,W_Services_Account.549,2016-10-02 14:00:09,2017-02-17 14:00:09,New Opportunity [2016-10-02 14:00:09],GC50000,Proposal/Quote,130100,Services
W_Services_Opportunity.1039,W_Services_User.15,W_Services_Account.565,2016-03-26 03:55:49,2016-08-20 03:55:49,New Opportunity [2016-03-26 03:55:49],GC1000 series,Closed Lost,77300,New Business
W_Services_Opportunity.1040,W_Services_User.5,W_Services_Account.1014,2016-02-01 13:07:21,2016-04-10 13:07:21,New Opportunity [2016-02-01 13:07:21],GC10001,Qualification,179500,Services
W_Services_Opportunity.1041,W_Services_User.15,W_Services_Account.539,2015-07-26 07:30:33,2016-02-20 07:30:33,New Opportunity [2015-07-26 07:30:33],GC1000 series,Needs Analysis,117100,Renewal
W_Services_Opportunity.1042,W_Services_User.1,W_Services_Account.754,2015-06-02 10:42:48,2015-10-11 10:42:48,New Opportunity [2015-06-02 10:42:48],GC20002,Closed Won,202000,Add-On Business
W_Services_Opportunity.1043,W_Services_User.16,W_Services_Account.808,2016-06-19 00:06:19,2016-08-25 00:06:19,New Opportunity [2016-06-19 00:06:19],GC20002,Needs Analysis,106000,New Business
W_Services_Opportunity.1044,W_Services_User.19,W_Services_Account.463,2016-07-10 01:56:58,2017-01-05 01:56:58,New Opportunity [2016-07-10 01:56:58],GC10001,Closed Lost,205600,Add-On Business
W_Services_Opportunity.1045,W_Services_User.15,W_Services_Account.473,2016-04-03 23:01:34,2016-06-11 23:01:34,New Opportunity [2016-04-03 23:01:34],GC5000 series,Needs Analysis,121800,New Business
W_Services_Opportunity.1046,W_Services_User.14,W_Services_Account.449,2015-06-06 07:20:25,2015-10-27 07:20:25,New Opportunity [2015-06-06 07:20:25],GC5000 series,Qualification,139500,New Business
W_Services_Opportunity.1047,W_Services_User.12,W_Services_Account.449,2015-06-11 23:26:35,2015-08-17 23:26:35,New Opportunity [2015-06-11 23:26:35],GC20002,Needs Analysis,113000,Services
W_Services_Opportunity.1048,W_Services_User.16,W_Services_Account.873,2015-08-29 15:24:05,2016-03-20 15:24:05,New Opportunity [2015-08-29 15:24:05],GC5000 series,Qualification,172900,New Business
W_Services_Opportunity.1049,W_Services_User.16,W_Services_Account.242,2016-02-20 21:14:40,2016-08-08 21:14:40,New Opportunity [2016-02-20 21:14:40],GC10001,Qualification,210400,Add-On Business
W_Services_Opportunity.1050,W_Services_User.8,W_Services_Account.658,2015-05-27 13:24:03,2015-10-14 13:24:03,New Opportunity [2015-05-27 13:24:03],GC1000 series,Qualification,187700,New Business
W_Services_Opportunity.1051,W_Services_User.8,W_Services_Account.873,2016-02-24 22:34:04,2016-06-03 22:34:04,New Opportunity [2016-02-24 22:34:04],GC50000,Needs Analysis,98800,New Business
W_Services_Opportunity.1052,W_Services_User.15,W_Services_Account.624,2016-09-12 11:28:33,2017-03-24 11:28:33,New Opportunity [2016-09-12 11:28:33],GC1000 series,Closed Won,164100,Services
W_Services_Opportunity.1053,W_Services_User.9,W_Services_Account.1078,2015-09-27 21:08:15,2016-02-10 21:08:15,New Opportunity [2015-09-27 21:08:15],GC20002,Negotiation,159400,New Business
W_Services_Opportunity.1054,W_Services_User.7,W_Services_Account.387,2015-01-19 17:53:53,2015-07-02 17:53:53,New Opportunity [2015-01-19 17:53:53],GC50000,Closed Won,158700,New Business
W_Services_Opportunity.1055,W_Services_User.2,W_Services_Account.700,2016-03-08 17:32:45,2016-05-28 17:32:45,New Opportunity [2016-03-08 17:32:45],GC20002,Closed Won,170100,Add-On Business
W_Services_Opportunity.1056,W_Services_User.18,W_Services_Account.708,2015-10-06 15:08:32,2016-02-19 15:08:32,New Opportunity [2015-10-06 15:08:32],GC10001,Proposal/Quote,126400,Services
W_Services_Opportunity.1057,W_Services_User.15,W_Services_Account.1004,2015-10-14 01:56:57,2016-02-16 01:56:57,New Opportunity [2015-10-14 01:56:57],GC1000 series,Qualification,184200,Services
W_Services_Opportunity.1058,W_Services_User.18,W_Services_Account.687,2015-10-04 20:50:30,2016-04-21 20:50:30,New Opportunity [2015-10-04 20:50:30],GC50000,Closed Lost,113500,Services
W_Services_Opportunity.1059,W_Services_User.5,W_Services_Account.244,2015-05-31 23:26:22,2015-11-26 23:26:22,New Opportunity [2015-05-31 23:26:22],GC20002,Proposal/Quote,159100,Add-On Business
W_Services_Opportunity.1060,W_Services_User.9,W_Services_Account.22,2015-03-13 23:33:22,2015-06-10 23:33:22,New Opportunity [2015-03-13 23:33:22],GC5000 series,Closed Lost,100700,Add-On Business
W_Services_Opportunity.1061,W_Services_User.8,W_Services_Account.180,2016-01-14 18:11:53,2016-08-06 18:11:53,New Opportunity [2016-01-14 18:11:53],GC10001,Closed Won,181900,Add-On Business
W_Services_Opportunity.1062,W_Services_User.17,W_Services_Account.537,2016-02-15 16:11:51,2016-07-23 16:11:51,New Opportunity [2016-02-15 16:11:51],GC50000,Closed Lost,106700,Renewal
W_Services_Opportunity.1063,W_Services_User.14,W_Services_Account.103,2015-03-19 23:09:57,2015-06-12 23:09:57,New Opportunity [2015-03-19 23:09:57],GC50000,Qualification,115300,New Business
W_Services_Opportunity.1064,W_Services_User.11,W_Services_Account.947,2016-04-09 04:10:52,2016-11-04 04:10:52,New Opportunity [2016-04-09 04:10:52],GC10001,Qualification,220600,Add-On Business
W_Services_Opportunity.1065,W_Services_User.14,W_Services_Account.35,2015-04-04 00:13:44,2015-09-15 00:13:44,New Opportunity [2015-04-04 00:13:44],GC50000,Negotiation,112300,New Business
W_Services_Opportunity.1066,W_Services_User.6,W_Services_Account.242,2015-05-20 08:13:31,2015-11-11 08:13:31,New Opportunity [2015-05-20 08:13:31],GC5000 series,Needs Analysis,130600,New Business
W_Services_Opportunity.1067,W_Services_User.15,W_Services_Account.501,2015-12-21 06:30:26,2016-05-06 06:30:26,New Opportunity [2015-12-21 06:30:26],GC20002,Needs Analysis,111300,Renewal
W_Services_Opportunity.1068,W_Services_User.12,W_Services_Account.232,2015-09-15 17:28:10,2016-04-01 17:28:10,New Opportunity [2015-09-15 17:28:10],GC5000 series,Proposal/Quote,179200,New Business
W_Services_Opportunity.1069,W_Services_User.5,W_Services_Account.503,2016-01-30 18:49:26,2016-04-18 18:49:26,New Opportunity [2016-01-30 18:49:26],GC10001,Closed Won,104900,Renewal
W_Services_Opportunity.1070,W_Services_User.8,W_Services_Account.424,2016-04-13 04:28:59,2016-06-27 04:28:59,New Opportunity [2016-04-13 04:28:59],GC50000,Closed Lost,143400,Add-On Business
W_Services_Opportunity.1071,W_Services_User.20,W_Services_Account.190,2016-09-14 02:05:20,2017-03-19 02:05:20,New Opportunity [2016-09-14 02:05:20],GC20002,Closed Lost,140300,Add-On Business
W_Services_Opportunity.1072,W_Services_User.9,W_Services_Account.191,2015-02-14 23:41:36,2015-07-31 23:41:36,New Opportunity [2015-02-14 23:41:36],GC1000 series,Qualification,161900,Services
W_Services_Opportunity.1073,W_Services_User.8,W_Services_Account.738,2016-01-06 11:12:04,2016-04-06 11:12:04,New Opportunity [2016-01-06 11:12:04],GC50000,Closed Won,159500,New Business
W_Services_Opportunity.1074,W_Services_User.7,W_Services_Account.749,2016-12-05 22:10:54,2017-05-13 22:10:54,New Opportunity [2016-12-05 22:10:54],GC50000,Closed Lost,221900,New Business
W_Services_Opportunity.1075,W_Services_User.11,W_Services_Account.393,2015-11-10 19:36:42,2016-01-10 19:36:42,New Opportunity [2015-11-10 19:36:42],GC50000,Qualification,97600,Add-On Business
W_Services_Opportunity.1076,W_Services_User.2,W_Services_Account.737,2015-05-03 15:46:42,2015-09-25 15:46:42,New Opportunity [2015-05-03 15:46:42],GC5000 series,Negotiation,180200,Add-On Business
W_Services_Opportunity.1077,W_Services_User.11,W_Services_Account.409,2016-01-30 04:45:00,2016-04-04 04:45:00,New Opportunity [2016-01-30 04:45:00],GC5000 series,Qualification,146600,New Business
W_Services_Opportunity.1078,W_Services_User.8,W_Services_Account.979,2016-03-30 13:25:24,2016-05-29 13:25:24,New Opportunity [2016-03-30 13:25:24],GC50000,Needs Analysis,183000,New Business
W_Services_Opportunity.1079,W_Services_User.16,W_Services_Account.305,2016-08-08 04:59:06,2017-01-04 04:59:06,New Opportunity [2016-08-08 04:59:06],GC10001,Needs Analysis,150000,Add-On Business
W_Services_Opportunity.1080,W_Services_User.16,W_Services_Account.644,2016-07-29 06:58:03,2016-11-28 06:58:03,New Opportunity [2016-07-29 06:58:03],GC5000 series,Qualification,124500,Add-On Business
W_Services_Opportunity.1081,W_Services_User.1,W_Services_Account.80,2016-10-08 15:39:46,2017-02-14 15:39:46,New Opportunity [2016-10-08 15:39:46],GC20002,Closed Lost,109500,Add-On Business
W_Services_Opportunity.1082,W_Services_User.12,W_Services_Account.744,2016-11-12 22:30:46,2017-03-31 22:30:46,New Opportunity [2016-11-12 22:30:46],GC50000,Negotiation,114800,Add-On Business
W_Services_Opportunity.1083,W_Services_User.10,W_Services_Account.542,2015-05-08 05:59:30,2015-07-16 05:59:30,New Opportunity [2015-05-08 05:59:30],GC50000,Closed Lost,72800,Add-On Business
W_Services_Opportunity.1084,W_Services_User.16,W_Services_Account.267,2015-12-13 08:14:54,2016-04-10 08:14:54,New Opportunity [2015-12-13 08:14:54],GC1000 series,Closed Won,149500,Renewal
W_Services_Opportunity.1085,W_Services_User.3,W_Services_Account.744,2015-08-23 08:05:46,2015-11-02 08:05:46,New Opportunity [2015-08-23 08:05:46],GC50000,Proposal/Quote,146100,New Business
W_Services_Opportunity.1086,W_Services_User.2,W_Services_Account.1065,2015-07-25 18:14:46,2015-10-28 18:14:46,New Opportunity [2015-07-25 18:14:46],GC50000,Qualification,197400,New Business
W_Services_Opportunity.1087,W_Services_User.3,W_Services_Account.464,2015-12-03 12:43:21,2016-02-12 12:43:21,New Opportunity [2015-12-03 12:43:21],GC20002,Closed Lost,154200,Renewal
W_Services_Opportunity.1088,W_Services_User.14,W_Services_Account.598,2016-07-02 06:21:41,2016-12-09 06:21:41,New Opportunity [2016-07-02 06:21:41],GC50000,Qualification,151200,New Business
W_Services_Opportunity.1089,W_Services_User.20,W_Services_Account.709,2015-06-08 05:05:25,2015-08-17 05:05:25,New Opportunity [2015-06-08 05:05:25],GC50000,Qualification,173800,New Business
W_Services_Opportunity.1090,W_Services_User.6,W_Services_Account.644,2015-08-14 18:19:04,2016-02-27 18:19:04,New Opportunity [2015-08-14 18:19:04],GC20002,Qualification,112700,Add-On Business
W_Services_Opportunity.1091,W_Services_User.3,W_Services_Account.680,2016-12-08 08:42:02,2017-06-11 08:42:02,New Opportunity [2016-12-08 08:42:02],GC5000 series,Proposal/Quote,161600,New Business
W_Services_Opportunity.1092,W_Services_User.20,W_Services_Account.1092,2016-07-28 20:04:21,2016-12-28 20:04:21,New Opportunity [2016-07-28 20:04:21],GC50000,Qualification,61500,New Business
W_Services_Opportunity.1093,W_Services_User.19,W_Services_Account.605,2016-04-01 19:46:35,2016-07-23 19:46:35,New Opportunity [2016-04-01 19:46:35],GC5000 series,Qualification,142900,Renewal
W_Services_Opportunity.1094,W_Services_User.14,W_Services_Account.629,2016-06-25 12:03:21,2016-12-22 12:03:21,New Opportunity [2016-06-25 12:03:21],GC5000 series,Qualification,110700,Services
W_Services_Opportunity.1095,W_Services_User.10,W_Services_Account.445,2015-05-18 11:03:28,2015-07-29 11:03:28,New Opportunity [2015-05-18 11:03:28],GC5000 series,Closed Won,160900,Services
W_Services_Opportunity.1096,W_Services_User.6,W_Services_Account.832,2016-05-11 03:19:11,2016-10-17 03:19:11,New Opportunity [2016-05-11 03:19:11],GC5000 series,Proposal/Quote,152500,Add-On Business
W_Services_Opportunity.1097,W_Services_User.16,W_Services_Account.839,2015-12-30 01:38:17,2016-05-30 01:38:17,New Opportunity [2015-12-30 01:38:17],GC50000,Needs Analysis,114700,New Business
W_Services_Opportunity.1098,W_Services_User.3,W_Services_Account.693,2015-02-14 17:43:23,2015-09-12 17:43:23,New Opportunity [2015-02-14 17:43:23],GC10001,Closed Won,129500,New Business
W_Services_Opportunity.1099,W_Services_User.10,W_Services_Account.322,2016-06-05 10:31:18,2016-11-08 10:31:18,New Opportunity [2016-06-05 10:31:18],GC50000,Proposal/Quote,168300,Add-On Business
W_Services_Opportunity.1100,W_Services_User.5,W_Services_Account.341,2016-06-30 23:39:28,2016-12-01 23:39:28,New Opportunity [2016-06-30 23:39:28],GC50000,Closed Lost,96800,Add-On Business
W_Services_Opportunity.1101,W_Services_User.15,W_Services_Account.629,2015-10-21 12:37:33,2016-03-27 12:37:33,New Opportunity [2015-10-21 12:37:33],GC50000,Closed Lost,100600,Add-On Business
W_Services_Opportunity.1102,W_Services_User.11,W_Services_Account.1018,2015-05-12 23:22:19,2015-11-13 23:22:19,New Opportunity [2015-05-12 23:22:19],GC20002,Qualification,224400,New Business
W_Services_Opportunity.1103,W_Services_User.3,W_Services_Account.700,2015-02-25 17:14:56,2015-09-04 17:14:56,New Opportunity [2015-02-25 17:14:56],GC5000 series,Qualification,83100,Renewal
W_Services_Opportunity.1104,W_Services_User.12,W_Services_Account.119,2015-04-25 22:11:19,2015-09-21 22:11:19,New Opportunity [2015-04-25 22:11:19],GC1000 series,Qualification,127400,New Business
W_Services_Opportunity.1105,W_Services_User.2,W_Services_Account.855,2015-02-05 10:17:28,2015-08-05 10:17:28,New Opportunity [2015-02-05 10:17:28],GC5000 series,Negotiation,164500,Add-On Business
W_Services_Opportunity.1106,W_Services_User.19,W_Services_Account.280,2016-03-27 01:22:44,2016-06-21 01:22:44,New Opportunity [2016-03-27 01:22:44],GC10001,Closed Lost,140500,New Business
W_Services_Opportunity.1107,W_Services_User.13,W_Services_Account.995,2015-02-27 21:47:59,2015-09-02 21:47:59,New Opportunity [2015-02-27 21:47:59],GC1000 series,Closed Won,128200,Add-On Business
W_Services_Opportunity.1108,W_Services_User.16,W_Services_Account.242,2016-11-18 22:04:14,2017-06-01 22:04:14,New Opportunity [2016-11-18 22:04:14],GC20002,Negotiation,180500,New Business
W_Services_Opportunity.1109,W_Services_User.15,W_Services_Account.988,2015-11-06 23:54:40,2016-06-03 23:54:40,New Opportunity [2015-11-06 23:54:40],GC20002,Needs Analysis,123600,New Business
W_Services_Opportunity.1110,W_Services_User.19,W_Services_Account.288,2016-09-14 22:28:56,2017-03-29 22:28:56,New Opportunity [2016-09-14 22:28:56],GC1000 series,Negotiation,185500,New Business
W_Services_Opportunity.1111,W_Services_User.5,W_Services_Account.389,2015-02-08 04:59:50,2015-04-25 04:59:50,New Opportunity [2015-02-08 04:59:50],GC10001,Qualification,113800,Add-On Business
W_Services_Opportunity.1112,W_Services_User.1,W_Services_Account.991,2015-09-07 15:38:49,2016-03-22 15:38:49,New Opportunity [2015-09-07 15:38:49],GC5000 series,Negotiation,156500,Services
W_Services_Opportunity.1113,W_Services_User.10,W_Services_Account.959,2016-09-16 03:23:26,2017-02-02 03:23:26,New Opportunity [2016-09-16 03:23:26],GC20002,Needs Analysis,167900,Add-On Business
W_Services_Opportunity.1114,W_Services_User.19,W_Services_Account.442,2015-01-16 19:13:42,2015-07-07 19:13:42,New Opportunity [2015-01-16 19:13:42],GC50000,Needs Analysis,90300,Services
W_Services_Opportunity.1115,W_Services_User.5,W_Services_Account.978,2016-01-17 05:55:36,2016-05-18 05:55:36,New Opportunity [2016-01-17 05:55:36],GC5000 series,Closed Lost,200100,New Business
W_Services_Opportunity.1116,W_Services_User.1,W_Services_Account.597,2015-11-21 18:34:12,2016-04-12 18:34:12,New Opportunity [2015-11-21 18:34:12],GC5000 series,Proposal/Quote,79100,New Business
W_Services_Opportunity.1117,W_Services_User.13,W_Services_Account.781,2015-08-29 15:29:08,2015-12-26 15:29:08,New Opportunity [2015-08-29 15:29:08],GC5000 series,Negotiation,102200,New Business
W_Services_Opportunity.1118,W_Services_User.7,W_Services_Account.333,2016-10-30 22:54:49,2017-03-02 22:54:49,New Opportunity [2016-10-30 22:54:49],GC20002,Needs Analysis,195200,Services
W_Services_Opportunity.1119,W_Services_User.15,W_Services_Account.1005,2016-01-08 16:12:41,2016-04-11 16:12:41,New Opportunity [2016-01-08 16:12:41],GC50000,Qualification,83900,Services
W_Services_Opportunity.1120,W_Services_User.12,W_Services_Account.839,2015-06-16 22:50:03,2015-09-15 22:50:03,New Opportunity [2015-06-16 22:50:03],GC5000 series,Closed Won,120800,New Business
W_Services_Opportunity.1121,W_Services_User.8,W_Services_Account.693,2016-02-27 06:28:40,2016-05-09 06:28:40,New Opportunity [2016-02-27 06:28:40],GC5000 series,Closed Lost,101300,New Business
W_Services_Opportunity.1122,W_Services_User.7,W_Services_Account.761,2015-12-24 04:37:40,2016-07-16 04:37:40,New Opportunity [2015-12-24 04:37:40],GC1000 series,Negotiation,138900,New Business
W_Services_Opportunity.1123,W_Services_User.11,W_Services_Account.737,2016-07-05 09:16:21,2017-01-03 09:16:21,New Opportunity [2016-07-05 09:16:21],GC1000 series,Closed Lost,130400,Services
W_Services_Opportunity.1124,W_Services_User.13,W_Services_Account.297,2016-03-28 16:08:53,2016-07-24 16:08:53,New Opportunity [2016-03-28 16:08:53],GC10001,Qualification,101600,New Business
W_Services_Opportunity.1125,W_Services_User.20,W_Services_Account.130,2015-06-10 08:29:23,2015-10-09 08:29:23,New Opportunity [2015-06-10 08:29:23],GC1000 series,Closed Lost,190700,Add-On Business
W_Services_Opportunity.1126,W_Services_User.3,W_Services_Account.404,2015-10-27 13:20:08,2016-05-19 13:20:08,New Opportunity [2015-10-27 13:20:08],GC10001,Qualification,128700,New Business
W_Services_Opportunity.1127,W_Services_User.10,W_Services_Account.669,2015-04-08 02:31:41,2015-06-07 02:31:41,New Opportunity [2015-04-08 02:31:41],GC5000 series,Closed Won,150500,Add-On Business
W_Services_Opportunity.1128,W_Services_User.17,W_Services_Account.991,2015-08-18 22:40:36,2015-11-16 22:40:36,New Opportunity [2015-08-18 22:40:36],GC1000 series,Closed Won,115300,Add-On Business
W_Services_Opportunity.1129,W_Services_User.7,W_Services_Account.669,2015-01-08 07:48:02,2015-07-12 07:48:02,New Opportunity [2015-01-08 07:48:02],GC10001,Proposal/Quote,151700,New Business
W_Services_Opportunity.1130,W_Services_User.20,W_Services_Account.372,2016-10-25 09:12:56,2017-02-06 09:12:56,New Opportunity [2016-10-25 09:12:56],GC20002,Negotiation,175700,Add-On Business
W_Services_Opportunity.1131,W_Services_User.15,W_Services_Account.398,2015-12-06 09:30:20,2016-06-23 09:30:20,New Opportunity [2015-12-06 09:30:20],GC5000 series,Qualification,155200,Add-On Business
W_Services_Opportunity.1132,W_Services_User.2,W_Services_Account.800,2015-02-17 04:25:30,2015-07-20 04:25:30,New Opportunity [2015-02-17 04:25:30],GC1000 series,Qualification,75400,New Business
W_Services_Opportunity.1133,W_Services_User.7,W_Services_Account.375,2015-05-31 03:20:26,2015-10-15 03:20:26,New Opportunity [2015-05-31 03:20:26],GC5000 series,Proposal/Quote,145300,New Business
W_Services_Opportunity.1134,W_Services_User.10,W_Services_Account.731,2016-06-10 00:52:17,2016-10-24 00:52:17,New Opportunity [2016-06-10 00:52:17],GC1000 series,Qualification,92400,Services
W_Services_Opportunity.1135,W_Services_User.14,W_Services_Account.232,2015-11-12 19:18:52,2016-02-13 19:18:52,New Opportunity [2015-11-12 19:18:52],GC1000 series,Closed Won,186400,New Business
W_Services_Opportunity.1136,W_Services_User.8,W_Services_Account.1003,2015-05-26 00:50:42,2015-08-21 00:50:42,New Opportunity [2015-05-26 00:50:42],GC20002,Needs Analysis,131200,Renewal
W_Services_Opportunity.1137,W_Services_User.16,W_Services_Account.907,2015-04-29 06:28:54,2015-10-30 06:28:54,New Opportunity [2015-04-29 06:28:54],GC1000 series,Negotiation,105000,Services
W_Services_Opportunity.1138,W_Services_User.14,W_Services_Account.101,2016-02-16 04:51:58,2016-08-20 04:51:58,New Opportunity [2016-02-16 04:51:58],GC20002,Closed Won,159700,New Business
W_Services_Opportunity.1139,W_Services_User.14,W_Services_Account.170,2015-05-23 07:29:00,2015-09-16 07:29:00,New Opportunity [2015-05-23 07:29:00],GC10001,Closed Lost,165900,Add-On Business
W_Services_Opportunity.1140,W_Services_User.6,W_Services_Account.37,2015-02-26 14:08:47,2015-05-03 14:08:47,New Opportunity [2015-02-26 14:08:47],GC10001,Proposal/Quote,181500,New Business
W_Services_Opportunity.1141,W_Services_User.14,W_Services_Account.157,2015-05-03 05:37:54,2015-10-12 05:37:54,New Opportunity [2015-05-03 05:37:54],GC1000 series,Negotiation,150900,Renewal
W_Services_Opportunity.1142,W_Services_User.11,W_Services_Account.103,2015-04-19 10:04:09,2015-07-20 10:04:09,New Opportunity [2015-04-19 10:04:09],GC1000 series,Qualification,102700,Services
W_Services_Opportunity.1143,W_Services_User.6,W_Services_Account.1065,2015-06-13 21:16:03,2015-08-19 21:16:03,New Opportunity [2015-06-13 21:16:03],GC50000,Qualification,134900,Renewal
W_Services_Opportunity.1144,W_Services_User.11,W_Services_Account.1077,2016-06-29 19:28:57,2017-01-20 19:28:57,New Opportunity [2016-06-29 19:28:57],GC5000 series,Needs Analysis,197200,New Business
W_Services_Opportunity.1145,W_Services_User.12,W_Services_Account.144,2015-07-19 23:01:48,2015-09-28 23:01:48,New Opportunity [2015-07-19 23:01:48],GC10001,Proposal/Quote,161800,New Business
W_Services_Opportunity.1146,W_Services_User.2,W_Services_Account.459,2016-05-05 21:39:18,2016-09-18 21:39:18,New Opportunity [2016-05-05 21:39:18],GC10001,Closed Won,193200,Add-On Business
W_Services_Opportunity.1147,W_Services_User.15,W_Services_Account.280,2015-01-18 22:10:39,2015-04-17 22:10:39,New Opportunity [2015-01-18 22:10:39],GC10001,Closed Won,142300,Services
W_Services_Opportunity.1148,W_Services_User.11,W_Services_Account.125,2016-02-17 03:23:37,2016-07-27 03:23:37,New Opportunity [2016-02-17 03:23:37],GC5000 series,Proposal/Quote,123500,New Business
W_Services_Opportunity.1149,W_Services_User.2,W_Services_Account.540,2015-07-07 21:38:52,2015-10-09 21:38:52,New Opportunity [2015-07-07 21:38:52],GC20002,Negotiation,163800,Add-On Business
W_Services_Opportunity.1150,W_Services_User.2,W_Services_Account.249,2016-11-26 03:33:33,2017-01-25 03:33:33,New Opportunity [2016-11-26 03:33:33],GC10001,Closed Won,152600,New Business
W_Services_Opportunity.1151,W_Services_User.9,W_Services_Account.409,2016-03-18 05:15:45,2016-07-17 05:15:45,New Opportunity [2016-03-18 05:15:45],GC5000 series,Needs Analysis,82900,Services
W_Services_Opportunity.1152,W_Services_User.10,W_Services_Account.624,2015-06-30 07:28:00,2015-11-14 07:28:00,New Opportunity [2015-06-30 07:28:00],GC20002,Proposal/Quote,106300,Services
W_Services_Opportunity.1153,W_Services_User.20,W_Services_Account.573,2016-07-17 05:59:29,2016-10-02 05:59:29,New Opportunity [2016-07-17 05:59:29],GC20002,Negotiation,128200,New Business
W_Services_Opportunity.1154,W_Services_User.2,W_Services_Account.302,2016-10-07 09:55:04,2017-04-04 09:55:04,New Opportunity [2016-10-07 09:55:04],GC20002,Needs Analysis,84700,Add-On Business
W_Services_Opportunity.1155,W_Services_User.8,W_Services_Account.101,2016-05-31 09:28:25,2016-10-29 09:28:25,New Opportunity [2016-05-31 09:28:25],GC1000 series,Needs Analysis,85700,New Business
W_Services_Opportunity.1156,W_Services_User.16,W_Services_Account.349,2015-03-04 22:04:22,2015-09-29 22:04:22,New Opportunity [2015-03-04 22:04:22],GC10001,Closed Won,60400,New Business
W_Services_Opportunity.1157,W_Services_User.13,W_Services_Account.349,2016-05-05 15:27:41,2016-11-27 15:27:41,New Opportunity [2016-05-05 15:27:41],GC20002,Closed Won,188100,Services
W_Services_Opportunity.1158,W_Services_User.14,W_Services_Account.589,2015-09-10 08:32:12,2016-03-12 08:32:12,New Opportunity [2015-09-10 08:32:12],GC5000 series,Qualification,67700,New Business
W_Services_Opportunity.1159,W_Services_User.20,W_Services_Account.778,2015-04-12 06:28:39,2015-08-11 06:28:39,New Opportunity [2015-04-12 06:28:39],GC5000 series,Qualification,146400,Add-On Business
W_Services_Opportunity.1160,W_Services_User.13,W_Services_Account.644,2016-10-07 00:17:46,2017-01-01 00:17:46,New Opportunity [2016-10-07 00:17:46],GC5000 series,Qualification,116500,New Business
W_Services_Opportunity.1161,W_Services_User.11,W_Services_Account.1081,2015-03-02 08:04:26,2015-05-04 08:04:26,New Opportunity [2015-03-02 08:04:26],GC20002,Negotiation,189400,New Business
W_Services_Opportunity.1162,W_Services_User.4,W_Services_Account.1087,2015-08-07 21:56:10,2015-12-24 21:56:10,New Opportunity [2015-08-07 21:56:10],GC10001,Needs Analysis,102200,Renewal
W_Services_Opportunity.1163,W_Services_User.9,W_Services_Account.390,2016-03-13 09:57:59,2016-07-15 09:57:59,New Opportunity [2016-03-13 09:57:59],GC20002,Needs Analysis,163400,Renewal
W_Services_Opportunity.1164,W_Services_User.1,W_Services_Account.514,2016-07-01 16:19:20,2017-01-11 16:19:20,New Opportunity [2016-07-01 16:19:20],GC50000,Qualification,125900,New Business
W_Services_Opportunity.1165,W_Services_User.12,W_Services_Account.1018,2015-12-30 06:31:20,2016-04-10 06:31:20,New Opportunity [2015-12-30 06:31:20],GC20002,Needs Analysis,123700,Services
W_Services_Opportunity.1166,W_Services_User.10,W_Services_Account.125,2016-07-28 05:11:49,2016-12-29 05:11:49,New Opportunity [2016-07-28 05:11:49],GC5000 series,Negotiation,57500,Add-On Business
W_Services_Opportunity.1167,W_Services_User.6,W_Services_Account.227,2016-11-21 15:13:07,2017-03-12 15:13:07,New Opportunity [2016-11-21 15:13:07],GC10001,Closed Won,147900,Services
W_Services_Opportunity.1168,W_Services_User.4,W_Services_Account.216,2015-03-02 10:19:50,2015-09-17 10:19:50,New Opportunity [2015-03-02 10:19:50],GC20002,Closed Won,176100,New Business
W_Services_Opportunity.1169,W_Services_User.10,W_Services_Account.826,2015-08-13 05:24:44,2015-12-21 05:24:44,New Opportunity [2015-08-13 05:24:44],GC20002,Qualification,133900,New Business
W_Services_Opportunity.1170,W_Services_User.8,W_Services_Account.281,2015-06-02 08:12:59,2015-12-26 08:12:59,New Opportunity [2015-06-02 08:12:59],GC10001,Qualification,139000,New Business
W_Services_Opportunity.1171,W_Services_User.17,W_Services_Account.547,2015-12-03 03:56:58,2016-06-24 03:56:58,New Opportunity [2015-12-03 03:56:58],GC10001,Qualification,151500,Add-On Business
W_Services_Opportunity.1172,W_Services_User.6,W_Services_Account.339,2016-08-28 03:51:00,2017-02-08 03:51:00,New Opportunity [2016-08-28 03:51:00],GC5000 series,Qualification,151900,Add-On Business
W_Services_Opportunity.1173,W_Services_User.8,W_Services_Account.682,2015-04-30 19:17:22,2015-09-12 19:17:22,New Opportunity [2015-04-30 19:17:22],GC50000,Qualification,156000,Add-On Business
