External_Id__c,RequestDateTime__c,CreatedDate__c,AssignedDateTime__c,AcceptDateTime__c,CloseDateTime__c,ActiveTime__c,AgentCapacityWhenDeclined__c,CancelDateTime__c,CapacityPercentage__c,CapacityWeight__c,DeclineDateTime__c,DeclineReason__c,HandleTime__c,OriginalQueue.DeveloperName,PushTimeout__c,PushTimeoutDateTime__c,ServiceChannel.DeveloperName,SpeedToAnswer__c,Status__c,User.External_Id__c,Case.External_Id__c
W_AgentWork.740,2016-08-30 00:06:50,2016-08-30 02:03:50,2016-08-30 02:05:44,2016-08-30 02:08:10,2016-08-30 02:25:12,1022,1449,2016-08-30 02:13:03,32,6,2016-08-30 02:12:18,Integer ac neque.,1022,Tier2Queue,12,2016-08-30 02:04:28,sfdc_sos,7280,Opened,W_Services_User.4,W_Case.66
W_AgentWork.741,2016-12-26 05:25:58,2016-12-26 06:52:58,2016-12-26 06:53:46,2016-12-26 06:56:46,2016-12-26 07:07:14,628,615,2016-12-26 07:00:05,88,6,2016-12-26 06:54:35,Integer tincidunt ante vel ipsum.,628,InternationalQueue,87,2016-12-26 06:54:04,LiveMessage,5448,Opened,W_Services_User.2,W_Case.261
W_AgentWork.742,2017-02-16 19:35:58,2017-02-16 20:13:58,2017-02-16 20:15:04,2017-02-16 20:22:01,2017-02-16 20:44:11,1330,1192,2017-02-16 20:17:13,32,5,2017-02-16 20:19:57,In eleifend quam a odio.,1330,Tier1Queue,54,2017-02-16 20:14:05,Leads,2763,DeclinedOnPushTimeout,W_Services_User.12,W_Case.375
W_AgentWork.743,2016-09-08 11:27:25,2016-09-08 13:27:25,2016-09-08 13:27:30,2016-09-08 13:34:48,2016-09-08 13:55:52,1264,1638,2016-09-08 13:33:49,62,1,2016-09-08 13:31:11,Duis mattis egestas metus.,1264,Social_Queue,42,2016-09-08 13:27:35,Leads,7643,Declined,W_Services_User.14,W_Case.391
W_AgentWork.744,2017-01-16 18:43:27,2017-01-16 18:51:27,2017-01-16 18:52:39,2017-01-16 18:53:29,2017-01-16 18:55:56,147,1079,2017-01-16 18:58:56,79,1,2017-01-16 18:56:19,Nulla nisl.,147,GeneralQueue,27,2017-01-16 18:51:32,LiveMessage,602,Opened,W_Services_User.13,W_Case.303
W_AgentWork.745,2016-09-13 16:29:53,2016-09-13 17:11:53,2016-09-13 17:13:00,2016-09-13 17:14:55,2016-09-13 17:26:47,712,316,2016-09-13 17:18:51,94,2,2016-09-13 17:19:54,In quis justo.,712,Time_Off_Manager_Payroll,45,2016-09-13 17:12:27,sfdc_sos,2702,Declined,W_Services_User.6,W_Case.305
W_AgentWork.746,2016-08-14 06:56:57,2016-08-14 07:44:57,2016-08-14 07:46:35,2016-08-14 07:51:46,2016-08-14 08:07:09,923,1476,2016-08-14 07:54:24,93,5,2016-08-14 07:47:24,Aliquam non mauris.,923,Tier1Queue,31,2016-08-14 07:46:26,Cases,3289,Opened,W_Services_User.20,W_Case.237
W_AgentWork.747,2016-08-17 12:17:30,2016-08-17 14:04:30,2016-08-17 14:05:04,2016-08-17 14:13:35,2016-08-17 14:40:25,1610,1512,2016-08-17 14:05:51,10,3,2016-08-17 14:11:47,Donec dapibus.,1610,TargetCampaign,66,2016-08-17 14:05:37,sfdc_sos,6965,Assigned,W_Services_User.1,W_Case.355
W_AgentWork.748,2016-07-07 16:12:20,2016-07-07 17:35:20,2016-07-07 17:35:30,2016-07-07 17:40:58,2016-07-07 18:01:05,1207,76,2016-07-07 17:41:33,57,4,2016-07-07 17:44:19,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1207,Tier3Queue,91,2016-07-07 17:36:00,sfdc_sos,5318,Declined,W_Services_User.5,W_Case.162
W_AgentWork.749,2016-08-17 14:50:51,2016-08-17 16:47:51,2016-08-17 16:48:14,2016-08-17 16:51:57,2016-08-17 17:13:25,1288,46,2016-08-17 16:57:38,68,6,2016-08-17 16:55:17,Donec ut mauris eget massa tempor convallis.,1288,Tier2Queue,76,2016-08-17 16:48:29,sfdc_sos,7266,Assigned,W_Services_User.9,W_Case.40
W_AgentWork.750,2016-08-18 10:50:44,2016-08-18 12:12:44,2016-08-18 12:12:49,2016-08-18 12:22:43,2016-08-18 12:47:49,1506,1654,2016-08-18 12:20:00,33,2,2016-08-18 12:16:07,Nunc purus.,1506,Tier3Queue,75,2016-08-18 12:13:41,LiveMessage,5519,Canceled,W_Services_User.6,W_Case.1
W_AgentWork.751,2016-11-19 10:37:18,2016-11-19 11:10:18,2016-11-19 11:11:59,2016-11-19 11:14:31,2016-11-19 11:20:47,376,628,2016-11-19 11:19:32,19,4,2016-11-19 11:20:28,Curabitur at ipsum ac tellus semper interdum.,376,Time_Off_Manager_Payroll,56,2016-11-19 11:11:40,sfdc_sos,2233,Assigned,W_Services_User.15,W_Case.334
W_AgentWork.752,2017-01-26 20:55:37,2017-01-26 21:50:37,2017-01-26 21:50:50,2017-01-26 21:55:26,2017-01-26 22:25:25,1799,140,2017-01-26 21:57:01,13,4,2017-01-26 21:58:52,Morbi a ipsum.,1799,Social_Queue,25,2017-01-26 21:52:14,sfdc_liveagent,3589,Closed,W_Services_User.2,W_Case.262
W_AgentWork.753,2017-02-24 06:50:00,2017-02-24 07:48:00,2017-02-24 07:48:36,2017-02-24 07:53:16,2017-02-24 08:08:52,936,1749,2017-02-24 07:57:53,80,5,2017-02-24 07:53:08,Maecenas ut massa quis augue luctus tincidunt.,936,Tier2Queue,29,2017-02-24 07:48:40,sfdc_sos,3796,DeclinedOnPushTimeout,W_Services_User.11,W_Case.300
W_AgentWork.754,2016-09-01 01:51:03,2016-09-01 03:25:03,2016-09-01 03:26:14,2016-09-01 03:33:56,2016-09-01 03:44:24,628,301,2016-09-01 03:34:50,5,1,2016-09-01 03:35:31,Quisque ut erat.,628,GeneralQueue,43,2016-09-01 03:25:41,sfdc_sos,6173,Unavailable,W_Services_User.1,W_Case.356
W_AgentWork.755,2016-09-22 08:10:24,2016-09-22 09:24:24,2016-09-22 09:26:04,2016-09-22 09:35:24,2016-09-22 09:42:11,407,1371,2016-09-22 09:26:54,78,1,2016-09-22 09:33:53,Praesent lectus.,407,TargetCampaign,94,2016-09-22 09:24:52,sfdc_sos,5100,Closed,W_Services_User.10,W_Case.116
W_AgentWork.756,2016-12-25 02:03:48,2016-12-25 02:39:48,2016-12-25 02:40:59,2016-12-25 02:49:03,2016-12-25 03:13:12,1449,731,2016-12-25 02:49:49,19,2,2016-12-25 02:44:09,Suspendisse potenti.,1449,GeneralQueue,45,2016-12-25 02:40:49,sfdc_liveagent,2715,Assigned,W_Services_User.8,W_Case.339
W_AgentWork.757,2016-09-11 16:37:00,2016-09-11 18:24:00,2016-09-11 18:25:01,2016-09-11 18:28:32,2016-09-11 18:45:27,1015,200,2016-09-11 18:26:53,51,6,2016-09-11 18:33:56,Vivamus tortor.,1015,GeneralQueue,78,2016-09-11 18:24:06,Leads,6692,DeclinedOnPushTimeout,W_Services_User.3,W_Case.199
W_AgentWork.758,2017-01-03 00:55:05,2017-01-03 02:46:05,2017-01-03 02:46:52,2017-01-03 02:48:26,2017-01-03 03:05:18,1012,922,2017-01-03 02:54:52,24,4,2017-01-03 02:47:42,Etiam pretium iaculis justo.,1012,TargetCampaign,24,2017-01-03 02:47:31,Leads,6801,Unavailable,W_Services_User.20,W_Case.303
W_AgentWork.759,2017-02-23 04:36:34,2017-02-23 06:16:34,2017-02-23 06:18:20,2017-02-23 06:19:15,2017-02-23 06:31:42,747,720,2017-02-23 06:19:09,14,2,2017-02-23 06:24:06,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",747,TargetCampaign,65,2017-02-23 06:17:46,sfdc_sos,6161,Declined,W_Services_User.13,W_Case.249
W_AgentWork.760,2016-08-26 05:31:16,2016-08-26 06:11:16,2016-08-26 06:11:33,2016-08-26 06:13:04,2016-08-26 06:28:43,939,81,2016-08-26 06:20:50,21,2,2016-08-26 06:17:33,Etiam faucibus cursus urna.,939,Tier3Queue,88,2016-08-26 06:11:27,sfdc_liveagent,2508,Opened,W_Services_User.9,W_Case.27
W_AgentWork.761,2016-12-07 22:36:16,2016-12-07 23:49:16,2016-12-07 23:50:42,2016-12-07 23:59:54,2016-12-08 00:12:25,751,1476,2016-12-07 23:57:24,73,1,2016-12-08 00:00:17,Duis ac nibh.,751,InternationalQueue,90,2016-12-07 23:50:37,Leads,5018,Declined,W_Services_User.8,W_Case.397
W_AgentWork.762,2017-01-25 22:02:43,2017-01-25 22:47:43,2017-01-25 22:48:15,2017-01-25 22:49:10,2017-01-25 22:52:53,223,523,2017-01-25 22:55:31,38,1,2017-01-25 22:51:13,Nullam porttitor lacus at turpis.,223,Tier2Queue,59,2017-01-25 22:47:51,Leads,2787,Closed,W_Services_User.4,W_Case.332
W_AgentWork.763,2016-12-12 16:25:00,2016-12-12 17:07:00,2016-12-12 17:08:41,2016-12-12 17:18:32,2016-12-12 17:39:35,1263,1691,2016-12-12 17:17:00,58,2,2016-12-12 17:09:22,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1263,Knowledge_Translations,51,2016-12-12 17:07:32,LiveMessage,3212,Declined,W_Services_User.2,W_Case.125
W_AgentWork.764,2016-09-27 18:39:55,2016-09-27 20:38:55,2016-09-27 20:40:40,2016-09-27 20:43:10,2016-09-27 21:12:57,1787,724,2016-09-27 20:41:44,24,1,2016-09-27 20:47:57,In eleifend quam a odio.,1787,UnassignedPartnerLeads,98,2016-09-27 20:39:55,LiveMessage,7395,Opened,W_Services_User.14,W_Case.486
W_AgentWork.765,2017-01-10 06:21:56,2017-01-10 08:00:56,2017-01-10 08:02:44,2017-01-10 08:06:23,2017-01-10 08:07:17,54,1439,2017-01-10 08:09:43,62,4,2017-01-10 08:10:49,Duis aliquam convallis nunc.,54,Social_Queue,24,2017-01-10 08:01:33,sfdc_sos,6267,Declined,W_Services_User.20,W_Case.241
W_AgentWork.766,2017-03-24 19:42:06,2017-03-24 19:46:06,2017-03-24 19:48:05,2017-03-24 19:57:29,2017-03-24 20:05:44,495,727,2017-03-24 19:50:36,33,2,2017-03-24 19:52:43,Nulla facilisi.,495,InternationalQueue,5,2017-03-24 19:47:28,Cases,923,Unavailable,W_Services_User.3,W_Case.85
W_AgentWork.767,2017-02-23 19:26:14,2017-02-23 20:47:14,2017-02-23 20:47:32,2017-02-23 20:56:29,2017-02-23 21:11:17,888,441,2017-02-23 20:56:41,2,5,2017-02-23 20:50:33,Nam dui.,888,GeneralQueue,14,2017-02-23 20:48:28,Leads,5415,Declined,W_Services_User.10,W_Case.31
W_AgentWork.768,2016-08-23 00:32:54,2016-08-23 01:58:54,2016-08-23 01:58:59,2016-08-23 02:02:11,2016-08-23 02:31:05,1734,1039,2016-08-23 02:06:34,39,2,2016-08-23 02:07:25,Curabitur convallis.,1734,Tier2Queue,88,2016-08-23 01:59:24,Cases,5357,Canceled,W_Services_User.11,W_Case.105
W_AgentWork.769,2017-03-12 23:49:38,2017-03-13 01:08:38,2017-03-13 01:09:26,2017-03-13 01:16:46,2017-03-13 01:37:55,1269,1087,2017-03-13 01:15:00,98,6,2017-03-13 01:16:11,Vivamus vel nulla eget eros elementum pellentesque.,1269,Tier1Queue,84,2017-03-13 01:09:20,Cases,5228,Canceled,W_Services_User.8,W_Case.275
W_AgentWork.770,2016-07-02 23:13:31,2016-07-03 00:08:31,2016-07-03 00:10:04,2016-07-03 00:17:31,2016-07-03 00:24:49,438,1058,2016-07-03 00:19:18,65,2,2016-07-03 00:13:30,Integer ac neque.,438,TargetCampaign,84,2016-07-03 00:09:16,sfdc_sos,3840,Assigned,W_Services_User.12,W_Case.168
W_AgentWork.771,2017-03-29 18:21:08,2017-03-29 19:29:08,2017-03-29 19:29:25,2017-03-29 19:35:47,2017-03-29 19:43:42,475,812,2017-03-29 19:37:42,13,5,2017-03-29 19:30:55,Integer non velit.,475,Tier1Queue,80,2017-03-29 19:29:51,Cases,4479,Assigned,W_Services_User.8,W_Case.456
W_AgentWork.772,2017-02-28 08:54:23,2017-02-28 09:04:23,2017-02-28 09:05:00,2017-02-28 09:06:17,2017-02-28 09:29:42,1405,1742,2017-02-28 09:09:10,18,1,2017-02-28 09:08:08,Pellentesque at nulla.,1405,TargetCampaign,91,2017-02-28 09:05:34,sfdc_sos,714,DeclinedOnPushTimeout,W_Services_User.14,W_Case.319
W_AgentWork.773,2016-08-04 05:58:56,2016-08-04 06:35:56,2016-08-04 06:37:33,2016-08-04 06:42:09,2016-08-04 07:01:35,1166,1718,2016-08-04 06:38:25,66,2,2016-08-04 06:45:04,Aenean lectus.,1166,Tier1Queue,43,2016-08-04 06:36:49,Leads,2593,Assigned,W_Services_User.8,W_Case.26
W_AgentWork.774,2017-03-30 22:49:31,2017-03-31 00:41:31,2017-03-31 00:43:30,2017-03-31 00:51:01,2017-03-31 01:02:47,706,1655,2017-03-31 00:47:37,87,1,2017-03-31 00:51:36,Curabitur in libero ut massa volutpat convallis.,706,UnassignedPartnerLeads,81,2017-03-31 00:42:13,Cases,7290,Closed,W_Services_User.11,W_Case.488
W_AgentWork.775,2017-03-27 06:15:34,2017-03-27 07:42:34,2017-03-27 07:43:31,2017-03-27 07:52:40,2017-03-27 07:57:36,296,1507,2017-03-27 07:51:39,88,4,2017-03-27 07:52:12,Pellentesque ultrices mattis odio.,296,Tier1Queue,44,2017-03-27 07:43:05,sfdc_sos,5826,Assigned,W_Services_User.2,W_Case.335
W_AgentWork.776,2016-09-22 17:36:52,2016-09-22 19:01:52,2016-09-22 19:02:49,2016-09-22 19:05:23,2016-09-22 19:16:38,675,775,2016-09-22 19:09:30,93,5,2016-09-22 19:05:57,Cras in purus eu magna vulputate luctus.,675,Social_Queue,48,2016-09-22 19:02:11,Leads,5311,Canceled,W_Services_User.16,W_Case.382
W_AgentWork.777,2017-01-05 00:02:06,2017-01-05 01:06:06,2017-01-05 01:06:09,2017-01-05 01:08:39,2017-01-05 01:37:41,1742,745,2017-01-05 01:13:00,7,2,2017-01-05 01:14:36,Nulla mollis molestie lorem.,1742,Tier3Queue,86,2017-01-05 01:06:26,Cases,3993,Opened,W_Services_User.7,W_Case.250
W_AgentWork.778,2017-02-04 07:14:07,2017-02-04 07:47:07,2017-02-04 07:48:23,2017-02-04 07:56:38,2017-02-04 07:57:08,30,945,2017-02-04 07:52:24,39,5,2017-02-04 07:49:16,Donec ut dolor.,30,TargetCampaign,21,2017-02-04 07:48:19,sfdc_sos,2551,Opened,W_Services_User.14,W_Case.66
W_AgentWork.779,2016-08-15 01:09:19,2016-08-15 03:09:19,2016-08-15 03:11:13,2016-08-15 03:18:22,2016-08-15 03:41:17,1375,1729,2016-08-15 03:18:52,36,5,2016-08-15 03:15:36,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1375,Tier1Queue,8,2016-08-15 03:09:25,LiveMessage,7743,Assigned,W_Services_User.7,W_Case.70
W_AgentWork.780,2016-07-14 15:56:38,2016-07-14 15:57:38,2016-07-14 15:59:32,2016-07-14 16:02:38,2016-07-14 16:27:50,1512,199,2016-07-14 16:06:03,55,6,2016-07-14 16:00:43,Proin risus.,1512,InternationalQueue,60,2016-07-14 15:58:44,Leads,360,DeclinedOnPushTimeout,W_Services_User.15,W_Case.345
W_AgentWork.781,2016-12-25 15:33:49,2016-12-25 16:48:49,2016-12-25 16:50:14,2016-12-25 16:53:47,2016-12-25 17:17:26,1419,1491,2016-12-25 16:52:33,38,6,2016-12-25 16:53:14,Pellentesque eget nunc.,1419,UnassignedPartnerLeads,62,2016-12-25 16:49:45,sfdc_liveagent,4798,DeclinedOnPushTimeout,W_Services_User.17,W_Case.457
W_AgentWork.782,2016-08-05 15:05:04,2016-08-05 16:32:04,2016-08-05 16:33:21,2016-08-05 16:42:29,2016-08-05 17:02:04,1175,1157,2016-08-05 16:37:12,29,1,2016-08-05 16:36:16,Nulla tempus.,1175,Time_Off_Manager_Payroll,99,2016-08-05 16:32:45,Leads,5845,Unavailable,W_Services_User.20,W_Case.468
W_AgentWork.783,2016-09-02 22:44:27,2016-09-03 00:33:27,2016-09-03 00:34:29,2016-09-03 00:43:26,2016-09-03 00:53:07,581,1342,2016-09-03 00:36:51,75,4,2016-09-03 00:37:48,Curabitur at ipsum ac tellus semper interdum.,581,Tier2Queue,45,2016-09-03 00:33:45,sfdc_liveagent,7139,DeclinedOnPushTimeout,W_Services_User.20,W_Case.231
W_AgentWork.784,2017-03-09 03:47:07,2017-03-09 05:23:07,2017-03-09 05:23:33,2017-03-09 05:30:11,2017-03-09 05:44:28,857,748,2017-03-09 05:24:43,36,3,2017-03-09 05:25:51,Etiam pretium iaculis justo.,857,Tier3Queue,57,2017-03-09 05:23:52,Leads,6184,DeclinedOnPushTimeout,W_Services_User.6,W_Case.105
W_AgentWork.785,2016-12-14 16:06:29,2016-12-14 17:01:29,2016-12-14 17:02:39,2016-12-14 17:08:33,2016-12-14 17:26:29,1076,1032,2016-12-14 17:06:06,27,3,2016-12-14 17:10:09,In sagittis dui vel nisl.,1076,GeneralQueue,41,2016-12-14 17:01:52,Leads,3724,Unavailable,W_Services_User.6,W_Case.182
W_AgentWork.786,2017-03-30 07:20:41,2017-03-30 08:55:41,2017-03-30 08:56:44,2017-03-30 09:01:03,2017-03-30 09:15:20,857,1591,2017-03-30 08:59:45,11,2,2017-03-30 09:01:17,Sed vel enim sit amet nunc viverra dapibus.,857,Time_Off_Manager_Payroll,39,2017-03-30 08:56:00,sfdc_sos,6022,Opened,W_Services_User.19,W_Case.277
W_AgentWork.787,2016-12-26 06:49:40,2016-12-26 08:08:40,2016-12-26 08:08:45,2016-12-26 08:13:12,2016-12-26 08:37:37,1465,777,2016-12-26 08:10:06,56,1,2016-12-26 08:14:21,Quisque id justo sit amet sapien dignissim vestibulum.,1465,GeneralQueue,81,2016-12-26 08:10:05,Leads,5012,Closed,W_Services_User.20,W_Case.189
W_AgentWork.788,2017-03-23 12:56:43,2017-03-23 13:42:43,2017-03-23 13:44:09,2017-03-23 13:51:54,2017-03-23 13:52:37,43,1678,2017-03-23 13:47:39,24,3,2017-03-23 13:49:22,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",43,UnassignedPartnerLeads,38,2017-03-23 13:44:02,LiveMessage,3311,Declined,W_Services_User.8,W_Case.314
W_AgentWork.789,2016-07-12 12:16:23,2016-07-12 13:16:23,2016-07-12 13:18:23,2016-07-12 13:19:10,2016-07-12 13:46:59,1669,69,2016-07-12 13:25:12,12,6,2016-07-12 13:19:07,Etiam vel augue.,1669,Tier3Queue,33,2016-07-12 13:17:59,sfdc_liveagent,3767,Assigned,W_Services_User.8,W_Case.281
W_AgentWork.790,2016-12-18 20:57:25,2016-12-18 22:18:25,2016-12-18 22:19:09,2016-12-18 22:28:23,2016-12-18 22:32:48,265,643,2016-12-18 22:26:59,7,2,2016-12-18 22:21:34,Duis bibendum.,265,Tier1Queue,51,2016-12-18 22:19:28,LiveMessage,5458,Canceled,W_Services_User.17,W_Case.498
W_AgentWork.791,2016-10-15 06:56:31,2016-10-15 08:34:31,2016-10-15 08:35:33,2016-10-15 08:40:39,2016-10-15 09:04:29,1430,351,2016-10-15 08:38:04,13,4,2016-10-15 08:37:27,In quis justo.,1430,TargetCampaign,79,2016-10-15 08:35:40,LiveMessage,6248,Unavailable,W_Services_User.19,W_Case.59
W_AgentWork.792,2016-11-06 16:04:24,2016-11-06 17:03:24,2016-11-06 17:05:24,2016-11-06 17:12:11,2016-11-06 17:23:02,651,1660,2016-11-06 17:14:00,3,3,2016-11-06 17:08:41,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",651,GeneralQueue,75,2016-11-06 17:04:14,sfdc_liveagent,4067,DeclinedOnPushTimeout,W_Services_User.7,W_Case.411
W_AgentWork.793,2017-02-15 04:28:41,2017-02-15 06:16:41,2017-02-15 06:17:23,2017-02-15 06:23:22,2017-02-15 06:40:26,1024,1625,2017-02-15 06:25:15,13,2,2017-02-15 06:19:38,Donec dapibus.,1024,TargetCampaign,94,2017-02-15 06:17:12,Cases,6881,Canceled,W_Services_User.16,W_Case.165
W_AgentWork.794,2017-03-26 03:52:28,2017-03-26 04:58:28,2017-03-26 04:59:41,2017-03-26 05:04:16,2017-03-26 05:19:20,904,869,2017-03-26 05:01:50,44,5,2017-03-26 05:06:38,Morbi non lectus.,904,Social_Queue,37,2017-03-26 04:58:32,sfdc_sos,4308,Unavailable,W_Services_User.17,W_Case.315
W_AgentWork.795,2016-08-26 17:56:59,2016-08-26 19:18:59,2016-08-26 19:20:49,2016-08-26 19:25:00,2016-08-26 19:28:10,190,975,2016-08-26 19:22:03,95,6,2016-08-26 19:29:18,Nulla tellus.,190,Tier3Queue,96,2016-08-26 19:18:59,Leads,5281,Assigned,W_Services_User.12,W_Case.218
W_AgentWork.796,2016-09-11 08:57:10,2016-09-11 10:48:10,2016-09-11 10:48:59,2016-09-11 10:53:15,2016-09-11 11:07:00,825,1600,2016-09-11 10:50:21,91,6,2016-09-11 10:49:53,Maecenas tincidunt lacus at velit.,825,Tier1Queue,97,2016-09-11 10:49:03,Cases,6965,Opened,W_Services_User.18,W_Case.322
W_AgentWork.797,2016-11-13 05:27:59,2016-11-13 06:11:59,2016-11-13 06:13:29,2016-11-13 06:14:48,2016-11-13 06:30:45,957,480,2016-11-13 06:20:19,39,5,2016-11-13 06:18:48,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",957,GeneralQueue,94,2016-11-13 06:13:05,Cases,2809,Closed,W_Services_User.4,W_Case.498
W_AgentWork.798,2016-12-22 20:11:40,2016-12-22 22:04:40,2016-12-22 22:05:37,2016-12-22 22:15:30,2016-12-22 22:25:22,592,1649,2016-12-22 22:12:18,92,4,2016-12-22 22:14:43,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",592,GeneralQueue,44,2016-12-22 22:05:42,LiveMessage,7430,Assigned,W_Services_User.12,W_Case.251
W_AgentWork.799,2016-12-21 13:20:40,2016-12-21 15:01:40,2016-12-21 15:02:19,2016-12-21 15:02:58,2016-12-21 15:14:41,703,921,2016-12-21 15:11:52,17,4,2016-12-21 15:10:39,Nulla ac enim.,703,Time_Off_Manager_Payroll,52,2016-12-21 15:02:34,Leads,6138,Assigned,W_Services_User.13,W_Case.398
W_AgentWork.800,2016-11-11 09:29:07,2016-11-11 10:58:07,2016-11-11 10:58:40,2016-11-11 11:05:18,2016-11-11 11:08:48,210,119,2016-11-11 11:07:13,49,6,2016-11-11 11:04:14,Maecenas rhoncus aliquam lacus.,210,InternationalQueue,56,2016-11-11 10:59:37,sfdc_liveagent,5771,DeclinedOnPushTimeout,W_Services_User.4,W_Case.293
W_AgentWork.801,2017-03-28 03:25:58,2017-03-28 03:50:58,2017-03-28 03:51:39,2017-03-28 04:01:28,2017-03-28 04:21:05,1177,1596,2017-03-28 04:01:14,71,1,2017-03-28 03:58:43,Suspendisse potenti.,1177,Tier2Queue,16,2017-03-28 03:51:17,Leads,2130,Unavailable,W_Services_User.2,W_Case.199
W_AgentWork.802,2017-02-15 03:57:19,2017-02-15 04:53:19,2017-02-15 04:54:54,2017-02-15 05:02:39,2017-02-15 05:22:44,1205,165,2017-02-15 04:56:21,29,4,2017-02-15 04:57:14,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1205,Social_Queue,44,2017-02-15 04:54:00,Leads,3920,Assigned,W_Services_User.4,W_Case.10
W_AgentWork.803,2017-03-29 15:32:15,2017-03-29 15:53:15,2017-03-29 15:53:29,2017-03-29 16:02:26,2017-03-29 16:26:22,1436,660,2017-03-29 15:57:07,25,5,2017-03-29 16:00:00,Nullam sit amet turpis elementum ligula vehicula consequat.,1436,Social_Queue,95,2017-03-29 15:54:10,Leads,1811,Opened,W_Services_User.16,W_Case.334
W_AgentWork.804,2016-08-24 01:28:38,2016-08-24 03:23:38,2016-08-24 03:23:48,2016-08-24 03:28:35,2016-08-24 03:36:20,465,491,2016-08-24 03:26:55,96,6,2016-08-24 03:25:04,Donec dapibus.,465,Tier2Queue,25,2016-08-24 03:24:01,LiveMessage,7197,Canceled,W_Services_User.14,W_Case.245
W_AgentWork.805,2017-03-09 02:23:37,2017-03-09 02:34:37,2017-03-09 02:35:45,2017-03-09 02:38:17,2017-03-09 03:02:42,1465,91,2017-03-09 02:40:59,4,1,2017-03-09 02:43:04,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,1465,Time_Off_Manager_Payroll,56,2017-03-09 02:34:44,Leads,880,Closed,W_Services_User.18,W_Case.30
W_AgentWork.806,2016-10-27 15:44:08,2016-10-27 17:25:08,2016-10-27 17:26:07,2016-10-27 17:26:49,2016-10-27 17:52:29,1540,214,2016-10-27 17:27:47,52,4,2016-10-27 17:33:20,Aenean fermentum.,1540,TargetCampaign,79,2016-10-27 17:26:44,Cases,6161,Assigned,W_Services_User.9,W_Case.277
W_AgentWork.807,2016-09-24 23:42:56,2016-09-25 00:09:56,2016-09-25 00:10:19,2016-09-25 00:17:29,2016-09-25 00:24:38,429,1509,2016-09-25 00:16:54,48,1,2016-09-25 00:15:53,Etiam justo.,429,TargetCampaign,50,2016-09-25 00:10:02,Leads,2073,Opened,W_Services_User.3,W_Case.33
W_AgentWork.808,2017-01-31 20:14:05,2017-01-31 21:44:05,2017-01-31 21:44:52,2017-01-31 21:50:20,2017-01-31 21:51:21,61,1661,2017-01-31 21:51:19,32,5,2017-01-31 21:54:47,Nunc purus.,61,Time_Off_Manager_Payroll,24,2017-01-31 21:44:08,sfdc_liveagent,5775,Assigned,W_Services_User.8,W_Case.327
W_AgentWork.809,2016-08-10 18:43:43,2016-08-10 20:32:43,2016-08-10 20:33:21,2016-08-10 20:38:07,2016-08-10 20:44:10,363,1740,2016-08-10 20:35:45,51,5,2016-08-10 20:43:00,Proin interdum mauris non ligula pellentesque ultrices.,363,UnassignedPartnerLeads,34,2016-08-10 20:33:04,sfdc_liveagent,6864,Closed,W_Services_User.15,W_Case.207
W_AgentWork.810,2016-10-04 19:39:08,2016-10-04 20:15:08,2016-10-04 20:16:30,2016-10-04 20:24:24,2016-10-04 20:26:31,127,1748,2016-10-04 20:17:18,24,3,2016-10-04 20:23:48,In hac habitasse platea dictumst.,127,Time_Off_Manager_Payroll,73,2016-10-04 20:16:41,Leads,2716,Opened,W_Services_User.7,W_Case.127
W_AgentWork.811,2016-07-14 13:27:06,2016-07-14 14:32:06,2016-07-14 14:32:48,2016-07-14 14:42:27,2016-07-14 14:46:43,256,448,2016-07-14 14:37:31,98,2,2016-07-14 14:40:31,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",256,InternationalQueue,81,2016-07-14 14:32:39,Cases,4521,Unavailable,W_Services_User.12,W_Case.83
W_AgentWork.812,2017-01-25 15:15:22,2017-01-25 15:27:22,2017-01-25 15:27:42,2017-01-25 15:33:33,2017-01-25 15:52:07,1114,663,2017-01-25 15:29:23,46,2,2017-01-25 15:29:31,Aliquam erat volutpat.,1114,Tier2Queue,18,2017-01-25 15:27:41,sfdc_liveagent,1091,Assigned,W_Services_User.2,W_Case.253
W_AgentWork.813,2016-10-22 17:12:22,2016-10-22 18:09:22,2016-10-22 18:09:57,2016-10-22 18:13:21,2016-10-22 18:27:57,876,525,2016-10-22 18:10:36,92,6,2016-10-22 18:16:23,Suspendisse potenti.,876,Tier1Queue,39,2016-10-22 18:10:39,sfdc_sos,3659,Opened,W_Services_User.1,W_Case.324
