External_Id__c,Owner.External_Id__c,AccountSource,AnnualRevenue,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,Industry,Name,NumberOfEmployees,Ownership,Phone,Rating,Type,YearStarted
W_Account.937,W_User.9,Partner,2427000,3 Bluejay Way,Columbus,GA,31914,USA,Healthcare & Life Sciences,Zoomlounge [315],160,Subsidiary,1-(706)197-0501,Cool,Small Business,2008
W_Account.939,W_User.8,Data.com,2806000,88326 Bluestem Trail,Suffolk,VA,23436,USA,Financial Services,Jabberbean [316],210,Other,1-(757)180-9239,Cool,Small Business,1982
W_Account.944,W_User.14,Cold Call,2923000,4126 Barnett Parkway,Peoria,IL,61640,USA,Consulting,Skiba [317],192,Public,1-(309)188-2726,Cool,Small Business,1918
W_Account.945,W_User.17,Data.com,2802000,1 Cardinal Court,New Castle,PA,16107,USA,Technology,Skimia [318],249,Private,1-(724)113-8018,Hot,Small Business,1942
W_Account.946,W_User.19,Website,3177000,10879 Haas Court,Omaha,NE,68144,USA,Recreation,Vinte [319],218,Private,1-(402)523-8024,Cool,Small Business,1964
W_Account.947,W_User.8,Data.com,3071000,6212 Anhalt Plaza,New Orleans,LA,70116,USA,Food & Beverage,Fadeo [320],325,Public,1-(504)440-6284,Hot,Small Business,1931
W_Account.959,W_User.5,Data.com,2304000,701 Emmet Plaza,San Francisco,CA,94116,USA,Telecommunications,Photobean [321],115,Private,1-(415)519-2895,Warm,Small Business,2002
W_Account.965,W_User.4,Data.com,3328000,744 Leroy Lane,Winter Haven,FL,33884,USA,Shipping,Talane [322],260,Private,1-(407)846-3010,Cool,Small Business,1973
W_Account.968,W_User.16,Cold Call,2996000,92669 Roth Pass,Louisville,KY,40280,USA,Biotechnology,Shuffletag [323],199,Private,1-(502)780-8127,Warm,Small Business,2008
W_Account.978,W_User.6,Marketing Event,2921000,907 Sheridan Point,Clearwater,FL,34620,USA,Biotechnology,Voolith [324],163,Private,1-(727)491-8553,Warm,Small Business,1977
W_Account.979,W_User.4,Cold Call,1767000,8 Hallows Terrace,Seattle,WA,98115,USA,Electronics,Skinder [325],113,Subsidiary,1-(425)152-8637,Cool,Mid-Market,1911
W_Account.987,W_User.2,Social Media,2578000,288 Hayes Road,Baltimore,MD,21203,USA,Agriculture,Gigabox [326],142,Other,1-(443)254-8050,Warm,Enterprise,1954
W_Account.988,W_User.5,Partner,2243000,1236 Little Fleur Street,Reno,NV,89595,USA,Not For Profit,Mynte [327],148,Subsidiary,1-(775)336-5635,Warm,Small Business,1922
W_Account.990,W_User.2,Cold Call,2757000,3 Lukken Hill,Topeka,KS,66699,USA,Shipping,Zoomlounge [328],207,Public,1-(785)740-6829,Warm,Small Business,1972
W_Account.991,W_User.14,Website,2392000,892 Melrose Terrace,Chicago,IL,60614,USA,Chemicals,Browseblab [329],182,Private,1-(773)576-6823,Hot,Small Business,1954
W_Account.995,W_User.11,Community,2770000,3183 Oak Plaza,Albuquerque,NM,87121,USA,Retail,Zoozzy [330],203,Other,1-(505)883-1665,Warm,Small Business,2010
W_Account.997,W_User.12,Cold Call,3147000,26759 Clyde Gallagher Park,Montgomery,AL,36195,USA,Apparel,Buzzdog [331],262,Private,1-(334)170-4385,Warm,Small Business,1950
W_Account.999,W_User.9,Inbound Call,3094000,7 Vahlen Drive,Hartford,CT,6183,USA,Agriculture,Devshare [332],280,Public,1-(860)162-7967,Cool,Mid-Market,1950
W_Account.1001,W_User.2,Partner,1843000,09077 Birchwood Pass,Terre Haute,IN,47812,USA,Consulting,Cogilith [333],107,Other,1-(812)684-7154,Hot,Small Business,2009
W_Account.1003,W_User.6,Data.com,2478000,82 Talmadge Street,Lynchburg,VA,24515,USA,Shipping,Buzzshare [334],157,Private,1-(434)258-6517,Hot,Mid-Market,2000
W_Account.1004,W_User.19,Community,2423000,2877 Claremont Drive,Orlando,FL,32885,USA,Environmental,Twimbo [335],141,Subsidiary,1-(407)976-6555,Cool,Mid-Market,1963
W_Account.1005,W_User.2,Inbound Call,2740000,38 Oriole Junction,Denver,CO,80262,USA,Biotechnology,Youbridge [336],167,Private,1-(303)952-9157,Warm,Small Business,1888
W_Account.1007,W_User.13,Cold Call,3134000,315 Veith Point,Washington,DC,20099,USA,Food & Beverage,Cogibox [337],159,Subsidiary,1-(202)394-2633,Hot,Mid-Market,1917
W_Account.1011,W_User.8,Marketing Event,1394000,81808 Spaight Alley,San Francisco,CA,94110,USA,Construction,Zoombox [338],62,Private,1-(415)866-0557,Warm,Small Business,1896
W_Account.1012,W_User.20,Cold Call,1235000,28358 Elmside Crossing,Irving,TX,75062,USA,Insurance,Yakidoo [339],73,Subsidiary,1-(469)787-7567,Hot,Mid-Market,1979
W_Account.1013,W_User.14,Community,2760000,10619 Sauthoff Crossing,Spokane,WA,99215,USA,Entertainment,Skilith [340],219,Other,1-(509)398-4590,Cool,Small Business,1926
W_Account.1014,W_User.18,Cold Call,1757000,283 Elmside Parkway,Mesa,AZ,85215,USA,Biotechnology,Zava [341],120,Private,1-(480)361-7189,Warm,Small Business,1955
W_Account.1016,W_User.18,Website,4540000,6 Old Shore Hill,Boca Raton,FL,33499,USA,Financial Services,Dynazzy [342],502,Private,1-(561)423-3327,Cool,Mid-Market,1881
W_Account.1018,W_User.12,Cold Call,2734000,56600 Schmedeman Street,Lansing,MI,48919,USA,Government,Zoozzy [343],147,Subsidiary,1-(517)141-6670,Hot,Mid-Market,1900
W_Account.1038,W_User.12,Social Media,3136000,550 Golf Hill,Topeka,KS,66617,USA,Transportation,Trunyx [344],205,Private,1-(785)619-4899,Hot,Small Business,1964
W_Account.1040,W_User.1,Cold Call,2987000,183 Lerdahl Junction,San Diego,CA,92145,USA,Financial Services,Rhyzio [345],177,Private,1-(619)330-8207,Hot,Small Business,1899
W_Account.1049,W_User.5,Referral,3264000,7881 Mayer Park,Oklahoma City,OK,73142,USA,Construction,Dabjam [346],193,Private,1-(405)407-8450,Cool,Small Business,1964
W_Account.1050,W_User.8,Partner,2527000,70 Laurel Plaza,Wilmington,DE,19897,USA,Recreation,Agimba [347],191,Other,1-(302)206-4109,Cool,Small Business,1941
W_Account.1053,W_User.13,Referral,2756000,12 Starling Lane,West Palm Beach,FL,33416,USA,Manufacturing,Eimbee [348],193,Public,1-(561)561-4441,Warm,Small Business,1967
W_Account.1063,W_User.12,Community,3222000,7 Redwing Parkway,Stamford,CT,6912,USA,Engineering,Leexo [349],201,Private,1-(203)629-8338,Warm,Mid-Market,1996
W_Account.1065,W_User.15,Referral,2560000,84 Arizona Trail,Kansas City,MO,64136,USA,Technology,Photospace [350],201,Private,1-(816)582-1138,Cool,Small Business,1910
W_Account.1071,W_User.4,Partner,2753000,4661 Badeau Avenue,San Angelo,TX,76905,USA,Shipping,Edgepulse [351],175,Private,1-(325)706-1524,Warm,Small Business,1927
W_Account.1074,W_User.20,Cold Call,2497000,27539 Pearson Lane,Hampton,VA,23663,USA,Electronics,Divape [352],122,Public,1-(757)941-5629,Hot,Small Business,1922
W_Account.1077,W_User.13,Referral,1773000,0409 School Center,New Orleans,LA,70179,USA,Communications,Riffpedia [353],141,Private,1-(504)715-7207,Hot,Small Business,1942
W_Account.1078,W_User.11,Social Media,2478000,0154 Bunker Hill Avenue,Englewood,CO,80150,USA,Communications,Jamia [354],274,Private,1-(303)755-7009,Hot,Small Business,2001
W_Account.1081,W_User.4,Social Media,3930000,826 Arrowood Parkway,Washington,DC,20599,USA,Biotechnology,Zoombeat [355],183,Private,1-(202)503-7987,Warm,Small Business,1922
W_Account.1087,W_User.17,Social Media,2386000,3750 Bay Plaza,Columbus,OH,43240,USA,Education,Kwinu [356],146,Private,1-(740)355-3264,Hot,Small Business,1976
W_Account.1089,W_User.12,Partner,3482000,6 Thierer Park,Pensacola,FL,32511,USA,Government,Topiczoom [357],233,Private,1-(850)963-7584,Cool,Small Business,1923
W_Account.1092,W_User.13,Cold Call,2681000,32 Hansons Terrace,Pittsburgh,PA,15225,USA,Machinery,Jayo [358],222,Private,1-(412)506-1528,Cool,Small Business,2008
W_Account.1094,W_User.15,Social Media,2931000,0932 Sugar Court,Clearwater,FL,34615,USA,Transportation,Realcube [359],178,Private,1-(727)718-2243,Hot,Small Business,1941
W_Account.1096,W_User.1,Social Media,3147000,47 Parkside Circle,Springfield,IL,62711,USA,Chemicals,Eamia [360],330,Public,1-(217)283-6239,Warm,Small Business,1906
W_Account.1097,W_User.10,Community,3734000,5 Waxwing Court,Akron,OH,44393,USA,Media,Mybuzz [361],230,Other,1-(234)282-4208,Warm,Small Business,1961
