Account.External_Id__c,Owner.External_Id__c,CreatedDate__c,External_Id__c,Contact.External_Id__c,IsEscalated,CSAT__c,Origin,Type,Subject,Priority,Status,ClosedDate__c
W_Account.5612,W_User.11,2017-02-25 00:00:00,W_Case.5678,W_Contact.5612,false,93,Phone,General,I received the wrong invoice.,Medium,Closed,2017-03-06 00:00:00
W_Account.5612,W_User.11,2017-05-01 00:00:00,W_Case.5679,W_Contact.5612,false,77,Q&A,Product Support,How can I request a new feature?,Critical,Closed,2017-05-08 00:00:00
W_Account.5614,W_User.7,2015-09-14 00:00:00,W_Case.5680,W_Contact.5614,false,71,Twitter,Technical Issue,How much do I owe on my bill?,Critical,Closed,2015-09-17 00:00:00
W_Account.5614,W_User.7,2015-09-05 00:00:00,W_Case.5681,W_Contact.5614,false,71,Community,Product Support,What does your service contract cover?,High,Closed,2015-09-07 00:00:00
W_Account.5614,W_User.7,2015-09-19 00:00:00,W_Case.5682,W_Contact.5614,false,79,Instagram,Technical Issue,How much do I owe on my bill?,Medium,Closed,2015-09-25 00:00:00
W_Account.5615,W_User.2,2016-01-26 00:00:00,W_Case.5683,W_Contact.5615,false,71,Instagram,Technical Issue,Billing statement incorrect,Critical,Closed,2016-02-04 00:00:00
W_Account.5617,W_User.10,2016-06-21 00:00:00,W_Case.5684,W_Contact.5617,false,84,Email,Product Support,Customer would like to upgrade,High,Closed,2016-06-29 00:00:00
W_Account.5617,W_User.10,2016-07-02 00:00:00,W_Case.5685,W_Contact.5617,false,82,Chat,Technical Issue,How do I exchange a product?,Medium,Working,
W_Account.5618,W_User.5,2015-10-04 00:00:00,W_Case.5686,W_Contact.5618,false,69,Instagram,Technical Issue,Please send shipping confirmation.,Medium,Closed,2015-10-10 00:00:00
W_Account.5618,W_User.5,2015-10-29 00:00:00,W_Case.5687,W_Contact.5618,false,61,Twitter,Technical Issue,Can you expedite my order?,Low,Closed,2015-10-31 00:00:00
W_Account.5618,W_User.5,2015-11-07 00:00:00,W_Case.5688,W_Contact.5618,false,71,Instagram,Product Support,Customer would like to upgrade,Medium,Closed,2015-11-13 00:00:00
W_Account.5618,W_User.5,2015-11-21 00:00:00,W_Case.5689,W_Contact.5618,false,81,Google,Account Support,Billing issue,Critical,Closed,2015-11-21 00:00:00
W_Account.5618,W_User.5,2015-11-11 00:00:00,W_Case.5690,W_Contact.5618,false,80,LinkedIn,General,Need most recent invoice,Low,Closed,2015-11-11 00:00:00
W_Account.5618,W_User.5,2015-10-13 00:00:00,W_Case.5691,W_Contact.5618,false,78,Facebook,General,How do I check my order status?,High,Closed,2015-10-18 00:00:00
W_Account.5618,W_User.5,2015-12-13 00:00:00,W_Case.5692,W_Contact.5618,false,62,Community,Product Support,How do I become a partner?,Critical,Closed,2015-12-18 00:00:00
W_Account.5618,W_User.5,2015-12-07 00:00:00,W_Case.5693,W_Contact.5618,false,71,Twitter,Account Support,Question about my invoice,Low,Closed,2015-12-15 00:00:00
W_Account.5619,W_User.3,2015-07-29 00:00:00,W_Case.5694,W_Contact.5619,false,58,Email,Account Support,How do I upgrade?,Low,Closed,2015-08-04 00:00:00
W_Account.5620,W_User.13,2016-11-19 00:00:00,W_Case.5695,W_Contact.5620,false,60,Facebook,Account Support,Please expedite my order.,Low,Closed,2016-11-19 00:00:00
W_Account.5620,W_User.13,2017-01-24 00:00:00,W_Case.5696,W_Contact.5620,false,90,Q&A,General,Customer would like to upgrade,Medium,Closed,2017-01-30 00:00:00
W_Account.5620,W_User.13,2016-11-13 00:00:00,W_Case.5697,W_Contact.5620,false,62,Chat,Account Support,Please change my contact information.,Low,Closed,2016-11-21 00:00:00
W_Account.5624,W_User.1,2017-03-20 00:00:00,W_Case.5698,W_Contact.5624,false,88,Q&A,Product Support,Where do I submit a product suggestion?,Medium,Closed,2017-03-22 00:00:00
W_Account.5625,W_User.2,2015-09-22 00:00:00,W_Case.5699,W_Contact.5625,false,69,Twitter,Account Support,Question about my invoice,Critical,Closed,2015-10-01 00:00:00
W_Account.5625,W_User.2,2015-10-08 00:00:00,W_Case.5700,W_Contact.5625,false,84,Google,Technical Issue,Items missing from shipment.,Low,Waiting on Customer,
W_Account.5628,W_User.3,2015-11-26 00:00:00,W_Case.5701,W_Contact.5628,false,74,Twitter,General,Was our last payment correct?,High,Closed,2015-11-28 00:00:00
W_Account.5630,W_User.9,2016-06-02 00:00:00,W_Case.5702,W_Contact.5630,false,68,Community,Product Support,Can I use your app on my phone?,High,Closed,2016-06-10 00:00:00
W_Account.5630,W_User.9,2016-06-25 00:00:00,W_Case.5703,W_Contact.5630,false,81,Website,Technical Issue,Billing address change,Low,Closed,2016-06-25 00:00:00
W_Account.5633,W_User.10,2016-04-16 00:00:00,W_Case.5704,W_Contact.5633,false,82,Mobile Device,Product Support,How do I upgrade?,Low,Closed,2016-04-19 00:00:00
W_Account.5635,W_User.8,2015-09-25 00:00:00,W_Case.5705,W_Contact.5635,false,71,Email,Account Support,Can't understand installation instructions,Medium,Closed,2015-10-01 00:00:00
W_Account.5635,W_User.8,2015-10-16 00:00:00,W_Case.5706,W_Contact.5635,false,71,Google,Product Support,How do I change my communication preferences?,Critical,Closed,2015-10-21 00:00:00
W_Account.5635,W_User.8,2015-09-06 00:00:00,W_Case.5707,W_Contact.5635,false,71,Google,General,Customer would like to upgrade,Low,Closed,2015-09-14 00:00:00
W_Account.5635,W_User.8,2015-09-28 00:00:00,W_Case.5708,W_Contact.5635,false,61,Q&A,Technical Issue,What are your support hours?,Low,Closed,2015-10-04 00:00:00
W_Account.5639,W_User.3,2016-03-12 00:00:00,W_Case.5709,W_Contact.5639,true,72,Facebook,Technical Issue,What does your service contract cover?,High,Closed,2016-03-17 00:00:00
W_Account.5641,W_User.2,2016-02-05 00:00:00,W_Case.5710,W_Contact.5641,false,74,Phone,Technical Issue,Product is shutting down intermittently,Low,Closed,2016-02-11 00:00:00
W_Account.5641,W_User.2,2015-12-25 00:00:00,W_Case.5711,W_Contact.5641,false,74,Website,General,Purchase order question,Medium,Closed,2015-12-25 00:00:00
W_Account.5641,W_User.2,2016-02-08 00:00:00,W_Case.5712,W_Contact.5641,false,66,Phone,Account Support,Billing statement incorrect,High,Closed,2016-02-11 00:00:00
W_Account.5641,W_User.2,2016-02-26 00:00:00,W_Case.5713,W_Contact.5641,false,88,Phone,Technical Issue,Does your app work on my mobile device?,High,Closed,2016-03-05 00:00:00
W_Account.5644,W_User.4,2017-05-07 00:00:00,W_Case.5714,W_Contact.5644,false,69,LinkedIn,Technical Issue,I need to pay my invoice.,Critical,Closed,2017-05-08 00:00:00
W_Account.5645,W_User.9,2016-10-11 00:00:00,W_Case.5715,W_Contact.5645,false,56,Twitter,Technical Issue,Need guidance getting started with my installation,Medium,Closed,2016-10-18 00:00:00
W_Account.5651,W_User.4,2017-02-25 00:00:00,W_Case.5716,W_Contact.5651,false,63,Twitter,Product Support,Can you expedite my order?,High,Closed,2017-03-05 00:00:00
W_Account.5653,W_User.8,2016-05-13 00:00:00,W_Case.5717,W_Contact.5653,false,72,Q&A,Technical Issue,What's included in your service contract?,High,Closed,2016-05-22 00:00:00
W_Account.5653,W_User.8,2016-02-29 00:00:00,W_Case.5718,W_Contact.5653,false,78,LinkedIn,Account Support,Where do I get your mobile app?,Critical,Closed,2016-03-09 00:00:00
W_Account.5654,W_User.8,2016-12-02 00:00:00,W_Case.5719,W_Contact.5654,false,77,Facebook,Account Support,Question about taxes on my order.,Critical,Closed,2016-12-09 00:00:00
W_Account.5655,W_User.5,2017-04-06 00:00:00,W_Case.5720,W_Contact.5655,false,56,Email,Technical Issue,I can't understand the installation instructions,Critical,Closed,2017-04-07 00:00:00
W_Account.5659,W_User.8,2016-05-09 00:00:00,W_Case.5721,W_Contact.5659,false,75,Website,Technical Issue,Need guidance getting started with my installation,Medium,Closed,2016-05-14 00:00:00
W_Account.5660,W_User.6,2016-09-14 00:00:00,W_Case.5722,W_Contact.5660,false,88,Email,Technical Issue,How do I sign up for your email newsletter?,Low,Closed,2016-09-19 00:00:00
W_Account.5662,W_User.6,2015-07-08 00:00:00,W_Case.5723,W_Contact.5662,false,62,Facebook,General,I need to pay my invoice.,Medium,Closed,2015-07-12 00:00:00
W_Account.5664,W_User.6,2016-04-30 00:00:00,W_Case.5724,W_Contact.5664,false,79,Community,Product Support,Customer service hours of operation.,Medium,Closed,2016-05-08 00:00:00
W_Account.5664,W_User.6,2016-03-19 00:00:00,W_Case.5725,W_Contact.5664,false,67,Email,Account Support,Can you expedite my order?,Medium,Closed,2016-03-20 00:00:00
W_Account.5667,W_User.11,2015-09-04 00:00:00,W_Case.5726,W_Contact.5667,false,69,Community,Technical Issue,I need to pay my invoice.,Critical,Closed,2015-09-08 00:00:00
W_Account.5667,W_User.11,2015-08-08 00:00:00,W_Case.5727,W_Contact.5667,false,82,Phone,Account Support,Do you sell replacement parts?,High,Closed,2015-08-12 00:00:00
W_Account.5667,W_User.11,2015-10-29 00:00:00,W_Case.5728,W_Contact.5667,false,77,Google,Account Support,Initiating return process.,Critical,Closed,2015-11-07 00:00:00
W_Account.5667,W_User.11,2015-08-31 00:00:00,W_Case.5729,W_Contact.5667,false,81,Twitter,General,Product setup issues,Low,Closed,2015-09-06 00:00:00
W_Account.5672,W_User.9,2017-02-07 00:00:00,W_Case.5730,W_Contact.5672,false,74,Website,Technical Issue,Product is shutting down intermittently,Medium,Closed,2017-02-11 00:00:00
W_Account.5673,W_User.4,2016-10-27 00:00:00,W_Case.5731,W_Contact.5673,false,73,Website,General,Do you sell replacement parts?,Critical,Closed,2016-10-31 00:00:00
W_Account.5673,W_User.4,2016-10-19 00:00:00,W_Case.5732,W_Contact.5673,false,69,Google,Account Support,Billing statement incorrect,Low,Closed,2016-10-26 00:00:00
W_Account.5673,W_User.4,2016-10-16 00:00:00,W_Case.5733,W_Contact.5673,false,90,Website,Product Support,Can you help me get set up?,Medium,Closed,2016-10-18 00:00:00
W_Account.5673,W_User.4,2016-09-30 00:00:00,W_Case.5734,W_Contact.5673,false,77,Phone,Product Support,I have a product suggestion.,Critical,Closed,2016-10-08 00:00:00
W_Account.5682,W_User.1,2016-01-12 00:00:00,W_Case.5735,W_Contact.5682,false,77,Instagram,General,How is my password stored?,Medium,Closed,2016-01-20 00:00:00
W_Account.5683,W_User.2,2015-11-06 00:00:00,W_Case.5736,W_Contact.5683,false,92,LinkedIn,Account Support,Items missing from shipment.,Medium,Closed,2015-11-07 00:00:00
W_Account.5684,W_User.13,2016-04-09 00:00:00,W_Case.5737,W_Contact.5684,true,63,Phone,Product Support,Can you help me get set up?,Medium,Attention,
W_Account.5686,W_User.6,2016-01-21 00:00:00,W_Case.5738,W_Contact.5686,false,77,Email,Product Support,How do I troubleshoot a product issue?,Low,Closed,2016-01-28 00:00:00
W_Account.5686,W_User.6,2015-12-30 00:00:00,W_Case.5739,W_Contact.5686,false,66,Website,Technical Issue,Where can I download your mobile app?,High,Closed,2016-01-05 00:00:00
W_Account.5688,W_User.8,2015-09-09 00:00:00,W_Case.5740,W_Contact.5688,false,61,Q&A,Technical Issue,Initiating return process.,Medium,Closed,2015-09-10 00:00:00
W_Account.5688,W_User.8,2015-09-21 00:00:00,W_Case.5741,W_Contact.5688,false,53,Website,Technical Issue,Problem with my bill,Low,Closed,2015-09-22 00:00:00
W_Account.5689,W_User.9,2017-04-07 00:00:00,W_Case.5742,W_Contact.5689,true,79,Phone,Account Support,Billing address change,Critical,Closed,2017-04-14 00:00:00
W_Account.5689,W_User.9,2017-04-07 00:00:00,W_Case.5743,W_Contact.5689,false,67,Q&A,Product Support,Assembly instruction help,Low,Closed,2017-04-15 00:00:00
W_Account.5689,W_User.9,2017-04-05 00:00:00,W_Case.5744,W_Contact.5689,false,73,Website,Account Support,Question about taxes on my order.,High,Closed,2017-04-14 00:00:00
W_Account.5689,W_User.9,2017-03-21 00:00:00,W_Case.5745,W_Contact.5689,false,90,Instagram,Account Support,How do I become a partner?,Critical,Closed,2017-03-21 00:00:00
W_Account.5689,W_User.9,2017-04-17 00:00:00,W_Case.5746,W_Contact.5689,false,82,Google,Account Support,Where do I submit a product suggestion?,Low,Closed,2017-04-26 00:00:00
W_Account.5689,W_User.9,2017-04-03 00:00:00,W_Case.5747,W_Contact.5689,false,75,Facebook,General,How do I check my order status?,Low,Closed,2017-04-03 00:00:00
W_Account.5691,W_User.8,2015-11-27 00:00:00,W_Case.5748,W_Contact.5691,false,66,Twitter,Account Support,How do I set up auto-payment?,High,Closed,2015-12-02 00:00:00
W_Account.5692,W_User.7,2015-12-15 00:00:00,W_Case.5749,W_Contact.5692,false,78,Community,Product Support,Where can I purchase your products?,Medium,Closed,2015-12-20 00:00:00
W_Account.5693,W_User.9,2015-08-18 00:00:00,W_Case.5750,W_Contact.5693,false,82,LinkedIn,Technical Issue,Where do I send my check?,Low,Closed,2015-08-19 00:00:00
W_Account.5694,W_User.5,2015-08-25 00:00:00,W_Case.5751,W_Contact.5694,false,81,Facebook,Technical Issue,Problem with my bill,Medium,Closed,2015-09-03 00:00:00
W_Account.5697,W_User.1,2017-04-09 00:00:00,W_Case.5752,W_Contact.5697,false,57,Email,Account Support,I can't understand the installation instructions,High,Closed,2017-04-11 00:00:00
W_Account.5697,W_User.1,2017-04-21 00:00:00,W_Case.5753,W_Contact.5697,false,73,LinkedIn,Account Support,How much do I owe on my bill?,High,Escalated,
W_Account.5697,W_User.1,2017-04-06 00:00:00,W_Case.5754,W_Contact.5697,false,67,Mobile Device,Account Support,Can I access your community from my mobile device?,Medium,Closed,2017-04-09 00:00:00
W_Account.5697,W_User.1,2017-04-02 00:00:00,W_Case.5755,W_Contact.5697,false,73,Facebook,Product Support,Setup Instructions are missing,High,Escalated,
W_Account.5697,W_User.1,2017-03-25 00:00:00,W_Case.5756,W_Contact.5697,false,53,Instagram,General,How do I set up auto-payment?,High,Closed,2017-04-02 00:00:00
W_Account.5697,W_User.1,2017-04-05 00:00:00,W_Case.5757,W_Contact.5697,false,66,Website,Product Support,Please send shipping confirmation.,Critical,Closed,2017-04-05 00:00:00
W_Account.5697,W_User.1,2017-03-23 00:00:00,W_Case.5758,W_Contact.5697,false,67,Website,General,How much do I owe on my bill?,Low,Closed,2017-03-29 00:00:00
W_Account.5700,W_User.10,2016-02-05 00:00:00,W_Case.5759,W_Contact.5700,false,90,LinkedIn,Product Support,Product is shutting down intermittently,Medium,Closed,2016-02-08 00:00:00
W_Account.5700,W_User.10,2016-02-26 00:00:00,W_Case.5760,W_Contact.5700,false,77,Chat,General,How much do I owe on my bill?,Critical,Closed,2016-02-29 00:00:00
W_Account.5700,W_User.10,2016-02-28 00:00:00,W_Case.5761,W_Contact.5700,false,83,Community,Technical Issue,Billing issue,High,Closed,2016-03-07 00:00:00
W_Account.5702,W_User.7,2016-03-12 00:00:00,W_Case.5762,W_Contact.5702,false,75,Chat,Product Support,Can't understand installation instructions,High,Closed,2016-03-18 00:00:00
W_Account.5704,W_User.2,2016-05-14 00:00:00,W_Case.5763,W_Contact.5704,false,69,Mobile Device,General,How do I diagnose this product issue?,Critical,Closed,2016-05-17 00:00:00
W_Account.5707,W_User.1,2016-05-28 00:00:00,W_Case.5764,W_Contact.5707,false,81,Mobile Device,Technical Issue,Need most recent invoice,Medium,Attention,
W_Account.5707,W_User.1,2016-06-23 00:00:00,W_Case.5765,W_Contact.5707,false,77,Q&A,Account Support,How do I set up auto-payment?,Medium,Closed,2016-06-25 00:00:00
W_Account.5713,W_User.9,2016-03-24 00:00:00,W_Case.5766,W_Contact.5713,false,85,Mobile Device,Account Support,I have a question about my order.,Low,Closed,2016-04-02 00:00:00
W_Account.5713,W_User.9,2016-03-18 00:00:00,W_Case.5767,W_Contact.5713,false,80,LinkedIn,Technical Issue,Billing address change,Low,Closed,2016-03-24 00:00:00
W_Account.5716,W_User.3,2016-07-09 00:00:00,W_Case.5768,W_Contact.5716,false,86,Twitter,Account Support,How do I become a partner?,Medium,Closed,2016-07-14 00:00:00
W_Account.5716,W_User.3,2016-07-02 00:00:00,W_Case.5769,W_Contact.5716,false,93,Instagram,Technical Issue,Expediting my order?,Low,Closed,2016-07-07 00:00:00
W_Account.5717,W_User.9,2017-03-24 00:00:00,W_Case.5770,W_Contact.5717,false,81,Twitter,Technical Issue,Initiating return process.,High,Closed,2017-03-25 00:00:00
W_Account.5717,W_User.9,2017-03-16 00:00:00,W_Case.5771,W_Contact.5717,false,59,Google,Account Support,Where do I send my check?,Medium,Closed,2017-03-25 00:00:00
W_Account.5717,W_User.9,2017-01-30 00:00:00,W_Case.5772,W_Contact.5717,false,85,Instagram,Product Support,Do you sell replacement parts?,Low,Closed,2017-02-02 00:00:00
W_Account.5717,W_User.9,2017-02-05 00:00:00,W_Case.5773,W_Contact.5717,false,79,Community,Product Support,Troubleshooting issues with the product,High,Closed,2017-02-07 00:00:00
W_Account.5717,W_User.9,2017-04-01 00:00:00,W_Case.5774,W_Contact.5717,false,66,Twitter,General,Incorrect bill,Medium,Closed,2017-04-05 00:00:00
W_Account.5717,W_User.9,2017-03-12 00:00:00,W_Case.5775,W_Contact.5717,false,71,Google,Account Support,Please send shipping confirmation.,Low,Closed,2017-03-15 00:00:00
W_Account.5718,W_User.6,2016-11-13 00:00:00,W_Case.5776,W_Contact.5718,false,80,Google,General,How do I check my order status?,Critical,Closed,2016-11-18 00:00:00
W_Account.5718,W_User.6,2016-09-16 00:00:00,W_Case.5777,W_Contact.5718,false,88,LinkedIn,Account Support,What are your support hours?,Critical,Closed,2016-09-25 00:00:00
W_Account.5718,W_User.6,2016-11-10 00:00:00,W_Case.5778,W_Contact.5718,false,76,Facebook,Product Support,I have a question about my contract.,High,Closed,2016-11-11 00:00:00
W_Account.5718,W_User.6,2016-09-11 00:00:00,W_Case.5779,W_Contact.5718,false,77,Mobile Device,Account Support,Question on my most recent order.,High,Closed,2016-09-11 00:00:00
W_Account.5718,W_User.6,2016-11-03 00:00:00,W_Case.5780,W_Contact.5718,false,54,Instagram,Account Support,Need guidance getting started with my installation,Critical,Closed,2016-11-08 00:00:00
W_Account.5718,W_User.6,2016-09-30 00:00:00,W_Case.5781,W_Contact.5718,false,74,Chat,Product Support,Does your app work on my mobile device?,Low,Closed,2016-10-01 00:00:00
W_Account.5718,W_User.6,2016-10-04 00:00:00,W_Case.5782,W_Contact.5718,true,75,Mobile Device,General,Can't understand installation instructions,High,Closed,2016-10-13 00:00:00
W_Account.5718,W_User.6,2016-10-25 00:00:00,W_Case.5783,W_Contact.5718,false,79,Website,General,Need additional product information,Low,Closed,2016-11-02 00:00:00
W_Account.5718,W_User.6,2016-09-25 00:00:00,W_Case.5784,W_Contact.5718,false,87,Facebook,Account Support,Can you help me get set up?,High,Closed,2016-10-04 00:00:00
W_Account.5718,W_User.6,2016-10-28 00:00:00,W_Case.5785,W_Contact.5718,false,78,Email,Account Support,Where do I submit a product suggestion?,Medium,Closed,2016-11-02 00:00:00
W_Account.5718,W_User.6,2016-09-13 00:00:00,W_Case.5786,W_Contact.5718,false,65,Q&A,General,How do I set up auto-renewal?,Critical,Closed,2016-09-15 00:00:00
W_Account.5718,W_User.6,2016-09-17 00:00:00,W_Case.5787,W_Contact.5718,false,79,Twitter,General,How do I troubleshoot a product issue?,High,Closed,2016-09-25 00:00:00
W_Account.5718,W_User.6,2016-08-28 00:00:00,W_Case.5788,W_Contact.5718,false,76,LinkedIn,Product Support,"Product damaged, mishandled during shipping.",Low,Closed,2016-09-01 00:00:00
W_Account.5718,W_User.6,2016-09-15 00:00:00,W_Case.5789,W_Contact.5718,false,53,Twitter,Technical Issue,Please expedite my order.,High,Closed,2016-09-23 00:00:00
W_Account.5718,W_User.6,2016-11-18 00:00:00,W_Case.5790,W_Contact.5718,false,67,Q&A,Account Support,Can you help me get set up?,Critical,Closed,2016-11-19 00:00:00
W_Account.5718,W_User.6,2016-11-12 00:00:00,W_Case.5791,W_Contact.5718,false,73,Phone,Product Support,I have a question about my contract.,Low,Closed,2016-11-13 00:00:00
W_Account.5718,W_User.6,2016-10-05 00:00:00,W_Case.5792,W_Contact.5718,false,81,Google,Technical Issue,Is my personal information safe?,Critical,Closed,2016-10-12 00:00:00
W_Account.5718,W_User.6,2016-08-29 00:00:00,W_Case.5793,W_Contact.5718,false,74,Twitter,Product Support,Expediting my order?,Medium,Closed,2016-08-31 00:00:00
W_Account.5718,W_User.6,2016-11-17 00:00:00,W_Case.5794,W_Contact.5718,false,66,Website,Technical Issue,Can I access your community from my mobile device?,Critical,Closed,2016-11-24 00:00:00
W_Account.5718,W_User.6,2016-08-30 00:00:00,W_Case.5795,W_Contact.5718,false,85,Mobile Device,Product Support,Please change my contact information.,High,Closed,2016-09-03 00:00:00
W_Account.5718,W_User.6,2016-09-15 00:00:00,W_Case.5796,W_Contact.5718,false,73,Email,General,What are your service hours?,Low,Closed,2016-09-16 00:00:00
W_Account.5718,W_User.6,2016-09-18 00:00:00,W_Case.5797,W_Contact.5718,false,84,Chat,General,Where can I purchase your products?,Medium,Closed,2016-09-22 00:00:00
W_Account.5718,W_User.6,2016-10-09 00:00:00,W_Case.5798,W_Contact.5718,false,62,Facebook,Technical Issue,Can you expedite my order?,Critical,Closed,2016-10-14 00:00:00
W_Account.5718,W_User.6,2016-08-30 00:00:00,W_Case.5799,W_Contact.5718,false,73,Instagram,General,Product setup issues,Critical,Closed,2016-08-30 00:00:00
W_Account.5718,W_User.6,2016-08-25 00:00:00,W_Case.5800,W_Contact.5718,false,79,Instagram,General,Projector getting over heated,Medium,Closed,2016-09-02 00:00:00
W_Account.5718,W_User.6,2016-10-16 00:00:00,W_Case.5801,W_Contact.5718,false,83,Q&A,Account Support,Question on my most recent order.,Critical,Closed,2016-10-20 00:00:00
W_Account.5718,W_User.6,2016-08-25 00:00:00,W_Case.5802,W_Contact.5718,false,77,Chat,Technical Issue,Can't understand installation instructions,Critical,Closed,2016-08-30 00:00:00
W_Account.5718,W_User.6,2016-09-09 00:00:00,W_Case.5803,W_Contact.5718,false,64,Mobile Device,General,Problem with my bill,Low,Closed,2016-09-17 00:00:00
W_Account.5718,W_User.6,2016-10-06 00:00:00,W_Case.5804,W_Contact.5718,false,63,Q&A,Account Support,Can you help me get set up?,High,Closed,2016-10-08 00:00:00
W_Account.5720,W_User.11,2016-10-21 00:00:00,W_Case.5805,W_Contact.5720,false,74,Mobile Device,Product Support,Where can I purchase your products?,Medium,Closed,2016-10-28 00:00:00
W_Account.5723,W_User.10,2015-10-31 00:00:00,W_Case.5806,W_Contact.5723,false,80,Google,Technical Issue,How do I create a secure password?,Low,Closed,2015-10-31 00:00:00
W_Account.5724,W_User.1,2016-08-24 00:00:00,W_Case.5807,W_Contact.5724,false,86,Twitter,Product Support,Question about my last billing statement,High,Closed,2016-08-29 00:00:00
W_Account.5724,W_User.1,2016-08-17 00:00:00,W_Case.5808,W_Contact.5724,false,73,Community,Technical Issue,How do I get started with your service?,Low,Closed,2016-08-25 00:00:00
W_Account.5724,W_User.1,2016-10-25 00:00:00,W_Case.5809,W_Contact.5724,false,89,Facebook,Product Support,What's included in your service contract?,Medium,Closed,2016-10-30 00:00:00
W_Account.5725,W_User.11,2017-05-22 00:00:00,W_Case.5810,W_Contact.5725,false,71,Community,Product Support,How do I check my order status?,Medium,Closed,2017-05-22 00:00:00
W_Account.5725,W_User.11,2017-05-22 00:00:00,W_Case.5811,W_Contact.5725,false,74,Twitter,Product Support,Bill payment clarification.,High,Closed,2017-05-22 00:00:00
W_Account.5725,W_User.11,2017-05-22 00:00:00,W_Case.5812,W_Contact.5725,false,90,Q&A,Technical Issue,Purchase order question,Low,Closed,2017-05-22 00:00:00
W_Account.5726,W_User.12,2015-11-02 00:00:00,W_Case.5813,W_Contact.5726,false,68,Chat,General,How do I change my password?,Critical,Closed,2015-11-07 00:00:00
W_Account.5726,W_User.12,2015-10-17 00:00:00,W_Case.5814,W_Contact.5726,false,74,Google,General,Setup Instructions are missing,High,Closed,2015-10-23 00:00:00
W_Account.5728,W_User.8,2016-03-02 00:00:00,W_Case.5815,W_Contact.5728,false,96,Community,General,Items missing from shipment.,High,Closed,2016-03-04 00:00:00
W_Account.5728,W_User.8,2016-04-16 00:00:00,W_Case.5816,W_Contact.5728,false,73,Mobile Device,Account Support,How is my password stored?,High,Closed,2016-04-22 00:00:00
W_Account.5730,W_User.6,2017-02-22 00:00:00,W_Case.5817,W_Contact.5730,false,86,Q&A,Technical Issue,Question about my last billing statement,High,Closed,2017-03-02 00:00:00
W_Account.5730,W_User.6,2016-12-24 00:00:00,W_Case.5818,W_Contact.5730,false,68,Email,Product Support,How do I obtain your annual report?,Medium,Closed,2016-12-31 00:00:00
W_Account.5734,W_User.1,2015-12-31 00:00:00,W_Case.5819,W_Contact.5734,false,74,Phone,Technical Issue,Where can I download your mobile app?,Low,Closed,2016-01-06 00:00:00
W_Account.5737,W_User.11,2016-05-23 00:00:00,W_Case.5820,W_Contact.5737,false,74,Phone,Product Support,Question about taxes on my order.,Medium,Attention,
W_Account.5737,W_User.11,2016-05-04 00:00:00,W_Case.5821,W_Contact.5737,false,85,LinkedIn,Product Support,Does your app work on my mobile device?,Medium,Closed,2016-05-04 00:00:00
W_Account.5737,W_User.11,2016-05-18 00:00:00,W_Case.5822,W_Contact.5737,false,79,Chat,Technical Issue,Please change my contact information.,Low,Closed,2016-05-26 00:00:00
W_Account.5737,W_User.11,2016-04-20 00:00:00,W_Case.5823,W_Contact.5737,false,74,LinkedIn,Account Support,Problem with my bill,Low,Closed,2016-04-28 00:00:00
W_Account.5739,W_User.1,2016-07-26 00:00:00,W_Case.5824,W_Contact.5739,false,88,Facebook,Account Support,Can I access your community from my mobile device?,Medium,Closed,2016-08-04 00:00:00
W_Account.5739,W_User.1,2016-05-28 00:00:00,W_Case.5825,W_Contact.5739,false,60,Facebook,General,How do I get started with your service?,Critical,Closed,2016-05-29 00:00:00
W_Account.5740,W_User.10,2016-06-03 00:00:00,W_Case.5826,W_Contact.5740,false,76,Google,Product Support,How do I diagnose this product issue?,Critical,Closed,2016-06-12 00:00:00
W_Account.5740,W_User.10,2016-07-27 00:00:00,W_Case.5827,W_Contact.5740,false,75,Google,General,What does your service contract cover?,High,Closed,2016-07-28 00:00:00
W_Account.5740,W_User.10,2016-07-01 00:00:00,W_Case.5828,W_Contact.5740,false,85,LinkedIn,Technical Issue,Customer called to make a payment,High,Closed,2016-07-10 00:00:00
W_Account.5740,W_User.10,2016-05-26 00:00:00,W_Case.5829,W_Contact.5740,false,52,Twitter,Product Support,I can't understand the installation instructions,Low,Closed,2016-05-26 00:00:00
W_Account.5740,W_User.10,2016-06-10 00:00:00,W_Case.5830,W_Contact.5740,false,68,Google,Account Support,Items missing from shipment.,Medium,Closed,2016-06-10 00:00:00
W_Account.5740,W_User.10,2016-08-11 00:00:00,W_Case.5831,W_Contact.5740,false,79,Phone,Product Support,How do I diagnose this product issue?,High,Closed,2016-08-11 00:00:00
W_Account.5740,W_User.10,2016-06-25 00:00:00,W_Case.5832,W_Contact.5740,false,75,Email,General,How is my password stored?,Medium,Closed,2016-06-26 00:00:00
W_Account.5740,W_User.10,2016-07-06 00:00:00,W_Case.5833,W_Contact.5740,false,75,Website,Account Support,How do I get started with your service?,Low,Closed,2016-07-10 00:00:00
W_Account.5740,W_User.10,2016-08-17 00:00:00,W_Case.5834,W_Contact.5740,false,61,Phone,Account Support,"Product damaged, mishandled during shipping.",High,Closed,2016-08-23 00:00:00
W_Account.5740,W_User.10,2016-07-16 00:00:00,W_Case.5835,W_Contact.5740,false,82,Community,Product Support,Can you help me get set up?,Medium,Closed,2016-07-19 00:00:00
