External_Id__c,Opportunity.External_Id__c,TotalPrice,PricebookEntry.External_Id__c,Quantity
W_OpportunityLineItem.2176,W_Opportunity.62173,20000,W_PricebookEntry.7,28
W_OpportunityLineItem.2177,W_Opportunity.62180,40000,W_PricebookEntry.8,37
W_OpportunityLineItem.2178,W_Opportunity.62219,30000,W_PricebookEntry.9,24
W_OpportunityLineItem.2179,W_Opportunity.62240,10000,W_PricebookEntry.3,9
W_OpportunityLineItem.2180,W_Opportunity.62254,35000,W_PricebookEntry.10,21
W_OpportunityLineItem.2181,W_Opportunity.62279,10000,W_PricebookEntry.7,14
W_OpportunityLineItem.2182,W_Opportunity.62299,194000,W_PricebookEntry.9,154
W_OpportunityLineItem.2183,W_Opportunity.62310,50000,W_PricebookEntry.7,70
W_OpportunityLineItem.2184,W_Opportunity.62327,10000,W_PricebookEntry.7,14
W_OpportunityLineItem.2185,W_Opportunity.62351,15000,W_PricebookEntry.10,9
W_OpportunityLineItem.2186,W_Opportunity.62377,30000,W_PricebookEntry.3,27
W_OpportunityLineItem.2187,W_Opportunity.62399,50000,W_PricebookEntry.8,46
W_OpportunityLineItem.2188,W_Opportunity.62444,21333,W_PricebookEntry.7,30
W_OpportunityLineItem.2189,W_Opportunity.62469,30000,W_PricebookEntry.9,24
W_OpportunityLineItem.2190,W_Opportunity.62479,10000,W_PricebookEntry.9,8
W_OpportunityLineItem.2191,W_Opportunity.62496,110000,W_PricebookEntry.7,154
W_OpportunityLineItem.2192,W_Opportunity.62524,50000,W_PricebookEntry.4,31
W_OpportunityLineItem.2193,W_Opportunity.62526,20000,W_PricebookEntry.3,18
W_OpportunityLineItem.2194,W_Opportunity.62543,100000,W_PricebookEntry.11,42
W_OpportunityLineItem.2195,W_Opportunity.62587,50000,W_PricebookEntry.3,45
W_OpportunityLineItem.2196,W_Opportunity.62589,100000,W_PricebookEntry.3,90
W_OpportunityLineItem.2197,W_Opportunity.62602,80000,W_PricebookEntry.11,34
W_OpportunityLineItem.2198,W_Opportunity.62603,10000,W_PricebookEntry.11,5
W_OpportunityLineItem.2199,W_Opportunity.62604,50000,W_PricebookEntry.6,19
W_OpportunityLineItem.2200,W_Opportunity.62606,30000,W_PricebookEntry.3,27
W_OpportunityLineItem.2201,W_Opportunity.62608,400000,W_PricebookEntry.11,167
W_OpportunityLineItem.2202,W_Opportunity.62635,70000,W_PricebookEntry.7,98
W_OpportunityLineItem.2203,W_Opportunity.62658,5000,W_PricebookEntry.8,5
W_OpportunityLineItem.2204,W_Opportunity.62659,23455,W_PricebookEntry.7,33
W_OpportunityLineItem.2205,W_Opportunity.62672,20000,W_PricebookEntry.3,18
W_OpportunityLineItem.2206,W_Opportunity.62694,80000,W_PricebookEntry.11,34
W_OpportunityLineItem.2207,W_Opportunity.62697,51000,W_PricebookEntry.4,31
W_OpportunityLineItem.2208,W_Opportunity.62704,100000,W_PricebookEntry.10,60
W_OpportunityLineItem.2209,W_Opportunity.62707,105000,W_PricebookEntry.10,63
W_OpportunityLineItem.2210,W_Opportunity.62710,100000,W_PricebookEntry.3,90
W_OpportunityLineItem.2211,W_Opportunity.62737,10000,W_PricebookEntry.4,7
W_OpportunityLineItem.2212,W_Opportunity.62742,7500,W_PricebookEntry.9,6
W_OpportunityLineItem.2213,W_Opportunity.62766,22000,W_PricebookEntry.3,20
W_OpportunityLineItem.2214,W_Opportunity.62818,250000,W_PricebookEntry.11,104
W_OpportunityLineItem.2215,W_Opportunity.62892,101000,W_PricebookEntry.9,80
W_OpportunityLineItem.2216,W_Opportunity.62932,70000,W_PricebookEntry.9,56
W_OpportunityLineItem.2217,W_Opportunity.62954,42000,W_PricebookEntry.3,38
W_OpportunityLineItem.2218,W_Opportunity.62961,40000,W_PricebookEntry.7,56
W_OpportunityLineItem.2219,W_Opportunity.62989,120000,W_PricebookEntry.3,108
W_OpportunityLineItem.2220,W_Opportunity.62992,80000,W_PricebookEntry.8,73
W_OpportunityLineItem.2221,W_Opportunity.63021,58400,W_PricebookEntry.8,53
W_OpportunityLineItem.2222,W_Opportunity.63024,124600,W_PricebookEntry.3,112
W_OpportunityLineItem.2223,W_Opportunity.63036,30000,W_PricebookEntry.10,18
W_OpportunityLineItem.2224,W_Opportunity.63047,50000,W_PricebookEntry.9,40
W_OpportunityLineItem.2225,W_Opportunity.63056,100005,W_PricebookEntry.5,78
W_OpportunityLineItem.2226,W_Opportunity.63071,10000,W_PricebookEntry.3,9
W_OpportunityLineItem.2227,W_Opportunity.63073,25000,W_PricebookEntry.3,23
W_OpportunityLineItem.2228,W_Opportunity.63081,68152,W_PricebookEntry.1,37
W_OpportunityLineItem.2229,W_Opportunity.63085,150000,W_PricebookEntry.3,135
W_OpportunityLineItem.2230,W_Opportunity.63092,30000,W_PricebookEntry.4,19
W_OpportunityLineItem.2231,W_Opportunity.63093,54000,W_PricebookEntry.10,33
W_OpportunityLineItem.2232,W_Opportunity.63099,10000,W_PricebookEntry.11,5
W_OpportunityLineItem.2233,W_Opportunity.63128,5000,W_PricebookEntry.3,5
W_OpportunityLineItem.2234,W_Opportunity.63156,75000,W_PricebookEntry.3,68
W_OpportunityLineItem.2235,W_Opportunity.63162,101000,W_PricebookEntry.3,91
W_OpportunityLineItem.2236,W_Opportunity.63174,30000,W_PricebookEntry.11,13
W_OpportunityLineItem.2237,W_Opportunity.63176,23200,W_PricebookEntry.4,14
W_OpportunityLineItem.2238,W_Opportunity.63194,23100,W_PricebookEntry.3,21
W_OpportunityLineItem.2239,W_Opportunity.63200,3500,W_PricebookEntry.7,5
W_OpportunityLineItem.2240,W_Opportunity.63201,40000,W_PricebookEntry.9,32
W_OpportunityLineItem.2241,W_Opportunity.63245,150000,W_PricebookEntry.8,136
W_OpportunityLineItem.2242,W_Opportunity.63274,50000,W_PricebookEntry.11,21
W_OpportunityLineItem.2243,W_Opportunity.63320,0,W_PricebookEntry.9,1
W_OpportunityLineItem.2244,W_Opportunity.63321,69756,W_PricebookEntry.7,98
W_OpportunityLineItem.2245,W_Opportunity.63354,30000,W_PricebookEntry.9,24
W_OpportunityLineItem.2246,W_Opportunity.63370,10000,W_PricebookEntry.3,9
W_OpportunityLineItem.2247,W_Opportunity.63383,8000,W_PricebookEntry.10,5
W_OpportunityLineItem.2248,W_Opportunity.63415,5000,W_PricebookEntry.8,5
W_OpportunityLineItem.2249,W_Opportunity.63452,50000,W_PricebookEntry.1,28
W_OpportunityLineItem.2250,W_Opportunity.63480,25000,W_PricebookEntry.8,23
W_OpportunityLineItem.2251,W_Opportunity.63485,14000,W_PricebookEntry.11,6
W_OpportunityLineItem.2252,W_Opportunity.63486,50000,W_PricebookEntry.10,30
W_OpportunityLineItem.2253,W_Opportunity.63497,60000,W_PricebookEntry.10,36
W_OpportunityLineItem.2254,W_Opportunity.63533,15000,W_PricebookEntry.11,7
W_OpportunityLineItem.2255,W_Opportunity.63538,35000,W_PricebookEntry.5,28
W_OpportunityLineItem.2256,W_Opportunity.63569,70000,W_PricebookEntry.10,42
W_OpportunityLineItem.2257,W_Opportunity.63582,50000,W_PricebookEntry.3,45
W_OpportunityLineItem.2258,W_Opportunity.63648,32000,W_PricebookEntry.3,29
W_OpportunityLineItem.2259,W_Opportunity.63656,4000,W_PricebookEntry.9,4
W_OpportunityLineItem.2260,W_Opportunity.63678,20000,W_PricebookEntry.9,16
W_OpportunityLineItem.2261,W_Opportunity.63682,500000,W_PricebookEntry.10,300
W_OpportunityLineItem.2262,W_Opportunity.63683,20000,W_PricebookEntry.3,18
W_OpportunityLineItem.2263,W_Opportunity.63697,100000,W_PricebookEntry.8,91
W_OpportunityLineItem.2264,W_Opportunity.63702,100000,W_PricebookEntry.4,61
W_OpportunityLineItem.2265,W_Opportunity.63730,21100,W_PricebookEntry.8,20
W_OpportunityLineItem.2266,W_Opportunity.63745,105000,W_PricebookEntry.5,82
W_OpportunityLineItem.2267,W_Opportunity.63778,138424,W_PricebookEntry.10,84
W_OpportunityLineItem.2268,W_Opportunity.63791,200000,W_PricebookEntry.10,120
W_OpportunityLineItem.2269,W_Opportunity.63793,200000,W_PricebookEntry.8,181
W_OpportunityLineItem.2270,W_Opportunity.63800,6404,W_PricebookEntry.7,9
W_OpportunityLineItem.2271,W_Opportunity.63815,150000,W_PricebookEntry.11,63
W_OpportunityLineItem.2272,W_Opportunity.63824,20000,W_PricebookEntry.3,18
W_OpportunityLineItem.2273,W_Opportunity.63826,40000,W_PricebookEntry.3,36
W_OpportunityLineItem.2274,W_Opportunity.63841,20000,W_PricebookEntry.6,8
W_OpportunityLineItem.2275,W_Opportunity.63864,9942,W_PricebookEntry.7,14
W_OpportunityLineItem.2276,W_Opportunity.63867,40000,W_PricebookEntry.3,36
W_OpportunityLineItem.2277,W_Opportunity.63872,83250,W_PricebookEntry.7,117
W_OpportunityLineItem.2278,W_Opportunity.63933,30000,W_PricebookEntry.5,24
W_OpportunityLineItem.2279,W_Opportunity.63950,150000,W_PricebookEntry.4,91
W_OpportunityLineItem.2280,W_Opportunity.63964,50000,W_PricebookEntry.3,45
W_OpportunityLineItem.2281,W_Opportunity.63969,250000,W_PricebookEntry.3,225
W_OpportunityLineItem.2282,W_Opportunity.63970,100000,W_PricebookEntry.7,140
W_OpportunityLineItem.2283,W_Opportunity.63974,105000,W_PricebookEntry.3,95
W_OpportunityLineItem.2284,W_Opportunity.64027,2000,W_PricebookEntry.7,3
W_OpportunityLineItem.2285,W_Opportunity.64040,60000,W_PricebookEntry.3,54
W_OpportunityLineItem.2286,W_Opportunity.64078,10000,W_PricebookEntry.6,4
W_OpportunityLineItem.2287,W_Opportunity.64104,0,W_PricebookEntry.6,1
W_OpportunityLineItem.2288,W_Opportunity.64115,30000,W_PricebookEntry.11,13
W_OpportunityLineItem.2289,W_Opportunity.64117,50000,W_PricebookEntry.3,45
W_OpportunityLineItem.2290,W_Opportunity.64118,13600,W_PricebookEntry.6,5
W_OpportunityLineItem.2291,W_Opportunity.64123,20000,W_PricebookEntry.8,19
W_OpportunityLineItem.2292,W_Opportunity.64130,166000,W_PricebookEntry.9,132
W_OpportunityLineItem.2293,W_Opportunity.64149,700000,W_PricebookEntry.11,292
W_OpportunityLineItem.2294,W_Opportunity.64162,20000,W_PricebookEntry.9,16
W_OpportunityLineItem.2295,W_Opportunity.64181,110000,W_PricebookEntry.11,46
W_OpportunityLineItem.2296,W_Opportunity.64193,11083,W_PricebookEntry.3,10
W_OpportunityLineItem.2297,W_Opportunity.64201,25000,W_PricebookEntry.11,11
W_OpportunityLineItem.2298,W_Opportunity.64254,400000,W_PricebookEntry.5,312
W_OpportunityLineItem.2299,W_Opportunity.64256,0,W_PricebookEntry.1,1
W_OpportunityLineItem.2300,W_Opportunity.64258,0,W_PricebookEntry.1,1
W_OpportunityLineItem.2301,W_Opportunity.64260,0,W_PricebookEntry.1,1
W_OpportunityLineItem.2302,W_Opportunity.64297,20000,W_PricebookEntry.1,11
W_OpportunityLineItem.2303,W_Opportunity.64323,25000,W_PricebookEntry.6,10
W_OpportunityLineItem.2304,W_Opportunity.64343,12000,W_PricebookEntry.3,11
W_OpportunityLineItem.2305,W_Opportunity.64370,50000,W_PricebookEntry.5,39
W_OpportunityLineItem.2306,W_Opportunity.64468,8000,W_PricebookEntry.6,3
W_OpportunityLineItem.2307,W_Opportunity.64500,30000,W_PricebookEntry.10,18
W_OpportunityLineItem.2308,W_Opportunity.64524,50000,W_PricebookEntry.5,39
W_OpportunityLineItem.2309,W_Opportunity.64529,200000,W_PricebookEntry.11,84
W_OpportunityLineItem.2310,W_Opportunity.64551,24615,W_PricebookEntry.8,23
W_OpportunityLineItem.2311,W_Opportunity.64581,15000,W_PricebookEntry.9,12
W_OpportunityLineItem.2312,W_Opportunity.64594,82916,W_PricebookEntry.5,65
W_OpportunityLineItem.2313,W_Opportunity.64618,20000,W_PricebookEntry.10,12
W_OpportunityLineItem.2314,W_Opportunity.64633,20000,W_PricebookEntry.7,28
W_OpportunityLineItem.2315,W_Opportunity.64635,50000,W_PricebookEntry.10,30
W_OpportunityLineItem.2316,W_Opportunity.64637,30000,W_PricebookEntry.7,42
W_OpportunityLineItem.2317,W_Opportunity.64756,33000,W_PricebookEntry.5,26
W_OpportunityLineItem.2318,W_Opportunity.64775,75000,W_PricebookEntry.3,68
W_OpportunityLineItem.2319,W_Opportunity.64786,300000,W_PricebookEntry.5,234
W_OpportunityLineItem.2320,W_Opportunity.64794,200000,W_PricebookEntry.11,84
W_OpportunityLineItem.2321,W_Opportunity.64803,80000,W_PricebookEntry.4,49
W_OpportunityLineItem.2322,W_Opportunity.64829,10000,W_PricebookEntry.7,14
W_OpportunityLineItem.2323,W_Opportunity.64862,30000,W_PricebookEntry.10,18
W_OpportunityLineItem.2324,W_Opportunity.64867,150000,W_PricebookEntry.11,63
W_OpportunityLineItem.2325,W_Opportunity.64913,400000,W_PricebookEntry.6,145
W_OpportunityLineItem.2326,W_Opportunity.64925,100000,W_PricebookEntry.3,90
W_OpportunityLineItem.2327,W_Opportunity.64934,10000,W_PricebookEntry.5,8
W_OpportunityLineItem.2328,W_Opportunity.64944,50000,W_PricebookEntry.11,21
W_OpportunityLineItem.2329,W_Opportunity.64952,39077,W_PricebookEntry.5,31
W_OpportunityLineItem.2330,W_Opportunity.64969,47933,W_PricebookEntry.11,20
W_OpportunityLineItem.2331,W_Opportunity.64999,60000,W_PricebookEntry.11,25
W_OpportunityLineItem.2332,W_Opportunity.65027,150000,W_PricebookEntry.4,91
W_OpportunityLineItem.2333,W_Opportunity.65043,110000,W_PricebookEntry.8,100
W_OpportunityLineItem.2334,W_Opportunity.65058,15000,W_PricebookEntry.3,14
W_OpportunityLineItem.2335,W_Opportunity.65119,20000,W_PricebookEntry.9,16
W_OpportunityLineItem.2336,W_Opportunity.65125,20000,W_PricebookEntry.8,19
W_OpportunityLineItem.2337,W_Opportunity.65126,2000,W_PricebookEntry.3,2
W_OpportunityLineItem.2338,W_Opportunity.65164,20000,W_PricebookEntry.6,8
W_OpportunityLineItem.2339,W_Opportunity.65199,24401,W_PricebookEntry.9,20
W_OpportunityLineItem.2340,W_Opportunity.65248,17047,W_PricebookEntry.8,16
W_OpportunityLineItem.2341,W_Opportunity.65255,81130,W_PricebookEntry.11,34
W_OpportunityLineItem.2342,W_Opportunity.65264,1000,W_PricebookEntry.7,2
W_OpportunityLineItem.2343,W_Opportunity.65281,150000,W_PricebookEntry.6,55
W_OpportunityLineItem.2344,W_Opportunity.65288,45000,W_PricebookEntry.9,36
W_OpportunityLineItem.2345,W_Opportunity.65295,100000,W_PricebookEntry.11,42
W_OpportunityLineItem.2346,W_Opportunity.65324,200000,W_PricebookEntry.10,120
W_OpportunityLineItem.2347,W_Opportunity.65328,500000,W_PricebookEntry.9,396
W_OpportunityLineItem.2348,W_Opportunity.65330,140000,W_PricebookEntry.4,85
W_OpportunityLineItem.2349,W_Opportunity.65387,50000,W_PricebookEntry.9,40
W_OpportunityLineItem.2350,W_Opportunity.65396,0,W_PricebookEntry.7,1
W_OpportunityLineItem.2351,W_Opportunity.65418,400000,W_PricebookEntry.4,242
W_OpportunityLineItem.2352,W_Opportunity.65433,100000,W_PricebookEntry.5,78
W_OpportunityLineItem.2353,W_Opportunity.65435,5000,W_PricebookEntry.7,7
W_OpportunityLineItem.2354,W_Opportunity.65446,50000,W_PricebookEntry.3,45
W_OpportunityLineItem.2355,W_Opportunity.65452,30000,W_PricebookEntry.10,18
W_OpportunityLineItem.2356,W_Opportunity.65469,10500,W_PricebookEntry.4,7
W_OpportunityLineItem.2357,W_Opportunity.65487,5398,W_PricebookEntry.3,5
W_OpportunityLineItem.2358,W_Opportunity.65526,12500,W_PricebookEntry.3,12
W_OpportunityLineItem.2359,W_Opportunity.65555,20000,W_PricebookEntry.3,18
W_OpportunityLineItem.2360,W_Opportunity.65560,15000,W_PricebookEntry.3,14
W_OpportunityLineItem.2361,W_Opportunity.65575,50000,W_PricebookEntry.3,45
W_OpportunityLineItem.2362,W_Opportunity.65579,105000,W_PricebookEntry.5,82
W_OpportunityLineItem.2363,W_Opportunity.65588,5800,W_PricebookEntry.5,5
W_OpportunityLineItem.2364,W_Opportunity.65617,40000,W_PricebookEntry.7,56
W_OpportunityLineItem.2365,W_Opportunity.65639,50000,W_PricebookEntry.1,28
W_OpportunityLineItem.2366,W_Opportunity.65654,100000,W_PricebookEntry.11,42
W_OpportunityLineItem.2367,W_Opportunity.65656,105000,W_PricebookEntry.10,63
W_OpportunityLineItem.2368,W_Opportunity.65658,101000,W_PricebookEntry.9,80
W_OpportunityLineItem.2369,W_Opportunity.65676,40000,W_PricebookEntry.9,32
W_OpportunityLineItem.2370,W_Opportunity.65686,4500,W_PricebookEntry.3,5
W_OpportunityLineItem.2371,W_Opportunity.65689,20000,W_PricebookEntry.9,16
W_OpportunityLineItem.2372,W_Opportunity.65695,5669,W_PricebookEntry.10,4
W_OpportunityLineItem.2373,W_Opportunity.65712,110000,W_PricebookEntry.10,66
W_OpportunityLineItem.2374,W_Opportunity.65723,90329,W_PricebookEntry.8,82
W_OpportunityLineItem.2375,W_Opportunity.65739,7512,W_PricebookEntry.3,7
W_OpportunityLineItem.2376,W_Opportunity.65749,36000,W_PricebookEntry.9,29
W_OpportunityLineItem.2377,W_Opportunity.65760,700000,W_PricebookEntry.9,555
W_OpportunityLineItem.2378,W_Opportunity.65765,10000,W_PricebookEntry.3,9
W_OpportunityLineItem.2379,W_Opportunity.65766,22000,W_PricebookEntry.9,18
W_OpportunityLineItem.2380,W_Opportunity.65772,300000,W_PricebookEntry.9,238
W_OpportunityLineItem.2381,W_Opportunity.65790,23500,W_PricebookEntry.3,22
W_OpportunityLineItem.2382,W_Opportunity.65793,22728,W_PricebookEntry.11,10
W_OpportunityLineItem.2383,W_Opportunity.65802,24150,W_PricebookEntry.7,34
W_OpportunityLineItem.2384,W_Opportunity.65806,200000,W_PricebookEntry.10,120
W_OpportunityLineItem.2385,W_Opportunity.65815,92000,W_PricebookEntry.9,73
W_OpportunityLineItem.2386,W_Opportunity.65848,120000,W_PricebookEntry.3,108
W_OpportunityLineItem.2387,W_Opportunity.65888,95000,W_PricebookEntry.9,76
W_OpportunityLineItem.2388,W_Opportunity.65904,925685,W_PricebookEntry.3,830
W_OpportunityLineItem.2389,W_Opportunity.65990,93200,W_PricebookEntry.6,34
W_OpportunityLineItem.2390,W_Opportunity.66049,110000,W_PricebookEntry.11,46
W_OpportunityLineItem.2391,W_Opportunity.66050,45000,W_PricebookEntry.9,36
W_OpportunityLineItem.2392,W_Opportunity.66060,30000,W_PricebookEntry.4,19
W_OpportunityLineItem.2393,W_Opportunity.66063,15000,W_PricebookEntry.7,21
W_OpportunityLineItem.2394,W_Opportunity.66088,0,W_PricebookEntry.11,1
W_OpportunityLineItem.2395,W_Opportunity.66096,400000,W_PricebookEntry.11,167
W_OpportunityLineItem.2396,W_Opportunity.66106,0,W_PricebookEntry.3,1
W_OpportunityLineItem.2397,W_Opportunity.66111,22000,W_PricebookEntry.10,14
W_OpportunityLineItem.2398,W_Opportunity.66113,50000,W_PricebookEntry.3,45
W_OpportunityLineItem.2399,W_Opportunity.66116,404000,W_PricebookEntry.7,565
W_OpportunityLineItem.2400,W_Opportunity.66130,250000,W_PricebookEntry.5,195
W_OpportunityLineItem.2401,W_Opportunity.66171,60000,W_PricebookEntry.9,48
W_OpportunityLineItem.2402,W_Opportunity.66189,30000,W_PricebookEntry.3,27
W_OpportunityLineItem.2403,W_Opportunity.66222,110000,W_PricebookEntry.10,66
W_OpportunityLineItem.2404,W_Opportunity.66237,10000,W_PricebookEntry.11,5
W_OpportunityLineItem.2405,W_Opportunity.66289,10900,W_PricebookEntry.5,9
W_OpportunityLineItem.2406,W_Opportunity.66298,25000,W_PricebookEntry.9,20
W_OpportunityLineItem.2407,W_Opportunity.66299,6780,W_PricebookEntry.4,5
W_OpportunityLineItem.2408,W_Opportunity.66316,250000,W_PricebookEntry.5,195
W_OpportunityLineItem.2409,W_Opportunity.66325,181440,W_PricebookEntry.9,144
W_OpportunityLineItem.2410,W_Opportunity.66332,50000,W_PricebookEntry.6,19
W_OpportunityLineItem.2411,W_Opportunity.66372,260374,W_PricebookEntry.4,158
W_OpportunityLineItem.2412,W_Opportunity.66375,20000,W_PricebookEntry.9,16
W_OpportunityLineItem.2413,W_Opportunity.66396,100000,W_PricebookEntry.4,61
W_OpportunityLineItem.2414,W_Opportunity.66399,150000,W_PricebookEntry.4,91
W_OpportunityLineItem.2415,W_Opportunity.66416,50000,W_PricebookEntry.10,30
W_OpportunityLineItem.2416,W_Opportunity.66474,25000,W_PricebookEntry.9,20
W_OpportunityLineItem.2417,W_Opportunity.66475,50000,W_PricebookEntry.11,21
W_OpportunityLineItem.2418,W_Opportunity.66505,200000,W_PricebookEntry.11,84
W_OpportunityLineItem.2419,W_Opportunity.66574,60000,W_PricebookEntry.3,54
W_OpportunityLineItem.2420,W_Opportunity.66590,20000,W_PricebookEntry.10,12
W_OpportunityLineItem.2421,W_Opportunity.66615,50000,W_PricebookEntry.10,30
W_OpportunityLineItem.2422,W_Opportunity.66618,50000,W_PricebookEntry.3,45
W_OpportunityLineItem.2423,W_Opportunity.66620,25000,W_PricebookEntry.9,20
W_OpportunityLineItem.2424,W_Opportunity.66623,12000,W_PricebookEntry.9,10
W_OpportunityLineItem.2425,W_Opportunity.66632,30000,W_PricebookEntry.7,42
W_OpportunityLineItem.2426,W_Opportunity.66633,16637,W_PricebookEntry.10,10
W_OpportunityLineItem.2427,W_Opportunity.66671,150000,W_PricebookEntry.11,63
W_OpportunityLineItem.2428,W_Opportunity.66676,50000,W_PricebookEntry.7,70
W_OpportunityLineItem.2429,W_Opportunity.66699,5400,W_PricebookEntry.7,8
W_OpportunityLineItem.2430,W_Opportunity.66753,105000,W_PricebookEntry.5,82
W_OpportunityLineItem.2431,W_Opportunity.66766,250000,W_PricebookEntry.11,104
W_OpportunityLineItem.2432,W_Opportunity.66776,150000,W_PricebookEntry.5,117
W_OpportunityLineItem.2433,W_Opportunity.66813,10000,W_PricebookEntry.9,8
W_OpportunityLineItem.2434,W_Opportunity.66832,400000,W_PricebookEntry.9,317
W_OpportunityLineItem.2435,W_Opportunity.66855,150000,W_PricebookEntry.3,135
W_OpportunityLineItem.2436,W_Opportunity.66869,9000,W_PricebookEntry.8,9
W_OpportunityLineItem.2437,W_Opportunity.66878,18120,W_PricebookEntry.7,26
W_OpportunityLineItem.2438,W_Opportunity.66883,30000,W_PricebookEntry.7,42
W_OpportunityLineItem.2439,W_Opportunity.66893,350000,W_PricebookEntry.11,146
W_OpportunityLineItem.2440,W_Opportunity.66916,70000,W_PricebookEntry.8,64
W_OpportunityLineItem.2441,W_Opportunity.66953,138964,W_PricebookEntry.8,126
W_OpportunityLineItem.2442,W_Opportunity.66960,300000,W_PricebookEntry.11,125
W_OpportunityLineItem.2443,W_Opportunity.66962,20000,W_PricebookEntry.10,12
W_OpportunityLineItem.2444,W_Opportunity.66972,10000,W_PricebookEntry.9,8
W_OpportunityLineItem.2445,W_Opportunity.66996,50000,W_PricebookEntry.9,40
W_OpportunityLineItem.2446,W_Opportunity.67039,102000,W_PricebookEntry.3,92
W_OpportunityLineItem.2447,W_Opportunity.67051,20000,W_PricebookEntry.11,9
W_OpportunityLineItem.2448,W_Opportunity.67053,5000,W_PricebookEntry.3,5
W_OpportunityLineItem.2449,W_Opportunity.67085,200000,W_PricebookEntry.11,84
W_OpportunityLineItem.2450,W_Opportunity.67088,150000,W_PricebookEntry.11,63
W_OpportunityLineItem.2451,W_Opportunity.67093,50000,W_PricebookEntry.10,30
W_OpportunityLineItem.2452,W_Opportunity.67110,20000,W_PricebookEntry.9,16
W_OpportunityLineItem.2453,W_Opportunity.67135,119999,W_PricebookEntry.9,96
W_OpportunityLineItem.2454,W_Opportunity.67146,400000,W_PricebookEntry.10,240
W_OpportunityLineItem.2455,W_Opportunity.67161,50000,W_PricebookEntry.9,40
W_OpportunityLineItem.2456,W_Opportunity.67168,40000,W_PricebookEntry.9,32
W_OpportunityLineItem.2457,W_Opportunity.67184,10000,W_PricebookEntry.10,6
W_OpportunityLineItem.2458,W_Opportunity.67226,75000,W_PricebookEntry.7,105
W_OpportunityLineItem.2459,W_Opportunity.67241,50000,W_PricebookEntry.7,70
W_OpportunityLineItem.2460,W_Opportunity.67246,8000,W_PricebookEntry.11,4
W_OpportunityLineItem.2461,W_Opportunity.67257,50000,W_PricebookEntry.4,31
W_OpportunityLineItem.2462,W_Opportunity.67271,70000,W_PricebookEntry.4,43
W_OpportunityLineItem.2463,W_Opportunity.67298,10000,W_PricebookEntry.8,10
W_OpportunityLineItem.2464,W_Opportunity.67302,0,W_PricebookEntry.7,1
W_OpportunityLineItem.2465,W_Opportunity.67305,200000,W_PricebookEntry.4,121
W_OpportunityLineItem.2466,W_Opportunity.67326,5000,W_PricebookEntry.7,7
W_OpportunityLineItem.2467,W_Opportunity.67357,30000,W_PricebookEntry.5,24
W_OpportunityLineItem.2468,W_Opportunity.67360,25000,W_PricebookEntry.10,15
W_OpportunityLineItem.2469,W_Opportunity.67366,15000,W_PricebookEntry.10,9
W_OpportunityLineItem.2470,W_Opportunity.67389,30000,W_PricebookEntry.10,18
W_OpportunityLineItem.2471,W_Opportunity.67425,50000,W_PricebookEntry.10,30
W_OpportunityLineItem.2472,W_Opportunity.67434,50000,W_PricebookEntry.10,30
W_OpportunityLineItem.2473,W_Opportunity.67435,200000,W_PricebookEntry.10,120
W_OpportunityLineItem.2474,W_Opportunity.67443,105000,W_PricebookEntry.6,38
W_OpportunityLineItem.2475,W_Opportunity.67444,80000,W_PricebookEntry.9,64
W_OpportunityLineItem.2476,W_Opportunity.67462,750,W_PricebookEntry.3,1
W_OpportunityLineItem.2477,W_Opportunity.67467,30000,W_PricebookEntry.11,13
W_OpportunityLineItem.2478,W_Opportunity.67470,833550,W_PricebookEntry.11,347
W_OpportunityLineItem.2479,W_Opportunity.67498,105000,W_PricebookEntry.5,82
W_OpportunityLineItem.2480,W_Opportunity.67504,150000,W_PricebookEntry.8,136
W_OpportunityLineItem.2481,W_Opportunity.67517,20000,W_PricebookEntry.9,16
W_OpportunityLineItem.2482,W_Opportunity.67526,300000,W_PricebookEntry.4,181
W_OpportunityLineItem.2483,W_Opportunity.67532,24000,W_PricebookEntry.8,22
W_OpportunityLineItem.2484,W_Opportunity.67541,15000,W_PricebookEntry.7,21
W_OpportunityLineItem.2485,W_Opportunity.67549,100000,W_PricebookEntry.3,90
W_OpportunityLineItem.2486,W_Opportunity.67557,10000,W_PricebookEntry.3,9
W_OpportunityLineItem.2487,W_Opportunity.67574,101000,W_PricebookEntry.3,91
W_OpportunityLineItem.2488,W_Opportunity.67616,15000,W_PricebookEntry.5,12
W_OpportunityLineItem.2489,W_Opportunity.67626,100000,W_PricebookEntry.3,90
W_OpportunityLineItem.2490,W_Opportunity.67647,14000,W_PricebookEntry.9,12
W_OpportunityLineItem.2491,W_Opportunity.67649,80000,W_PricebookEntry.5,63
W_OpportunityLineItem.2492,W_Opportunity.67655,40000,W_PricebookEntry.4,25
W_OpportunityLineItem.2493,W_Opportunity.67659,6600,W_PricebookEntry.7,10
W_OpportunityLineItem.2494,W_Opportunity.67668,15000,W_PricebookEntry.9,12
W_OpportunityLineItem.2495,W_Opportunity.67683,25960,W_PricebookEntry.9,21
W_OpportunityLineItem.2496,W_Opportunity.67719,45067,W_PricebookEntry.3,41
W_OpportunityLineItem.2497,W_Opportunity.67720,150000,W_PricebookEntry.9,119
W_OpportunityLineItem.2498,W_Opportunity.67733,40000,W_PricebookEntry.11,17
W_OpportunityLineItem.2499,W_Opportunity.67734,15000,W_PricebookEntry.3,14
