What.External_Id__c,Owner.External_Id__c,CreatedDate__c,ActivityDate,External_Id__c,TaskSubtype,CallDurationInSeconds,CallDisposition,CallType,Status,Priority,Subject
W_Opportunity.64716,W_User.4,2016-08-07 05:33:18,2016-08-12,W_Sales_Task.7179,Email,3140,No Answer,Outbound,Completed,Normal,Request Account Review
W_Opportunity.64742,W_User.7,2017-04-26 23:37:30,2017-04-30,W_Sales_Task.7180,Task,1460,Call Successful,Internal,In Progress,Normal,Notes from Customer Discussion
W_Opportunity.64750,W_User.10,2016-11-09 09:48:55,2016-11-11,W_Sales_Task.7181,Task,180,Call Unsuccessful,Internal,On Hold,High,Your Customer Has a Question About Their Bill
W_Opportunity.64755,W_User.13,2015-08-20 16:10:05,2015-09-01,W_Sales_Task.7182,Task,700,Call Successful,Internal,Completed,Normal,Notes from Customer Discussion
W_Opportunity.64755,W_User.13,2015-08-19 16:51:09,2015-08-22,W_Sales_Task.7183,Task,3550,Call Unsuccessful,Inbound,On Hold,Normal,Discovery Notes
W_Opportunity.64759,W_User.8,2017-05-04 13:24:25,2017-05-10,W_Sales_Task.7184,Task,2470,Call Successful,Outbound,On Hold,Normal,Engage Featured Speaker for Webinar
W_Opportunity.64759,W_User.8,2017-05-03 10:02:11,2017-05-13,W_Sales_Task.7185,Task,130,Contacted,Inbound,Not Started,Normal,Prepare for Discovery Meeting
W_Opportunity.64770,W_User.10,2015-07-09 20:48:48,2015-07-15,W_Sales_Task.7186,Call,1740,Call Successful,Outbound,Not Started,Normal,Reply to Customer Questions.
W_Opportunity.64780,W_User.6,2015-08-08 08:53:58,2015-08-17,W_Sales_Task.7187,Task,1360,Appointment Set,Inbound,In Progress,Normal,Prepare for Qualification Call
W_Opportunity.64784,W_User.6,2015-07-30 16:50:53,2015-08-02,W_Sales_Task.7188,Task,3170,Call Successful,Inbound,Completed,High,Qualification Call
W_Opportunity.64784,W_User.6,2015-08-06 19:58:09,2015-08-18,W_Sales_Task.7189,Task,450,Appointment Set,Inbound,Completed,Normal,Complete Product Certification
W_Opportunity.64786,W_User.5,2016-04-14 16:10:42,2016-04-25,W_Sales_Task.7190,Task,750,Call Unsuccessful,Inbound,In Progress,High,Sales Call with VP of Marketing
W_Opportunity.64786,W_User.5,2016-04-14 13:17:26,2016-04-21,W_Sales_Task.7191,Task,3600,Call Successful,Inbound,On Hold,Normal,Discuss Requirements with CIO
W_Opportunity.64791,W_User.4,2016-03-09 04:54:58,2016-03-22,W_Sales_Task.7192,Call,3300,Appointment Set,Outbound,Not Started,Normal,Approve Ad Designs
W_Opportunity.64791,W_User.4,2016-03-08 11:35:04,2016-03-14,W_Sales_Task.7193,Task,1870,Call Successful,Internal,Completed,Normal,Discovery Call Notes
W_Opportunity.64812,W_User.4,2016-02-24 20:14:26,2016-03-07,W_Sales_Task.7194,Task,220,Left Voicemail,Inbound,Completed,Normal,Product Demo for Executive Team
W_Opportunity.64814,W_User.5,2017-05-02 20:35:18,2017-05-14,W_Sales_Task.7195,Task,60,Contacted,Internal,On Hold,Normal,Connect with VP of Sales
W_Opportunity.64814,W_User.5,2017-04-13 16:00:40,2017-04-24,W_Sales_Task.7196,Task,3150,Call Successful,Internal,In Progress,Normal,Generate Quote with T&C's
W_Opportunity.64821,W_User.7,2015-10-02 19:30:22,2015-10-07,W_Sales_Task.7197,Task,2820,Call Successful,Outbound,Not Started,Normal,Call Connect with CEO
W_Opportunity.64821,W_User.7,2015-10-03 23:25:30,2015-10-06,W_Sales_Task.7198,Task,550,Call Successful,Outbound,On Hold,Normal,Notes from Discovery Call
W_Opportunity.64829,W_User.10,2015-12-29 05:56:17,2015-12-30,W_Sales_Task.7199,Task,1080,Appointment Set,Inbound,Completed,Normal,Sales Presentation Follow-Up
W_Opportunity.64830,W_User.9,2016-01-12 11:26:53,2016-01-17,W_Sales_Task.7200,Task,2320,Call Successful,Internal,Not Started,Normal,Finalize Contract
W_Opportunity.64830,W_User.9,2016-01-12 02:24:52,2016-01-16,W_Sales_Task.7201,Call,490,Call Successful,Internal,In Progress,Normal,Your customer has opened a Case
W_Opportunity.64837,W_User.13,2016-10-31 17:49:32,2016-11-03,W_Sales_Task.7202,Task,2280,Left Voicemail,Internal,On Hold,Normal,Call with Director of Sales
W_Opportunity.64837,W_User.13,2016-11-04 22:29:22,2016-11-12,W_Sales_Task.7203,Task,2520,Left Message,Inbound,Completed,Normal,Prep Sales Presentation
W_Opportunity.64840,W_User.13,2016-10-28 22:13:27,2016-11-03,W_Sales_Task.7204,Task,1650,Contacted,Inbound,On Hold,Normal,Mid-Year Review
W_Opportunity.64840,W_User.13,2016-10-25 09:39:34,2016-10-28,W_Sales_Task.7205,Task,3150,Call Successful,Inbound,Completed,Normal,Demonstration for Key Stakeholders
W_Opportunity.64851,W_User.3,2016-02-03 16:37:48,2016-02-09,W_Sales_Task.7206,Task,910,Call Successful,Outbound,Completed,Normal,Review Discovery Notes
W_Opportunity.64855,W_User.6,2015-12-10 05:35:24,2015-12-21,W_Sales_Task.7207,Task,2920,Call Successful,Inbound,In Progress,Normal,Prep for Sales Discussion
W_Opportunity.64860,W_User.9,2015-07-24 04:39:47,2015-07-31,W_Sales_Task.7208,Task,3100,Appointment Set,Outbound,Completed,High,Product Demonstration with Team
W_Opportunity.64877,W_User.3,2016-10-19 12:19:01,2016-10-25,W_Sales_Task.7209,Email,3270,Call Successful,Inbound,Not Started,Normal,Send Thank You Message
W_Opportunity.64889,W_User.4,2015-11-14 06:01:42,2015-11-26,W_Sales_Task.7210,Task,630,Appointment Set,Outbound,Not Started,High,Qualification Notes from Meeting
W_Opportunity.64902,W_User.12,2015-08-26 09:30:03,2015-08-29,W_Sales_Task.7211,Task,2650,Appointment Set,Inbound,Completed,Normal,Follow-Up From Meeting
W_Opportunity.64936,W_User.13,2016-05-03 21:05:23,2016-05-06,W_Sales_Task.7212,Task,2220,Appointment Set,Outbound,Not Started,Normal,Work with Marketing Team
W_Opportunity.64936,W_User.13,2016-04-29 00:24:34,2016-04-30,W_Sales_Task.7213,Task,1960,Left Voicemail,Outbound,Not Started,Normal,Tradeshow Preparation
W_Opportunity.64937,W_User.1,2016-01-16 20:48:37,2016-01-27,W_Sales_Task.7214,Task,1180,Call Successful,Outbound,In Progress,Normal,Discovery Call Request
W_Opportunity.64937,W_User.1,2016-01-21 08:06:21,2016-02-01,W_Sales_Task.7215,Task,810,Call Successful,Inbound,In Progress,Normal,Send Letter
W_Opportunity.64941,W_User.5,2015-10-28 17:32:55,2015-11-03,W_Sales_Task.7216,Task,2860,No Answer,Outbound,Not Started,Normal,Call Follow-Up and Thank You
W_Opportunity.64952,W_User.11,2015-08-14 13:11:34,2015-08-22,W_Sales_Task.7217,Task,1470,Busy,Outbound,In Progress,Normal,Qualification Notes
W_Opportunity.64952,W_User.11,2015-08-15 10:20:59,2015-08-22,W_Sales_Task.7218,Task,770,Left Voicemail,Outbound,In Progress,High,Notes from Discussion
W_Opportunity.64961,W_User.2,2016-01-22 09:05:08,2016-02-02,W_Sales_Task.7219,Task,2510,Busy,Inbound,On Hold,Normal,Cold Call
W_Opportunity.64961,W_User.2,2016-01-14 08:20:28,2016-01-14,W_Sales_Task.7220,Task,1150,Appointment Set,Outbound,Not Started,Normal,Complete My 2nd Team Presentation
W_Opportunity.64966,W_User.1,2015-08-13 00:00:00,2015-08-25,W_Sales_Task.7221,Task,3290,Call Successful,Internal,Open,Normal,Negotiate Terms and Conditions
W_Opportunity.64970,W_User.5,2017-01-20 17:36:51,2017-01-30,W_Sales_Task.7222,Task,2200,Left Message,Outbound,Completed,Normal,Follow Up To My Message
W_Opportunity.64972,W_User.3,2015-06-23 21:41:06,2015-06-25,W_Sales_Task.7223,Task,2040,Busy,Outbound,On Hold,Normal,Prepare for Discovery Meeting
W_Opportunity.64972,W_User.3,2015-06-24 17:03:38,2015-06-27,W_Sales_Task.7224,Task,3150,Call Successful,Internal,In Progress,Normal,Run Facebook Promotion to Boost Engagement
W_Opportunity.64978,W_User.5,2015-11-13 17:26:59,2015-11-24,W_Sales_Task.7225,Task,380,Appointment Set,Internal,Not Started,High,Customer Feedback Session
W_Opportunity.64994,W_User.9,2016-08-07 20:35:28,2016-08-15,W_Sales_Task.7226,Task,2520,Contacted,Outbound,In Progress,Normal,Notes From Discussion with VP of Finance
W_Opportunity.64994,W_User.9,2016-08-20 22:43:10,2016-09-02,W_Sales_Task.7227,Task,60,Appointment Set,Inbound,Not Started,Normal,Qualification Meeting Notes
W_Opportunity.64998,W_User.7,2017-05-18 07:11:34,2017-05-18,W_Sales_Task.7228,Task,420,Appointment Set,Inbound,Completed,Normal,Onsite Presentation and Discussion
W_Opportunity.64998,W_User.7,2017-05-19 01:25:02,2017-05-26,W_Sales_Task.7229,Task,530,Call Successful,Outbound,On Hold,High,Sales Presentation to Executive Team
W_Opportunity.65002,W_User.13,2017-05-19 00:00:00,2017-05-30,W_Sales_Task.7230,Task,3340,Left Message,Internal,On Hold,Normal,Setup & Run the First Manager Certification Class
W_Opportunity.65006,W_User.3,2017-01-21 23:15:10,2017-01-24,W_Sales_Task.7231,Task,850,Call Successful,Internal,On Hold,High,Conversation with Product Management
W_Opportunity.65006,W_User.3,2017-01-16 11:32:05,2017-01-22,W_Sales_Task.7232,Task,2410,Call Successful,Outbound,Not Started,Normal,Complete Product Certification
W_Opportunity.65008,W_User.2,2016-05-07 19:01:41,2016-05-09,W_Sales_Task.7233,Task,2180,Busy,Inbound,Not Started,High,Update Quote with Revised Pricing
W_Opportunity.65010,W_User.7,2016-10-24 16:34:55,2016-10-24,W_Sales_Task.7234,Task,3120,Call Successful,Internal,Completed,Normal,Notes From Discussion
W_Opportunity.65010,W_User.7,2016-10-29 17:15:36,2016-11-09,W_Sales_Task.7235,Task,1360,Left Voicemail,Internal,Not Started,Normal,Follow-Up From Meeting
W_Opportunity.65013,W_User.10,2016-11-13 23:46:01,2016-11-15,W_Sales_Task.7236,Task,1190,Appointment Set,Outbound,Not Started,Normal,Discuss Revised Quote
W_Opportunity.65020,W_User.5,2015-10-28 00:00:00,2015-10-28,W_Sales_Task.7237,Task,2240,Appointment Set,Internal,Completed,Normal,Reply to Customer Questions.
W_Opportunity.65020,W_User.5,2015-10-28 00:00:00,2015-10-29,W_Sales_Task.7238,Task,2690,Busy,Outbound,Not Started,Normal,Review Product Roadmap
W_Opportunity.65039,W_User.1,2015-07-22 16:02:32,2015-08-01,W_Sales_Task.7239,Task,640,Busy,Internal,In Progress,Normal,Prep for Sales Discussion
W_Opportunity.65041,W_User.3,2016-12-24 23:08:29,2017-01-06,W_Sales_Task.7240,Task,2370,Call Successful,Inbound,In Progress,Normal,Attend Social Media Best Practices Webinar
W_Opportunity.65041,W_User.3,2016-12-25 23:44:56,2017-01-01,W_Sales_Task.7241,Task,2770,Left Message,Inbound,On Hold,Normal,Connect with VP of Operations
W_Opportunity.65048,W_User.9,2017-01-12 22:18:31,2017-01-17,W_Sales_Task.7242,Task,2570,Call Successful,Inbound,Not Started,Normal,Sales Presentation to Project Team
W_Opportunity.65048,W_User.9,2017-01-12 15:33:59,2017-01-23,W_Sales_Task.7243,Task,1790,Left Voicemail,Inbound,Not Started,Normal,Follow Up To My Message
W_Opportunity.65049,W_User.8,2016-02-17 03:39:19,2016-02-29,W_Sales_Task.7244,Task,1200,Call Successful,Inbound,Not Started,Normal,Price Discussion
W_Opportunity.65049,W_User.8,2016-02-18 06:51:59,2016-02-29,W_Sales_Task.7245,Task,2420,Call Successful,Internal,In Progress,Normal,Request Questions From Customer
W_Opportunity.65074,W_User.8,2016-11-13 19:40:55,2016-11-14,W_Sales_Task.7246,Task,370,Call Successful,Outbound,In Progress,Normal,Send Updated Pricing
W_Opportunity.65081,W_User.10,2016-10-10 11:08:21,2016-10-18,W_Sales_Task.7247,Task,1380,Call Successful,Internal,Not Started,Normal,Notes from Discussion
W_Opportunity.65084,W_User.4,2017-03-06 14:31:50,2017-03-09,W_Sales_Task.7248,Call,2460,Left Message,Inbound,In Progress,Normal,Approve Ad Designs
W_Opportunity.65097,W_User.13,2017-01-17 19:20:25,2017-01-29,W_Sales_Task.7249,Task,170,Call Unsuccessful,Internal,In Progress,Normal,Meeting to Discuss Objection Handling Best Practices
W_Opportunity.65098,W_User.9,2016-07-03 23:20:54,2016-07-07,W_Sales_Task.7250,Task,2220,Call Successful,Outbound,Open,Normal,Conference Call with VP of Operations
W_Opportunity.65116,W_User.1,2016-02-10 05:59:56,2016-02-11,W_Sales_Task.7251,Task,2340,Call Successful,Outbound,Not Started,Normal,Review Proof-of-Concept with Project Team
W_Opportunity.65116,W_User.1,2016-01-29 18:11:50,2016-02-01,W_Sales_Task.7252,Task,3120,Call Successful,Inbound,Not Started,Normal,Notes from Customer Discussion
W_Opportunity.65136,W_User.8,2016-02-07 18:58:58,2016-02-17,W_Sales_Task.7253,Task,3020,Appointment Set,Outbound,On Hold,Normal,Customer Service Follow-Up Call
W_Opportunity.65139,W_User.5,2016-05-15 13:37:33,2016-05-21,W_Sales_Task.7254,Task,360,Left Message,Internal,Not Started,High,Kickoff Meeting with Stakeholders
W_Opportunity.65151,W_User.12,2016-03-02 14:06:25,2016-03-07,W_Sales_Task.7255,Task,1990,Appointment Set,Internal,Not Started,High,Review Job Requisition
W_Opportunity.65151,W_User.12,2016-03-02 06:37:32,2016-03-09,W_Sales_Task.7256,Call,230,Call Successful,Outbound,Open,High,Cold Call
W_Opportunity.65155,W_User.6,2016-02-17 10:47:46,2016-02-25,W_Sales_Task.7257,Task,3350,Call Successful,Inbound,In Progress,Normal,Reserve Venue for Customer Conference
W_Opportunity.65165,W_User.2,2016-02-08 21:09:26,2016-02-10,W_Sales_Task.7258,Task,1750,No Answer,Outbound,Not Started,Normal,Qualification Notes from Meeting
W_Opportunity.65167,W_User.7,2017-02-02 01:00:29,2017-02-06,W_Sales_Task.7259,Task,500,Left Voicemail,Internal,On Hold,Normal,Review referrals
W_Opportunity.65167,W_User.7,2017-02-11 06:13:28,2017-02-17,W_Sales_Task.7260,Task,1640,Call Successful,Outbound,In Progress,High,Review Meeting Notes
W_Opportunity.65175,W_User.7,2016-03-04 20:16:30,2016-03-04,W_Sales_Task.7261,Task,700,Appointment Set,Outbound,On Hold,Normal,Manager Deal Update
W_Opportunity.65177,W_User.5,2016-01-28 00:04:04,2016-02-10,W_Sales_Task.7262,Task,2980,Call Successful,Inbound,On Hold,Normal,Call Connect with CEO
W_Opportunity.65177,W_User.5,2016-01-30 15:02:22,2016-02-06,W_Sales_Task.7263,Task,30,Busy,Internal,In Progress,Normal,Request Needs List
W_Opportunity.65182,W_User.2,2016-12-17 12:16:24,2016-12-23,W_Sales_Task.7264,Task,2410,Appointment Set,Internal,Not Started,Normal,Design Social Command Center Requirements and Layout
W_Opportunity.65182,W_User.2,2016-12-21 22:14:28,2016-12-22,W_Sales_Task.7265,Task,830,Call Successful,Inbound,Not Started,Normal,Follow-up Call
W_Opportunity.65185,W_User.7,2015-07-17 17:42:29,2015-07-24,W_Sales_Task.7266,Email,2810,Call Successful,Inbound,Not Started,Normal,Price Discussion
W_Opportunity.65186,W_User.9,2016-10-20 14:58:11,2016-10-22,W_Sales_Task.7267,Task,2510,Call Successful,Outbound,Open,Normal,Get Requirements from Prospect
W_Opportunity.65186,W_User.9,2016-10-20 12:14:37,2016-10-31,W_Sales_Task.7268,Task,1640,No Answer,Inbound,Completed,Normal,Executive Meeting Follow-up
W_Opportunity.65188,W_User.5,2015-07-27 00:00:00,2015-08-01,W_Sales_Task.7269,Task,2560,Appointment Set,Inbound,On Hold,Normal,Call to Schedule Sales Presentation
W_Opportunity.65191,W_User.6,2016-04-18 16:38:46,2016-04-29,W_Sales_Task.7270,Task,1640,Call Successful,Inbound,Open,Normal,Call with Director of Sales
W_Opportunity.65194,W_User.3,2017-03-06 10:34:38,2017-03-13,W_Sales_Task.7271,Task,170,Left Message,Internal,Completed,Normal,Kickoff Meeting with Stakeholders
W_Opportunity.65194,W_User.3,2017-03-18 17:24:09,2017-03-22,W_Sales_Task.7272,Task,2620,Call Unsuccessful,Outbound,On Hold,Normal,Check In with Customer
W_Opportunity.65201,W_User.3,2016-07-12 23:41:25,2016-07-14,W_Sales_Task.7273,Task,850,Call Successful,Inbound,Open,Normal,Lunch Meeting
W_Opportunity.65202,W_User.8,2016-07-27 18:53:58,2016-07-31,W_Sales_Task.7274,Task,2970,Appointment Set,Inbound,Completed,Normal,Discuss Customer Requirements
W_Opportunity.65203,W_User.11,2017-04-24 04:37:14,2017-05-01,W_Sales_Task.7275,Email,3190,Call Successful,Internal,Not Started,Normal,Request Questions From Customer
W_Opportunity.65204,W_User.13,2015-07-25 21:16:11,2015-07-30,W_Sales_Task.7276,Task,1550,Call Successful,Outbound,Completed,High,Follow Up with Customer
W_Opportunity.65205,W_User.10,2016-01-24 17:37:36,2016-01-24,W_Sales_Task.7277,Task,1070,Appointment Set,Outbound,Not Started,Normal,Review Case with Customer
W_Opportunity.65205,W_User.10,2016-01-26 07:46:14,2016-01-27,W_Sales_Task.7278,Task,200,Call Successful,Internal,Open,Normal,Approve Ad Designs
W_Opportunity.65208,W_User.13,2016-10-19 17:53:00,2016-10-30,W_Sales_Task.7279,Task,2120,Call Successful,Internal,On Hold,High,Left Voicemail
W_Opportunity.65219,W_User.4,2017-04-06 17:33:06,2017-04-16,W_Sales_Task.7280,Task,1240,Appointment Set,Inbound,Completed,Normal,Qualification Call with Stakeholders
W_Opportunity.65219,W_User.4,2017-04-22 11:25:16,2017-05-05,W_Sales_Task.7281,Task,1810,Appointment Set,Internal,Not Started,High,Request Needs Document
W_Opportunity.65221,W_User.13,2016-02-15 20:59:28,2016-02-24,W_Sales_Task.7282,Call,2500,Left Voicemail,Outbound,On Hold,Normal,Notes From Discussion
W_Opportunity.65232,W_User.3,2016-05-06 08:17:25,2016-05-16,W_Sales_Task.7283,Task,1480,Call Successful,Outbound,On Hold,Normal,Prep for Sales Discussion
W_Opportunity.65234,W_User.6,2015-07-22 21:51:00,2015-07-22,W_Sales_Task.7284,Task,2120,Appointment Set,Inbound,Not Started,Normal,Product Demo For Executive Team
W_Opportunity.65234,W_User.6,2015-07-23 01:50:57,2015-07-31,W_Sales_Task.7285,Task,3560,Left Message,Internal,On Hold,Normal,Review Campaign Success and Plan Next Phase
W_Opportunity.65242,W_User.7,2016-10-26 00:00:00,2016-10-27,W_Sales_Task.7286,Task,2480,Call Successful,Internal,In Progress,Normal,Draft Proposal for Customer
W_Opportunity.65243,W_User.9,2015-08-15 08:34:46,2015-08-22,W_Sales_Task.7287,Call,3380,Call Successful,Outbound,Completed,Normal,Send Revised Pricing
W_Opportunity.65252,W_User.5,2016-08-26 07:24:50,2016-08-30,W_Sales_Task.7288,Call,2050,Call Successful,Internal,In Progress,Normal,Meeting to Discuss Objection Handling Best Practices
W_Opportunity.65252,W_User.5,2016-08-26 05:24:33,2016-09-06,W_Sales_Task.7289,Task,500,Call Successful,Outbound,In Progress,Normal,Quick Call with Director of Finance
W_Opportunity.65266,W_User.11,2016-01-28 01:45:33,2016-02-09,W_Sales_Task.7290,Task,3430,Appointment Set,Outbound,In Progress,High,Price Discussion
W_Opportunity.65266,W_User.11,2016-01-06 02:22:50,2016-01-07,W_Sales_Task.7291,Task,2660,Call Successful,Inbound,In Progress,Normal,Attend Social Media Best Practices Webinar
W_Opportunity.65269,W_User.10,2017-05-20 00:00:00,2017-05-24,W_Sales_Task.7292,Task,2190,Left Message,Inbound,In Progress,Normal,Prepare for Qualification Call
W_Opportunity.65270,W_User.3,2015-10-19 22:01:32,2015-10-22,W_Sales_Task.7293,Task,1960,Call Successful,Inbound,Not Started,Normal,Request Requirements Document
W_Opportunity.65270,W_User.3,2015-10-19 13:12:29,2015-10-29,W_Sales_Task.7294,Task,3450,Appointment Set,Internal,Open,Normal,Notes from Stakeholder Meeting
W_Opportunity.65271,W_User.8,2016-02-10 03:58:03,2016-02-18,W_Sales_Task.7295,Task,710,Call Successful,Inbound,Completed,Normal,Lunch Meeting
W_Opportunity.65271,W_User.8,2016-03-16 10:58:00,2016-03-21,W_Sales_Task.7296,Task,1250,Call Unsuccessful,Internal,On Hold,Normal,Follow-up
W_Opportunity.65285,W_User.10,2016-05-17 12:47:32,2016-05-25,W_Sales_Task.7297,Task,1680,Call Successful,Inbound,On Hold,Normal,Call with VP of Marketing
W_Opportunity.65290,W_User.2,2017-02-05 07:58:36,2017-02-16,W_Sales_Task.7298,Task,2240,Call Successful,Inbound,Completed,Normal,Check-in with Customer
W_Opportunity.65291,W_User.1,2015-11-25 11:30:53,2015-12-04,W_Sales_Task.7299,Task,1810,Busy,Outbound,Not Started,High,Discovery Meeting Request
W_Opportunity.65292,W_User.11,2016-08-12 11:20:06,2016-08-13,W_Sales_Task.7300,Call,2810,Appointment Set,Inbound,Not Started,Normal,Conversation with Product Management
W_Opportunity.65295,W_User.6,2016-01-06 07:00:04,2016-01-16,W_Sales_Task.7301,Task,1500,Left Voicemail,Inbound,In Progress,Normal,Identify Keywords That Drive Traffic
W_Opportunity.65304,W_User.13,2016-06-22 15:50:05,2016-06-23,W_Sales_Task.7302,Task,3140,Call Successful,Inbound,On Hold,Normal,Design Social Command Center Requirements and Layout
W_Opportunity.65304,W_User.13,2016-06-25 10:46:02,2016-06-25,W_Sales_Task.7303,Task,3570,Call Unsuccessful,Outbound,In Progress,High,Follow Up to My Message
W_Opportunity.65325,W_User.13,2016-10-22 17:00:48,2016-11-01,W_Sales_Task.7304,Task,270,Call Successful,Inbound,Completed,Normal,Notes from Discovery Call
W_Opportunity.65325,W_User.13,2016-10-23 15:06:49,2016-10-25,W_Sales_Task.7305,Call,1700,Call Successful,Inbound,Not Started,Normal,Discovery Call
W_Opportunity.65330,W_User.3,2016-08-13 06:12:38,2016-08-15,W_Sales_Task.7306,Task,1730,No Answer,Outbound,In Progress,Normal,Notes from Customer Discussion
W_Opportunity.65331,W_User.6,2015-12-11 18:24:30,2015-12-14,W_Sales_Task.7307,Task,1610,Call Successful,Outbound,On Hold,Normal,Arrange Travel for Guest Speaker
W_Opportunity.65331,W_User.6,2015-12-12 12:17:49,2015-12-21,W_Sales_Task.7308,Task,3050,Call Successful,Outbound,Open,Normal,Onsite Presentation and Discussion
W_Opportunity.65337,W_User.1,2017-01-30 08:03:06,2017-02-09,W_Sales_Task.7309,Task,1800,Appointment Set,Outbound,Open,Normal,Cold Call to Director of Operations
W_Opportunity.65337,W_User.1,2017-01-30 15:13:33,2017-01-31,W_Sales_Task.7310,Task,2520,Call Successful,Inbound,Open,Normal,Product Demo For Executive Team
W_Opportunity.65341,W_User.6,2017-03-24 10:48:39,2017-03-30,W_Sales_Task.7311,Task,80,Call Successful,Inbound,In Progress,Normal,Quick Call with Director of Finance
W_Opportunity.65361,W_User.2,2016-10-08 02:13:47,2016-10-20,W_Sales_Task.7312,Task,1980,Call Unsuccessful,Internal,Completed,Normal,Review Campaign Success and Plan Next Phase
W_Opportunity.65361,W_User.2,2016-10-08 22:06:19,2016-10-10,W_Sales_Task.7313,Task,2520,No Answer,Inbound,Completed,High,Generate Quote with T&C's
W_Opportunity.65368,W_User.3,2017-01-05 09:05:57,2017-01-08,W_Sales_Task.7314,Task,2840,Call Successful,Internal,Completed,Normal,Follow Up and Qualification
W_Opportunity.65368,W_User.3,2017-01-06 17:53:38,2017-01-19,W_Sales_Task.7315,Task,2610,Appointment Set,Outbound,Completed,Normal,Call
W_Opportunity.65376,W_User.11,2017-05-11 04:33:20,2017-05-21,W_Sales_Task.7316,Task,1920,Appointment Set,Outbound,Not Started,Normal,Call with Project Team
W_Opportunity.65377,W_User.4,2016-05-15 15:33:52,2016-05-23,W_Sales_Task.7317,Task,2650,Call Successful,Outbound,Not Started,Normal,Conversation with Product Management
W_Opportunity.65377,W_User.4,2016-05-15 21:19:36,2016-05-18,W_Sales_Task.7318,Task,3220,Call Successful,Outbound,Completed,High,Review Needs List
W_Opportunity.65378,W_User.13,2016-02-25 01:48:21,2016-02-29,W_Sales_Task.7319,Task,3020,Left Message,Inbound,Completed,Normal,Notes from Stakeholder Meeting
W_Opportunity.65391,W_User.11,2017-04-06 16:27:12,2017-04-18,W_Sales_Task.7320,Task,1580,Call Successful,Outbound,In Progress,Normal,Complete Mutual Plan Document
W_Opportunity.65391,W_User.11,2017-03-31 13:18:33,2017-03-31,W_Sales_Task.7321,Task,3570,Appointment Set,Outbound,Completed,Normal,Call for Update on Project
W_Opportunity.65400,W_User.5,2016-04-27 12:21:44,2016-04-30,W_Sales_Task.7322,Task,1360,Appointment Set,Internal,On Hold,Normal,Notes from Discovery Meeting
W_Opportunity.65402,W_User.3,2016-11-08 10:04:52,2016-11-20,W_Sales_Task.7323,Task,3280,Call Successful,Inbound,On Hold,Normal,Sign Up for KB Training
W_Opportunity.65413,W_User.2,2017-01-21 00:00:00,2017-02-03,W_Sales_Task.7324,Task,2880,Call Successful,Internal,On Hold,Normal,Revise Quote Based on Customer Conversation
W_Opportunity.65413,W_User.2,2017-01-21 00:00:00,2017-01-28,W_Sales_Task.7325,Task,2590,Call Successful,Inbound,Completed,Normal,Call Follow-Up and Thank You
W_Opportunity.65422,W_User.7,2016-07-16 05:36:37,2016-07-16,W_Sales_Task.7326,Task,640,Call Successful,Outbound,In Progress,Normal,Identify Keywords That Drive Traffic
W_Opportunity.65427,W_User.8,2016-01-07 07:36:59,2016-01-10,W_Sales_Task.7327,Task,3090,Call Successful,Inbound,Not Started,Normal,Call Connect with VP of Sales
W_Opportunity.65427,W_User.8,2016-01-09 01:38:13,2016-01-20,W_Sales_Task.7328,Task,1110,Call Successful,Outbound,Not Started,Normal,Arrange Travel for Guest Speaker
W_Opportunity.65436,W_User.6,2016-03-23 07:11:09,2016-03-31,W_Sales_Task.7329,Task,400,Appointment Set,Inbound,Completed,Normal,Customer Success Review
W_Opportunity.65454,W_User.6,2017-01-31 19:57:22,2017-02-09,W_Sales_Task.7330,Call,1790,Appointment Set,Internal,In Progress,High,Discovery Meeting Request
W_Opportunity.65454,W_User.6,2017-02-08 00:19:33,2017-02-14,W_Sales_Task.7331,Task,2430,Call Successful,Internal,Not Started,Normal,2nd Mock Presentation
W_Opportunity.65464,W_User.4,2016-12-25 00:41:57,2016-12-27,W_Sales_Task.7332,Task,1360,Call Successful,Inbound,Completed,High,Product Demo for Executive Team
W_Opportunity.65464,W_User.4,2016-12-19 00:38:35,2016-12-21,W_Sales_Task.7333,Task,950,Call Successful,Internal,Not Started,Normal,Notes from Discussion
W_Opportunity.65465,W_User.3,2017-04-18 03:34:07,2017-04-27,W_Sales_Task.7334,Task,2560,Call Unsuccessful,Internal,In Progress,Normal,Reserve Venue for Customer Conference
W_Opportunity.65497,W_User.11,2015-11-22 15:19:25,2015-12-03,W_Sales_Task.7335,Task,400,Left Voicemail,Outbound,In Progress,Normal,Onsite Meeting with Executive Team
W_Opportunity.65509,W_User.1,2016-08-30 22:16:41,2016-09-02,W_Sales_Task.7336,Task,1230,Appointment Set,Internal,Not Started,Normal,Reply to Customer Questions.
W_Opportunity.65519,W_User.10,2017-03-20 20:14:13,2017-03-22,W_Sales_Task.7337,Task,3280,Call Successful,Internal,Completed,Normal,Send Letter
W_Opportunity.65519,W_User.10,2017-03-21 06:53:41,2017-03-28,W_Sales_Task.7338,Task,1590,Appointment Set,Inbound,Completed,Normal,Call with Project Team
W_Opportunity.65520,W_User.4,2015-07-13 14:30:49,2015-07-24,W_Sales_Task.7339,Task,1050,Contacted,Inbound,Open,Normal,Quick Call with VP of Operations
W_Opportunity.65526,W_User.13,2016-02-27 20:21:57,2016-03-10,W_Sales_Task.7340,Task,150,Appointment Set,Internal,On Hold,Normal,Demonstration to Key Stakeholders
