What.External_Id__c,Owner.External_Id__c,CreatedDate__c,ActivityDate,External_Id__c,Subject,EventSubtype,DurationInMinutes,ActivityDateTime
W_Opportunity.72714,W_Sales_User.8,2016-07-30 20:15:18,2016-08-03,W_Sales_Event.4231,Training Class,Event,0,2016-08-03 00:00:00
W_Opportunity.72721,W_Sales_User.16,2016-01-31 23:29:23,2016-02-11,W_Sales_Event.4232,Coaching 1:1,Event,28,2016-02-11 00:00:00
W_Opportunity.72740,W_Sales_User.17,2016-01-03 09:06:47,2016-01-07,W_Sales_Event.4233,Develop Mutual Plan Document,Event,44,2016-01-07 00:00:00
W_Opportunity.72790,W_Sales_User.12,2015-11-22 09:12:15,2015-12-01,W_Sales_Event.4234,Other,Event,0,2015-12-01 00:00:00
W_Opportunity.72828,W_Sales_User.9,2016-02-03 00:00:00,2016-02-15,W_Sales_Event.4235,Breakfast with CFO,Event,0,2016-02-15 00:00:00
W_Opportunity.72828,W_Sales_User.9,2016-02-03 00:00:00,2016-02-04,W_Sales_Event.4236,Account Review,Event,54,2016-02-04 00:00:00
W_Opportunity.72833,W_Sales_User.14,2016-11-01 12:39:04,2016-11-02,W_Sales_Event.4237,Phone Interview,Event,8,2016-11-02 00:00:00
W_Opportunity.72835,W_Sales_User.16,2016-10-27 15:57:28,2016-11-05,W_Sales_Event.4238,Coaching 1:1,Event,8,2016-11-05 00:00:00
W_Opportunity.72836,W_Sales_User.17,2016-03-07 00:00:00,2016-03-10,W_Sales_Event.4239,Project Planning Meeting,Event,33,2016-03-10 00:00:00
W_Opportunity.72853,W_Sales_User.7,2016-08-24 08:17:09,2016-08-29,W_Sales_Event.4240,Internal team strategy meeting,Event,0,2016-08-29 00:00:00
W_Opportunity.72877,W_Sales_User.13,2016-03-24 09:06:06,2016-04-02,W_Sales_Event.4241,Training Class,Event,0,2016-04-02 00:00:00
W_Opportunity.72877,W_Sales_User.13,2016-03-24 04:35:52,2016-04-05,W_Sales_Event.4242,Onsite customer workshop,Event,44,2016-04-05 00:00:00
W_Opportunity.72898,W_Sales_User.9,2017-01-27 04:42:04,2017-01-30,W_Sales_Event.4243,Phone Interview,Event,0,2017-01-30 00:00:00
W_Opportunity.72917,W_Sales_User.9,2016-02-10 03:13:41,2016-02-20,W_Sales_Event.4244,Manager Off-Site,Event,43,2016-02-20 00:00:00
W_Opportunity.72917,W_Sales_User.9,2016-02-13 12:02:59,2016-02-20,W_Sales_Event.4245,Pipeline 1:1,Event,49,2016-02-20 00:00:00
W_Opportunity.72918,W_Sales_User.11,2015-10-23 11:24:07,2015-11-05,W_Sales_Event.4246,Closing Meeting,Event,0,2015-11-05 00:00:00
W_Opportunity.72918,W_Sales_User.11,2015-10-12 16:47:27,2015-10-22,W_Sales_Event.4247,Territory Plan Review,Event,39,2015-10-22 00:00:00
W_Opportunity.72919,W_Sales_User.11,2016-05-08 07:56:54,2016-05-16,W_Sales_Event.4248,Send Letter,Event,0,2016-05-16 00:00:00
W_Opportunity.72922,W_Sales_User.9,2015-10-02 00:29:22,2015-10-06,W_Sales_Event.4249,Review Final Presentation,Event,27,2015-10-06 00:00:00
W_Opportunity.72930,W_Sales_User.8,2016-06-26 23:07:49,2016-07-07,W_Sales_Event.4250,Confirming Final Contract Details,Event,40,2016-07-07 00:00:00
W_Opportunity.72930,W_Sales_User.8,2016-07-02 10:06:19,2016-07-14,W_Sales_Event.4251,Manager Off-Site,Event,0,2016-07-14 00:00:00
W_Opportunity.72938,W_Sales_User.10,2017-01-08 20:10:24,2017-01-09,W_Sales_Event.4252,Project stakeholder update,Event,0,2017-01-09 00:00:00
W_Opportunity.72943,W_Sales_User.11,2016-01-31 08:46:22,2016-02-08,W_Sales_Event.4253,Discovery Meeting with CIO,Event,1,2016-02-08 00:00:00
W_Opportunity.72943,W_Sales_User.11,2016-01-30 00:01:24,2016-02-06,W_Sales_Event.4254,Territory Plan Review,Event,5,2016-02-06 00:00:00
W_Opportunity.72979,W_Sales_User.14,2016-06-27 00:23:56,2016-07-02,W_Sales_Event.4255,Confirming Final Contract Details,Event,0,2016-07-02 00:00:00
W_Opportunity.72979,W_Sales_User.14,2016-07-07 19:24:15,2016-07-18,W_Sales_Event.4256,Onsite Account Review with Executive Team,Event,20,2016-07-18 00:00:00
W_Opportunity.72989,W_Sales_User.14,2016-08-23 04:16:56,2016-08-28,W_Sales_Event.4257,Quarterly Review,Event,0,2016-08-28 00:00:00
W_Opportunity.72996,W_Sales_User.14,2015-08-11 22:20:25,2015-08-24,W_Sales_Event.4258,Executive Discovery Meeting,Event,30,2015-08-24 00:00:00
W_Opportunity.73002,W_Sales_User.9,2015-11-17 01:43:29,2015-11-22,W_Sales_Event.4259,Customer Briefing,Event,0,2015-11-22 00:00:00
W_Opportunity.73009,W_Sales_User.11,2016-02-02 00:00:00,2016-02-06,W_Sales_Event.4260,Meeting with VP Sales,Event,0,2016-02-06 00:00:00
W_Opportunity.73009,W_Sales_User.11,2016-02-02 00:00:00,2016-02-10,W_Sales_Event.4261,Weekly Team Meeting,Event,11,2016-02-10 00:00:00
W_Opportunity.73011,W_Sales_User.12,2015-08-15 02:18:15,2015-08-18,W_Sales_Event.4262,Mobile Best Practices Session,Event,20,2015-08-18 00:00:00
W_Opportunity.73020,W_Sales_User.10,2016-03-03 00:48:13,2016-03-15,W_Sales_Event.4263,Next 1:1,Event,27,2016-03-15 00:00:00
W_Opportunity.73020,W_Sales_User.10,2016-03-02 08:54:42,2016-03-06,W_Sales_Event.4264,Discovery Meeting,Event,16,2016-03-06 00:00:00
W_Opportunity.73038,W_Sales_User.15,2017-05-26 15:54:26,2017-06-03,W_Sales_Event.4265,Meeting with VP Sales,Event,0,2017-06-03 00:00:00
W_Opportunity.73061,W_Sales_User.9,2016-01-15 20:30:08,2016-01-26,W_Sales_Event.4266,Week Wrap Up,Event,34,2016-01-26 00:00:00
W_Opportunity.73129,W_Sales_User.7,2017-02-23 14:19:56,2017-02-28,W_Sales_Event.4267,Coaching 1:1,Event,13,2017-02-28 00:00:00
W_Opportunity.73134,W_Sales_User.8,2016-10-30 20:19:12,2016-11-05,W_Sales_Event.4268,Other,Event,0,2016-11-05 00:00:00
W_Opportunity.73134,W_Sales_User.8,2016-10-30 06:30:20,2016-11-09,W_Sales_Event.4269,Send Letter,Event,0,2016-11-09 00:00:00
W_Opportunity.73154,W_Sales_User.15,2016-02-09 13:32:12,2016-02-17,W_Sales_Event.4270,All Hands Meeting,Event,35,2016-02-17 00:00:00
W_Opportunity.73163,W_Sales_User.9,2017-02-03 08:01:35,2017-02-16,W_Sales_Event.4271,Investigate Open Case,Event,43,2017-02-16 00:00:00
W_Opportunity.73163,W_Sales_User.9,2017-02-04 15:51:58,2017-02-11,W_Sales_Event.4272,Pipeline 1:1,Event,0,2017-02-11 00:00:00
W_Opportunity.73177,W_Sales_User.15,2016-08-01 05:58:05,2016-08-10,W_Sales_Event.4273,Customer Briefing,Event,0,2016-08-10 00:00:00
W_Opportunity.73177,W_Sales_User.15,2016-07-22 22:18:09,2016-07-29,W_Sales_Event.4274,Next 1:1,Event,18,2016-07-29 00:00:00
W_Opportunity.73178,W_Sales_User.14,2016-06-21 21:03:18,2016-07-01,W_Sales_Event.4275,Customer Briefing,Event,0,2016-07-01 00:00:00
W_Opportunity.73189,W_Sales_User.7,2016-01-16 09:08:01,2016-01-28,W_Sales_Event.4276,Phone Interview,Event,0,2016-01-28 00:00:00
W_Opportunity.73189,W_Sales_User.7,2016-01-15 07:17:52,2016-01-26,W_Sales_Event.4277,All Hands Meeting,Event,16,2016-01-26 00:00:00
W_Opportunity.73192,W_Sales_User.7,2016-02-04 15:18:55,2016-02-04,W_Sales_Event.4278,Breakfast with CFO,Event,0,2016-02-04 00:00:00
W_Opportunity.73195,W_Sales_User.10,2016-01-28 23:50:25,2016-02-04,W_Sales_Event.4279,Conference Call,Event,26,2016-02-04 00:00:00
W_Opportunity.73195,W_Sales_User.10,2016-01-30 12:15:28,2016-02-02,W_Sales_Event.4280,Executive Lunch Meeting,Event,0,2016-02-02 00:00:00
W_Opportunity.73210,W_Sales_User.17,2015-11-16 14:14:55,2015-11-28,W_Sales_Event.4281,Call,Event,21,2015-11-28 00:00:00
W_Opportunity.73210,W_Sales_User.17,2015-11-11 06:39:25,2015-11-20,W_Sales_Event.4282,Conference Call,Event,0,2015-11-20 00:00:00
W_Opportunity.73215,W_Sales_User.14,2017-02-09 22:23:04,2017-02-15,W_Sales_Event.4283,Conference Call,Event,0,2017-02-15 00:00:00
W_Opportunity.73215,W_Sales_User.14,2017-01-31 17:49:20,2017-02-01,W_Sales_Event.4284,Account Strategy Meeting,Event,0,2017-02-01 00:00:00
W_Opportunity.73235,W_Sales_User.14,2015-10-14 00:00:00,2015-10-25,W_Sales_Event.4285,Discovery Meeting,Event,0,2015-10-25 00:00:00
W_Opportunity.73235,W_Sales_User.14,2015-10-14 00:00:00,2015-10-21,W_Sales_Event.4286,Project Planning Meeting,Event,48,2015-10-21 00:00:00
W_Opportunity.73258,W_Sales_User.11,2017-04-26 07:56:44,2017-05-01,W_Sales_Event.4287,Forecast Meeting,Event,0,2017-05-01 00:00:00
W_Opportunity.73258,W_Sales_User.11,2017-04-24 05:21:14,2017-04-27,W_Sales_Event.4288,Onsite Account Review with Executive Team,Event,0,2017-04-27 00:00:00
W_Opportunity.73266,W_Sales_User.12,2016-01-07 23:01:34,2016-01-13,W_Sales_Event.4289,Coaching 1:1,Event,0,2016-01-13 00:00:00
W_Opportunity.73267,W_Sales_User.9,2015-06-28 17:46:10,2015-07-09,W_Sales_Event.4290,Discovery Call with Customer,Event,0,2015-07-09 00:00:00
W_Opportunity.73273,W_Sales_User.15,2016-11-03 10:24:27,2016-11-09,W_Sales_Event.4291,Account Planning,Event,0,2016-11-09 00:00:00
W_Opportunity.73299,W_Sales_User.12,2016-02-19 17:06:59,2016-02-24,W_Sales_Event.4292,Close plan review with customer,Event,0,2016-02-24 00:00:00
W_Opportunity.73299,W_Sales_User.12,2016-02-20 15:00:12,2016-02-24,W_Sales_Event.4293,Team Best Practices Sharing,Event,4,2016-02-24 00:00:00
W_Opportunity.73310,W_Sales_User.17,2016-05-08 16:59:47,2016-05-20,W_Sales_Event.4294,Discovery call,Event,0,2016-05-20 00:00:00
W_Opportunity.73310,W_Sales_User.17,2016-05-16 20:17:47,2016-05-27,W_Sales_Event.4295,Customer Briefing,Event,0,2016-05-27 00:00:00
W_Opportunity.73333,W_Sales_User.10,2016-03-09 11:33:09,2016-03-22,W_Sales_Event.4296,Project stakeholder update,Event,0,2016-03-22 00:00:00
W_Opportunity.73351,W_Sales_User.13,2015-11-12 01:14:05,2015-11-14,W_Sales_Event.4297,All Hands Meeting,Event,1,2015-11-14 00:00:00
W_Opportunity.73351,W_Sales_User.13,2015-11-12 04:02:34,2015-11-19,W_Sales_Event.4298,Investigate Open Case,Event,0,2015-11-19 00:00:00
W_Opportunity.73377,W_Sales_User.13,2017-02-23 12:19:56,2017-02-24,W_Sales_Event.4299,All Hands Meeting,Event,0,2017-02-24 00:00:00
W_Opportunity.73435,W_Sales_User.13,2015-08-29 05:11:16,2015-09-03,W_Sales_Event.4300,Pipeline 1:1,Event,0,2015-09-03 00:00:00
W_Opportunity.73456,W_Sales_User.7,2015-08-30 18:40:05,2015-09-12,W_Sales_Event.4301,Follow up Meeting,Event,2,2015-09-12 00:00:00
W_Opportunity.73459,W_Sales_User.12,2016-02-15 21:11:43,2016-02-28,W_Sales_Event.4302,Confirming Final Contract Details,Event,31,2016-02-28 00:00:00
W_Opportunity.73463,W_Sales_User.11,2015-11-05 18:53:40,2015-11-08,W_Sales_Event.4303,Meeting with VP Sales,Event,0,2015-11-08 00:00:00
W_Opportunity.73463,W_Sales_User.11,2015-11-07 05:08:51,2015-11-14,W_Sales_Event.4304,Investigate Open Case,Event,0,2015-11-14 00:00:00
W_Opportunity.73487,W_Sales_User.7,2015-09-03 02:52:05,2015-09-14,W_Sales_Event.4305,Executive Lunch Meeting,Event,35,2015-09-14 00:00:00
W_Opportunity.73492,W_Sales_User.11,2015-11-17 00:00:00,2015-11-26,W_Sales_Event.4306,Team Meeting,Event,0,2015-11-26 00:00:00
W_Opportunity.73492,W_Sales_User.11,2015-11-17 00:00:00,2015-11-21,W_Sales_Event.4307,Demonstration to Board of Directors,Event,0,2015-11-21 00:00:00
W_Opportunity.73525,W_Sales_User.12,2016-03-04 10:40:55,2016-03-08,W_Sales_Event.4308,Onsite customer workshop,Event,32,2016-03-08 00:00:00
W_Opportunity.73527,W_Sales_User.13,2017-03-02 17:05:08,2017-03-10,W_Sales_Event.4309,Close plan review with customer,Event,13,2017-03-10 00:00:00
W_Opportunity.73527,W_Sales_User.13,2017-02-26 02:00:27,2017-03-07,W_Sales_Event.4310,Territory Plan Review,Event,46,2017-03-07 00:00:00
W_Opportunity.73529,W_Sales_User.11,2017-05-20 17:16:11,2017-05-22,W_Sales_Event.4311,Call,Event,38,2017-05-22 00:00:00
W_Opportunity.73534,W_Sales_User.14,2015-06-02 07:19:45,2015-06-02,W_Sales_Event.4312,Manager Off-Site,Event,55,2015-06-02 00:00:00
W_Opportunity.73553,W_Sales_User.11,2017-05-30 00:00:00,2017-06-11,W_Sales_Event.4313,Demonstration to Board of Directors,Event,0,2017-06-11 00:00:00
W_Opportunity.73567,W_Sales_User.12,2016-03-12 00:00:00,2016-03-20,W_Sales_Event.4314,Territory Plan Review,Event,57,2016-03-20 00:00:00
W_Opportunity.73567,W_Sales_User.12,2016-03-12 00:00:00,2016-03-19,W_Sales_Event.4315,Review Final Presentation,Event,0,2016-03-19 00:00:00
W_Opportunity.73578,W_Sales_User.9,2015-07-16 06:52:07,2015-07-22,W_Sales_Event.4316,Territory Plan Review,Event,0,2015-07-22 00:00:00
W_Opportunity.73578,W_Sales_User.9,2015-07-18 07:27:14,2015-07-29,W_Sales_Event.4317,Account Review,Event,0,2015-07-29 00:00:00
W_Opportunity.73617,W_Sales_User.9,2015-08-25 19:12:45,2015-09-07,W_Sales_Event.4318,Phone Interview,Event,0,2015-09-07 00:00:00
W_Opportunity.73617,W_Sales_User.9,2015-08-25 00:28:33,2015-08-25,W_Sales_Event.4319,Pipeline Review,Event,35,2015-08-25 00:00:00
W_Opportunity.73632,W_Sales_User.10,2016-10-31 13:30:00,2016-11-05,W_Sales_Event.4320,Internal team strategy meeting,Event,0,2016-11-05 00:00:00
W_Opportunity.73647,W_Sales_User.16,2016-07-28 03:40:03,2016-08-01,W_Sales_Event.4321,Follow up Meeting,Event,25,2016-08-01 00:00:00
W_Opportunity.73652,W_Sales_User.13,2017-03-30 04:25:09,2017-04-05,W_Sales_Event.4322,Week Wrap Up,Event,28,2017-04-05 00:00:00
W_Opportunity.73668,W_Sales_User.7,2017-03-12 07:53:11,2017-03-14,W_Sales_Event.4323,Discovery Meeting with CIO,Event,0,2017-03-14 00:00:00
W_Opportunity.73736,W_Sales_User.7,2015-11-16 00:00:00,2015-11-17,W_Sales_Event.4324,Territory Plan Review,Event,35,2015-11-17 00:00:00
W_Opportunity.73741,W_Sales_User.9,2015-08-16 16:59:58,2015-08-16,W_Sales_Event.4325,Pipeline Review,Event,0,2015-08-16 00:00:00
W_Opportunity.73741,W_Sales_User.9,2015-08-11 04:54:40,2015-08-24,W_Sales_Event.4326,Follow up Meeting,Event,1,2015-08-24 00:00:00
W_Opportunity.73769,W_Sales_User.7,2016-07-05 03:16:41,2016-07-06,W_Sales_Event.4327,Coaching 1:1,Event,0,2016-07-06 00:00:00
W_Opportunity.73771,W_Sales_User.12,2017-05-13 02:11:04,2017-05-23,W_Sales_Event.4328,Closing Meeting,Event,0,2017-05-23 00:00:00
W_Opportunity.73771,W_Sales_User.12,2017-05-15 09:14:45,2017-05-27,W_Sales_Event.4329,Discovery call,Event,0,2017-05-27 00:00:00
W_Opportunity.73792,W_Sales_User.7,2015-08-12 00:00:00,2015-08-23,W_Sales_Event.4330,Pipeline 1:1,Event,0,2015-08-23 00:00:00
W_Opportunity.73805,W_Sales_User.17,2017-04-15 01:53:10,2017-04-20,W_Sales_Event.4331,Confirming Final Contract Details,Event,0,2017-04-20 00:00:00
W_Opportunity.73826,W_Sales_User.10,2017-05-26 12:42:57,2017-05-26,W_Sales_Event.4332,Breakfast with CFO,Event,20,2017-05-26 00:00:00
W_Opportunity.73826,W_Sales_User.10,2017-05-24 07:56:53,2017-05-26,W_Sales_Event.4333,All Hands Meeting,Event,1,2017-05-26 00:00:00
W_Opportunity.73842,W_Sales_User.12,2017-01-24 01:39:26,2017-02-04,W_Sales_Event.4334,Pipeline 1:1,Event,0,2017-02-04 00:00:00
W_Opportunity.73845,W_Sales_User.16,2017-01-29 02:59:22,2017-02-02,W_Sales_Event.4335,Call with Director of Marketing,Event,8,2017-02-02 00:00:00
W_Opportunity.73859,W_Sales_User.11,2016-04-01 14:20:48,2016-04-08,W_Sales_Event.4336,Discuss ideal candidate characteristics,Event,0,2016-04-08 00:00:00
W_Opportunity.73907,W_Sales_User.9,2015-11-13 18:04:48,2015-11-16,W_Sales_Event.4337,Conference Call,Event,0,2015-11-16 00:00:00
W_Opportunity.73908,W_Sales_User.8,2017-02-06 07:38:35,2017-02-10,W_Sales_Event.4338,Quarterly Review,Event,39,2017-02-10 00:00:00
W_Opportunity.73908,W_Sales_User.8,2017-02-10 02:41:54,2017-02-19,W_Sales_Event.4339,Phone Interview,Event,0,2017-02-19 00:00:00
W_Opportunity.73923,W_Sales_User.7,2017-05-10 17:33:42,2017-05-20,W_Sales_Event.4340,Discuss ideal candidate characteristics,Event,54,2017-05-20 00:00:00
W_Opportunity.73925,W_Sales_User.9,2015-11-09 00:00:00,2015-11-22,W_Sales_Event.4341,Develop Mutual Plan Document,Event,7,2015-11-22 00:00:00
W_Opportunity.73940,W_Sales_User.12,2016-11-29 23:15:05,2016-12-07,W_Sales_Event.4342,Discovery and Qualification call,Event,0,2016-12-07 00:00:00
W_Opportunity.73940,W_Sales_User.12,2016-11-29 02:32:45,2016-11-30,W_Sales_Event.4343,Manager Off-Site,Event,31,2016-11-30 00:00:00
W_Opportunity.73941,W_Sales_User.13,2016-05-25 03:14:25,2016-06-06,W_Sales_Event.4344,Post-meeting follow-up,Event,0,2016-06-06 00:00:00
W_Opportunity.73957,W_Sales_User.17,2017-02-09 10:51:37,2017-02-17,W_Sales_Event.4345,Next 1:1,Event,0,2017-02-17 00:00:00
W_Opportunity.73964,W_Sales_User.11,2016-02-24 11:57:27,2016-02-24,W_Sales_Event.4346,Meeting with VP Sales,Event,52,2016-02-24 00:00:00
W_Opportunity.73964,W_Sales_User.11,2016-02-25 22:00:41,2016-03-02,W_Sales_Event.4347,Other,Event,0,2016-03-02 00:00:00
W_Opportunity.74008,W_Sales_User.7,2016-02-09 00:00:00,2016-02-10,W_Sales_Event.4348,Confirming Final Contract Details,Event,54,2016-02-10 00:00:00
W_Opportunity.74008,W_Sales_User.7,2016-02-09 00:00:00,2016-02-15,W_Sales_Event.4349,Discovery meeting with key executives,Event,53,2016-02-15 00:00:00
W_Opportunity.74030,W_Sales_User.14,2016-11-26 20:12:34,2016-12-07,W_Sales_Event.4350,Closing Meeting,Event,0,2016-12-07 00:00:00
W_Opportunity.74038,W_Sales_User.16,2017-05-05 00:00:00,2017-05-05,W_Sales_Event.4351,Executive Lunch Meeting,Event,0,2017-05-05 00:00:00
W_Opportunity.74038,W_Sales_User.16,2017-05-05 00:00:00,2017-05-08,W_Sales_Event.4352,Post-meeting follow-up,Event,9,2017-05-08 00:00:00
W_Opportunity.74055,W_Sales_User.11,2016-07-24 11:27:51,2016-07-26,W_Sales_Event.4353,Week Wrap Up,Event,0,2016-07-26 00:00:00
W_Opportunity.74055,W_Sales_User.11,2016-07-20 13:23:05,2016-07-24,W_Sales_Event.4354,Discovery call,Event,27,2016-07-24 00:00:00
W_Opportunity.74091,W_Sales_User.9,2016-12-26 00:43:35,2017-01-01,W_Sales_Event.4355,Next 1:1,Event,12,2017-01-01 00:00:00
W_Opportunity.74091,W_Sales_User.9,2016-12-20 23:36:27,2016-12-31,W_Sales_Event.4356,Discovery Meeting,Event,0,2016-12-31 00:00:00
W_Opportunity.74101,W_Sales_User.11,2015-09-22 22:19:50,2015-10-02,W_Sales_Event.4357,Training Class,Event,0,2015-10-02 00:00:00
W_Opportunity.74113,W_Sales_User.7,2017-02-21 05:16:51,2017-02-27,W_Sales_Event.4358,Executive Offsite,Event,29,2017-02-27 00:00:00
W_Opportunity.74113,W_Sales_User.7,2017-02-21 18:18:13,2017-02-24,W_Sales_Event.4359,Executive Discovery Meeting,Event,0,2017-02-24 00:00:00
W_Opportunity.74117,W_Sales_User.9,2016-11-04 16:00:49,2016-11-17,W_Sales_Event.4360,Discovery Meeting with CIO,Event,0,2016-11-17 00:00:00
W_Opportunity.74119,W_Sales_User.8,2015-08-29 12:22:27,2015-09-10,W_Sales_Event.4361,Forecast Meeting,Event,0,2015-09-10 00:00:00
W_Opportunity.74157,W_Sales_User.10,2016-01-13 17:12:30,2016-01-16,W_Sales_Event.4362,Phone Interview,Event,0,2016-01-16 00:00:00
W_Opportunity.74157,W_Sales_User.10,2016-01-13 06:35:34,2016-01-15,W_Sales_Event.4363,Internal team strategy meeting,Event,0,2016-01-15 00:00:00
W_Opportunity.74166,W_Sales_User.11,2016-07-08 05:23:40,2016-07-20,W_Sales_Event.4364,Week Wrap Up,Event,0,2016-07-20 00:00:00
W_Opportunity.74175,W_Sales_User.10,2015-11-28 05:48:53,2015-12-10,W_Sales_Event.4365,Territory Plan Review,Event,7,2015-12-10 00:00:00
W_Opportunity.74175,W_Sales_User.10,2015-11-28 23:51:17,2015-11-30,W_Sales_Event.4366,Pipeline Review,Event,10,2015-11-30 00:00:00
W_Opportunity.74210,W_Sales_User.9,2017-03-14 19:44:22,2017-03-26,W_Sales_Event.4367,Quarterly Review,Event,50,2017-03-26 00:00:00
W_Opportunity.74237,W_Sales_User.17,2017-01-09 00:00:00,2017-01-19,W_Sales_Event.4368,Team Best Practices Sharing,Event,0,2017-01-19 00:00:00
W_Opportunity.74255,W_Sales_User.17,2016-05-11 00:00:00,2016-05-18,W_Sales_Event.4369,Mobile Best Practices Session,Event,0,2016-05-18 00:00:00
W_Opportunity.74257,W_Sales_User.14,2016-05-02 16:44:00,2016-05-12,W_Sales_Event.4370,Discuss ideal candidate characteristics,Event,51,2016-05-12 00:00:00
W_Opportunity.74263,W_Sales_User.11,2016-11-12 19:23:35,2016-11-24,W_Sales_Event.4371,Board presentation run-through,Event,0,2016-11-24 00:00:00
W_Opportunity.74263,W_Sales_User.11,2016-11-15 13:30:47,2016-11-16,W_Sales_Event.4372,Close plan review with customer,Event,7,2016-11-16 00:00:00
W_Opportunity.74273,W_Sales_User.15,2017-05-04 11:01:34,2017-05-12,W_Sales_Event.4373,Team Best Practices Sharing,Event,32,2017-05-12 00:00:00
W_Opportunity.74273,W_Sales_User.15,2017-05-04 03:19:56,2017-05-06,W_Sales_Event.4374,Account Planning,Event,0,2017-05-06 00:00:00
W_Opportunity.74280,W_Sales_User.16,2016-05-05 21:06:38,2016-05-10,W_Sales_Event.4375,Phone Interview,Event,53,2016-05-10 00:00:00
W_Opportunity.74280,W_Sales_User.16,2016-05-02 03:21:01,2016-05-04,W_Sales_Event.4376,Meeting with VP Sales,Event,0,2016-05-04 00:00:00
W_Opportunity.74305,W_Sales_User.16,2016-05-26 23:29:00,2016-05-27,W_Sales_Event.4377,Deal Review,Event,37,2016-05-27 00:00:00
W_Opportunity.74311,W_Sales_User.9,2017-02-22 00:00:00,2017-02-26,W_Sales_Event.4378,Training Class,Event,0,2017-02-26 00:00:00
W_Opportunity.74311,W_Sales_User.9,2017-02-22 00:00:00,2017-03-03,W_Sales_Event.4379,Internal team strategy meeting,Event,0,2017-03-03 00:00:00
W_Opportunity.74321,W_Sales_User.11,2017-02-23 02:18:34,2017-03-02,W_Sales_Event.4380,Call,Event,0,2017-03-02 00:00:00
W_Opportunity.74323,W_Sales_User.17,2016-01-12 00:00:00,2016-01-12,W_Sales_Event.4381,Discovery Call with Customer,Event,53,2016-01-12 00:00:00
W_Opportunity.74329,W_Sales_User.11,2016-05-25 06:29:31,2016-05-26,W_Sales_Event.4382,Breakfast with CFO,Event,0,2016-05-26 00:00:00
W_Opportunity.74329,W_Sales_User.11,2016-05-26 08:15:09,2016-05-27,W_Sales_Event.4383,Follow up Meeting,Event,37,2016-05-27 00:00:00
W_Opportunity.74348,W_Sales_User.10,2015-10-22 05:55:39,2015-10-24,W_Sales_Event.4384,Mobile Best Practices Session,Event,0,2015-10-24 00:00:00
W_Opportunity.74370,W_Sales_User.14,2016-02-14 04:28:29,2016-02-21,W_Sales_Event.4385,Executive Lunch Meeting,Event,32,2016-02-21 00:00:00
W_Opportunity.74370,W_Sales_User.14,2016-02-16 00:59:20,2016-02-16,W_Sales_Event.4386,Customer Progress Check-In,Event,40,2016-02-16 00:00:00
W_Opportunity.74426,W_Sales_User.8,2016-01-17 22:13:45,2016-01-24,W_Sales_Event.4387,Call,Event,0,2016-01-24 00:00:00
W_Opportunity.74432,W_Sales_User.7,2015-07-01 01:02:48,2015-07-06,W_Sales_Event.4388,Discovery Meeting with CIO,Event,50,2015-07-06 00:00:00
W_Opportunity.74435,W_Sales_User.11,2016-09-13 19:30:17,2016-09-26,W_Sales_Event.4389,Follow up Meeting,Event,43,2016-09-26 00:00:00
W_Opportunity.74452,W_Sales_User.17,2015-11-04 23:11:50,2015-11-11,W_Sales_Event.4390,Other,Event,0,2015-11-11 00:00:00
W_Opportunity.74467,W_Sales_User.9,2016-07-29 18:38:30,2016-08-04,W_Sales_Event.4391,Forecast Meeting,Event,27,2016-08-04 00:00:00
W_Opportunity.74467,W_Sales_User.9,2016-07-28 01:50:27,2016-08-05,W_Sales_Event.4392,Account Review,Event,0,2016-08-05 00:00:00
W_Opportunity.74470,W_Sales_User.16,2016-05-05 00:00:00,2016-05-18,W_Sales_Event.4393,Close plan review with customer,Event,53,2016-05-18 00:00:00
W_Opportunity.74471,W_Sales_User.12,2015-09-23 22:11:29,2015-10-01,W_Sales_Event.4394,Customer Progress Check-In,Event,31,2015-10-01 00:00:00
W_Opportunity.74471,W_Sales_User.12,2015-09-23 06:32:36,2015-10-06,W_Sales_Event.4395,Coaching 1:1,Event,5,2015-10-06 00:00:00
W_Opportunity.74478,W_Sales_User.11,2016-10-24 19:10:28,2016-10-31,W_Sales_Event.4396,Forecast Meeting,Event,49,2016-10-31 00:00:00
W_Opportunity.74490,W_Sales_User.9,2016-11-05 04:19:20,2016-11-16,W_Sales_Event.4397,Discovery meeting with key executives,Event,12,2016-11-16 00:00:00
W_Opportunity.74490,W_Sales_User.9,2016-11-05 13:40:16,2016-11-16,W_Sales_Event.4398,Team Meeting,Event,0,2016-11-16 00:00:00
W_Opportunity.74494,W_Sales_User.9,2016-03-19 00:00:00,2016-03-30,W_Sales_Event.4399,Account Review,Event,5,2016-03-30 00:00:00
W_Opportunity.74494,W_Sales_User.9,2016-03-19 00:00:00,2016-03-30,W_Sales_Event.4400,Conference Call,Event,43,2016-03-30 00:00:00
W_Opportunity.74495,W_Sales_User.12,2016-08-21 13:10:06,2016-08-28,W_Sales_Event.4401,Weekly Team Meeting,Event,54,2016-08-28 00:00:00
W_Opportunity.74495,W_Sales_User.12,2016-08-16 20:12:18,2016-08-29,W_Sales_Event.4402,Territory Plan Review,Event,0,2016-08-29 00:00:00
W_Opportunity.74512,W_Sales_User.8,2016-08-08 21:27:55,2016-08-18,W_Sales_Event.4403,Executive Discovery Meeting,Event,31,2016-08-18 00:00:00
