External_Id__c,Name,Owner.External_Id__c,NumberOfEmployees,AnnualRevenue,AccountSource,Type,Industry,BillingStreet,BillingCity,BillingState,BillingCountry,YearStarted,Ownership,Rating,CreatedDate__c
W_Account.6031,Byers Engineering Company,W_Sales_User.11,223,3186000,Cold Call,Corporate,Hospitality,459 Robert Avenue,Robinmouth,IA,USA,1973,Private,Warm,2017-01-30 00:00:00
W_Account.6033,Antirion,W_Sales_User.4,205,8298000,Marketing Event,Corporate,Machinery,61086 Tiffany Union,North Deborahfurt,MT,USA,1934,Other,Hot,2016-01-07 00:00:00
W_Account.6037,Bennett International Group,W_Sales_User.2,53,8298000,Partner,Corporate,Technology,92496 Williams Rapids,South Kimberlyborough,WA,USA,1900,Other,Cool,2015-10-17 00:00:00
W_Account.6040,AvidXchange,W_Sales_User.3,140,6228000,Data.com,Corporate,Biotechnology,897 Dan Coves,Zacharyland,OR,USA,1908,Other,Warm,2016-02-02 00:00:00
W_Account.6041,Jlt Services Corporation,W_Sales_User.4,167,2459000,Inbound Call,Corporate,Manufacturing,81644 Erica Estates,North Samantha,CO,USA,1945,Public,Hot,2016-12-13 00:00:00
W_Account.6042,Turnstone Systems,W_Sales_User.7,206,2318000,Partner,Corporate,Engineering,904 Thomas Run,Stephenview,KS,USA,1954,Private,Cool,2017-01-25 00:00:00
W_Account.6048,CMS Oil & Gas,W_Sales_User.11,123,8332000,Data.com,Corporate,Healthcare & Life Sciences,4670 Kimberly Park,Hectorland,OH,USA,2008,Other,Hot,2017-04-21 00:00:00
W_Account.6051,Exalt Resources,W_Sales_User.8,53,8400000,Data.com,Corporate,Financial Services,68599 Stephen Mall,Davidville,SD,USA,1919,Public,Hot,2015-06-10 00:00:00
W_Account.6060,Mfr Esolutions,W_Sales_User.9,74,4178000,Cold Call,Corporate,Electronics,18574 Strong Glen,New John,ND,USA,1964,Other,Hot,2017-02-15 00:00:00
W_Account.6061,United States Lime & Minerals,W_Sales_User.4,117,2067000,Referral,Corporate,Recreation,03730 Morgan Knolls,Milesburgh,WA,USA,1943,Private,Hot,2015-11-13 00:00:00
W_Account.6063,Mercury Data Group,W_Sales_User.2,244,6434000,Data.com,Corporate,Biotechnology,13154 Castro Brook,Edwardsfort,WY,USA,1886,Other,Warm,2016-02-24 00:00:00
W_Account.6067,Apogen Technologies,W_Sales_User.1,64,7978000,Referral,Corporate,Telecommunications,89032 Ryan Forge,South Tyrone,WA,USA,1902,Private,Hot,2016-07-28 00:00:00
W_Account.6069,Liberty Mutual Group-----,W_Sales_User.2,36,8417000,Referral,Corporate,Transportation,7694 Lauren Glen,Dianeborough,AK,USA,1887,Private,Cool,2016-09-02 00:00:00
W_Account.6070,Staples Communications,W_Sales_User.13,222,3201000,Website,Corporate,Retail,76424 Robert Vista,Bryantfort,CT,USA,1963,Other,Cool,2015-12-24 00:00:00
W_Account.6071,Certek Software Designs Inc,W_Sales_User.14,144,2539000,Community,Corporate,Education,80721 Melissa Flat,West Kyle,VA,USA,2001,Private,Hot,2017-05-06 00:00:00
W_Account.6073,Brightware,W_Sales_User.15,241,9135000,Partner,Corporate,Electronics,702 Karen Key,Joseland,NH,USA,2006,Other,Hot,2017-03-11 00:00:00
W_Account.6074,Scansource,W_Sales_User.13,42,3314000,Partner,Corporate,Hospitality,666 Rogers Island,Port Bethborough,VT,USA,1986,Public,Hot,2015-09-13 00:00:00
W_Account.6076,Swanson Russell Associates,W_Sales_User.14,10,5467000,Referral,Corporate,Transportation,663 Kimberly Parkway,South Robert,NH,USA,1926,Other,Cool,2015-10-22 00:00:00
W_Account.6080,Net Toaster Network Inc,W_Sales_User.10,119,5080000,Data.com,Corporate,Not For Profit,5481 Sandra Islands,East Katherine,TX,USA,1890,Subsidiary,Hot,2015-12-19 00:00:00
W_Account.6082,"Winncom Technologies, Corp",W_Sales_User.13,114,9382000,Partner,Corporate,Media,967 Ray Extension,Mariaport,MD,USA,1962,Public,Warm,2016-01-07 00:00:00
W_Account.6083,Basis Media Communication,W_Sales_User.15,114,3062000,Website,Corporate,Healthcare & Life Sciences,86133 Michael Shoal,New William,VA,USA,1929,Public,Warm,2016-02-10 00:00:00
W_Account.6084,The Software Network,W_Sales_User.8,49,8603000,Marketing Event,Corporate,Food & Beverage,5855 Chad Crest,East Russell,NJ,USA,1951,Private,Hot,2015-06-23 00:00:00
W_Account.6092,Emax Solution Partners,W_Sales_User.8,66,7047000,Marketing Event,Corporate,Food & Beverage,6577 Jessica Trafficway,South Jason,NJ,USA,1937,Public,Warm,2017-03-31 00:00:00
W_Account.6094,BDP International,W_Sales_User.12,85,4517000,Website,Corporate,Utilities,896 Friedman Fords,Jacksonberg,RI,USA,1905,Public,Cool,2016-01-20 00:00:00
W_Account.6097,Wright & Wright,W_Sales_User.15,20,5215000,Inbound Call,Corporate,Communications,710 Samuel Unions,Hopkinsside,MS,USA,1963,Other,Cool,2016-11-04 00:00:00
W_Account.6099,Wright Associates,W_Sales_User.8,128,4486000,Community,Corporate,Engineering,151 Brett Land,North Kristinafurt,PA,USA,1972,Other,Warm,2016-01-31 00:00:00
W_Account.6100,Zyman Marketing Group,W_Sales_User.8,107,8187000,Cold Call,Corporate,Transportation,788 Karen Pike,Grossstad,PA,USA,1946,Private,Cool,2015-12-29 00:00:00
W_Account.6101,Parsons Brinckerhoff Quade and Douglas,W_Sales_User.15,9,8183000,Referral,Corporate,Technology,238 Bennett Mission,Roachborough,ME,USA,1913,Private,Hot,2016-09-06 00:00:00
W_Account.6102,L & S,W_Sales_User.15,160,3036000,Partner,Corporate,Shipping,292 Christian Road,Donnachester,NH,USA,1955,Private,Warm,2017-04-06 00:00:00
W_Account.6103,Enterprise Integration Group,W_Sales_User.9,122,2321000,Inbound Call,Corporate,Consulting,9543 Perkins Center,Lake Sandy,NY,USA,1979,Private,Warm,2017-02-19 00:00:00
W_Account.6105,NMT Corp.,W_Sales_User.8,151,6234000,Marketing Event,Corporate,Engineering,42123 Park Loop,Masonville,NY,USA,1961,Subsidiary,Warm,2017-04-13 00:00:00
W_Account.6106,Schiff Nutrition International,W_Sales_User.9,183,3707000,Marketing Event,Corporate,Consulting,8649 Julian Mountain,Youngfort,PA,USA,1986,Private,Cool,2015-10-24 00:00:00
W_Account.6108,jStream,W_Sales_User.11,7,2786000,Marketing Event,Corporate,Telecommunications,683 Amanda Square,Ryanborough,PA,USA,1992,Private,Cool,2016-01-21 00:00:00
W_Account.6110,Microlog Corporation,W_Sales_User.11,173,4539000,Community,Corporate,Environmental,727 Stephanie Unions,Parkbury,TX,USA,1936,Other,Cool,2016-01-25 00:00:00
W_Account.6111,Playtex Products,W_Sales_User.10,129,9229000,Cold Call,Corporate,Transportation,4335 Alison Haven,Newtonbury,PA,USA,1946,Private,Cool,2015-08-01 00:00:00
W_Account.6115,Ringtail Solutions,W_Sales_User.15,241,9532000,Partner,Corporate,Engineering,48229 Kim Way,Wilsonland,VT,USA,1971,Other,Hot,2016-06-01 00:00:00
W_Account.6123,Colorado Springs Utilities,W_Sales_User.15,12,7963000,Cold Call,Corporate,Insurance,2260 Hunter Hill,West Jasonburgh,CT,USA,1978,Private,Cool,2016-07-22 00:00:00
W_Account.6125,JesterTel,W_Sales_User.7,168,7353000,Referral,Corporate,Banking,597 Melanie Camp,New Jerry,SD,USA,1973,Private,Warm,2017-03-23 00:00:00
W_Account.6126,Viromed Laboratories,W_Sales_User.10,195,6080000,Referral,Corporate,Utilities,264 James Port,Saraland,SD,USA,1994,Private,Warm,2015-08-06 00:00:00
W_Account.6129,"Diversified Human Resources, Inc",W_Sales_User.8,11,2615000,Social Media,Corporate,Consulting,1772 Andrew Rapids,Daniellemouth,KS,USA,1949,Other,Warm,2015-08-30 00:00:00
W_Account.6134,Sentius Corporation,W_Sales_User.2,67,6636000,Referral,Corporate,Insurance,46677 Alexandra Track,Perezfurt,ID,USA,1929,Private,Warm,2015-07-07 00:00:00
W_Account.6135,Wheels America,W_Sales_User.2,228,6492000,Referral,Corporate,Food & Beverage,095 Brian Forest,Humphreytown,CA,USA,1893,Private,Warm,2017-03-17 00:00:00
W_Account.6136,SafeWeb,W_Sales_User.7,175,4452000,Referral,Corporate,Entertainment,8331 Bryant Mission,Kristieberg,WI,USA,1999,Other,Cool,2017-01-06 00:00:00
W_Account.6144,Moss Beach Homes Inc,W_Sales_User.6,150,4687000,Cold Call,Corporate,Other,7804 Michelle Place,Kaylaborough,AK,USA,1944,Private,Cool,2017-01-14 00:00:00
W_Account.6150,Parker Aerospace & Seal Group,W_Sales_User.7,92,4866000,Referral,Corporate,Insurance,427 Meyer Motorway,Bethanyside,ND,USA,1901,Other,Warm,2015-08-31 00:00:00
W_Account.6151,JPMorgan - Chase Card Services Health Advance,W_Sales_User.10,128,6245000,Marketing Event,Corporate,Financial Services,038 Barnes Falls,Williamview,ND,USA,1885,Private,Hot,2015-06-15 00:00:00
W_Account.6152,Southland Log Homes Inc,W_Sales_User.2,2,6569000,Partner,Corporate,Recreation,8356 Anthony Shore,East Jonathanville,WA,USA,1938,Other,Cool,2015-07-26 00:00:00
W_Account.6153,Johnson Packings & Industrial Products,W_Sales_User.5,16,4409000,Marketing Event,Corporate,Government,5804 Lucero Highway,West Brianberg,ID,USA,1966,Other,Hot,2016-11-07 00:00:00
W_Account.6157,Costa Rican Investment Board,W_Sales_User.11,236,6042000,Inbound Call,Corporate,Communications,5793 Lindsey Stream,New Jamiefurt,IL,USA,2003,Other,Warm,2016-08-05 00:00:00
W_Account.6158,Techline,W_Sales_User.9,122,3928000,Community,Corporate,Communications,156 Vanessa Land,North Peterborough,NE,USA,1981,Private,Warm,2016-02-06 00:00:00
W_Account.6159,iPing,W_Sales_User.1,174,2985000,Referral,Corporate,Hospitality,41116 Rachel Field,Tracyville,WA,USA,1962,Public,Hot,2016-07-22 00:00:00
W_Account.6165,sinai-baltimore,W_Sales_User.9,185,6652000,Referral,Corporate,Banking,46924 Anderson Field,Christopherborough,IA,USA,1890,Other,Hot,2015-07-15 00:00:00
W_Account.6166,ALK Technologies,W_Sales_User.1,222,9809000,Social Media,Corporate,Utilities,779 Sean Loop,Carolstad,OR,USA,1955,Other,Hot,2017-01-20 00:00:00
W_Account.6167,Signature Business Systems Group,W_Sales_User.3,89,8651000,Marketing Event,Corporate,Transportation,58676 Robyn Bypass,East Donaldville,MT,USA,1911,Other,Cool,2017-05-12 00:00:00
W_Account.6168,Infocrossing,W_Sales_User.3,90,8230000,Inbound Call,Corporate,Food & Beverage,67966 Anderson Square,Lake Marcus,WY,USA,1982,Other,Cool,2017-05-01 00:00:00
W_Account.6170,Netex Services,W_Sales_User.5,145,6685000,Inbound Call,Corporate,Manufacturing,78882 Kelley Circles,Johnmouth,NV,USA,1981,Other,Hot,2016-07-21 00:00:00
W_Account.6171,Hennepin Faculty Associates,W_Sales_User.10,108,7231000,Partner,Corporate,Banking,571 Terri Stravenue,Wallacemouth,WI,USA,1905,Public,Cool,2015-10-23 00:00:00
W_Account.6172,Feeley & Driscoll,W_Sales_User.5,0,7974000,Inbound Call,Corporate,Engineering,745 Clifford Tunnel,Port Anthony,ID,USA,1995,Other,Cool,2017-01-14 00:00:00
W_Account.6175,TSI USA,W_Sales_User.7,153,4432000,Partner,Corporate,Financial Services,408 Jackson Port,Lake Jermaineville,WI,USA,1917,Private,Hot,2016-02-07 00:00:00
W_Account.6177,Central Garden & Pet Company,W_Sales_User.9,188,6945000,Inbound Call,Corporate,Construction,7188 Scott Ports,Lake Anthonyfurt,IA,USA,1915,Private,Hot,2017-05-31 00:00:00
W_Account.6179,Freedom Fence,W_Sales_User.10,206,7809000,Data.com,Corporate,Chemicals,6619 Osborne Heights,North Sheilamouth,SD,USA,1977,Public,Hot,2016-05-24 00:00:00
W_Account.6183,Cubic Corporation,W_Sales_User.4,58,9370000,Inbound Call,Corporate,Media,13993 Keith Parks,New Amychester,AK,USA,1891,Private,Warm,2017-02-20 00:00:00
W_Account.6187,HarmonyCom,W_Sales_User.8,154,9530000,Cold Call,Corporate,Energy,46518 Kristen Mount,Lake Jack,NE,USA,1978,Private,Warm,2016-05-06 00:00:00
W_Account.6190,Aphelion,W_Sales_User.4,80,8426000,Data.com,Corporate,Electronics,046 Ramirez Land,Jacksonbury,MT,USA,1883,Public,Warm,2017-02-13 00:00:00
W_Account.6192,IMX Exchange,W_Sales_User.4,61,9262000,Data.com,Corporate,Transportation,1576 Amy Underpass,Bakerfurt,MT,USA,1899,Subsidiary,Warm,2017-03-01 00:00:00
W_Account.6200,Lambda Technologies,W_Sales_User.10,186,3262000,Cold Call,Corporate,Agriculture,40093 Hoffman Spring,Chavezton,IN,USA,1974,Private,Hot,2015-08-07 00:00:00
W_Account.6208,Apex  Information Management,W_Sales_User.6,18,3127000,Website,Corporate,Shipping,09724 Erik Track,New Jamesshire,CA,USA,1957,Private,Warm,2015-10-04 00:00:00
W_Account.6209,SLP InfoWare,W_Sales_User.2,15,4292000,Data.com,Corporate,Media,517 Rebecca Shore,Theresaberg,ID,USA,1950,Subsidiary,Warm,2015-10-22 00:00:00
W_Account.6213,Arcat,W_Sales_User.4,44,3824000,Referral,Corporate,Hospitality,549 Cox Roads,West Garyborough,UT,USA,1989,Other,Cool,2015-06-04 00:00:00
W_Account.6214,iDEVCO,W_Sales_User.10,77,7243000,Data.com,Corporate,Consulting,398 Davis Points,North Daniellemouth,MO,USA,1915,Private,Warm,2016-07-24 00:00:00
W_Account.6215,Third Sky Consulting,W_Sales_User.2,69,8405000,Referral,Corporate,Education,5823 Lindsay Avenue,Susanmouth,AZ,USA,2003,Other,Hot,2016-02-13 00:00:00
W_Account.6218,Response,W_Sales_User.11,209,3114000,Community,Corporate,Electronics,829 Nelson Creek,Lake Abigailmouth,ND,USA,2001,Private,Hot,2015-12-05 00:00:00
W_Account.6220,century 21 advanced realty,W_Sales_User.1,221,8411000,Marketing Event,Corporate,Entertainment,0878 Graham Pike,West Matthew,ID,USA,1889,Other,Warm,2016-01-17 00:00:00
W_Account.6225,"MRS BPO,",W_Sales_User.4,139,8010000,Website,Corporate,Retail,92717 Vargas Drive,Port Paula,ID,USA,1887,Private,Hot,2015-08-31 00:00:00
W_Account.6226,Emerson Control Techniques,W_Sales_User.9,67,9980000,Inbound Call,Corporate,Chemicals,99468 Jennifer Summit,North Alejandromouth,IL,USA,1966,Private,Warm,2016-02-25 00:00:00
W_Account.6228,Webcrafters,W_Sales_User.17,45,4197000,Social Media,Corporate,Hospitality,500 Devin Shoal,Danielhaven,CT,USA,1903,Public,Cool,2015-07-28 00:00:00
W_Account.6231,City Picture Frame,W_Sales_User.13,161,9722000,Inbound Call,Corporate,Financial Services,166 Jeffrey Rest,South Isaactown,MS,USA,1945,Other,Cool,2016-12-05 00:00:00
W_Account.6232,Mulholland Brothers,W_Sales_User.7,107,9468000,Partner,Corporate,Electronics,233 Ryan Mills,North James,NJ,USA,1899,Public,Warm,2016-09-13 00:00:00
W_Account.6236,Savoir Technology Group Inc,W_Sales_User.13,81,2140000,Referral,Corporate,Other,512 Megan Hill,Lake Jennifer,MA,USA,2008,Private,Hot,2015-09-18 00:00:00
W_Account.6240,AVAX Technologies,W_Sales_User.13,232,2152000,Website,Corporate,Transportation,795 Arthur Light,Duranport,MD,USA,1951,Other,Hot,2016-05-01 00:00:00
W_Account.6242,Synchrono Inc,W_Sales_User.10,161,4189000,Community,Corporate,Utilities,572 Byrd Park,Allenside,AR,USA,1928,Private,Warm,2016-08-17 00:00:00
W_Account.6247,Log On Computer & Mailing Services,W_Sales_User.14,185,7213000,Community,Corporate,Media,89100 Boyer Stravenue,Lake Connie,NC,USA,1917,Subsidiary,Hot,2016-07-09 00:00:00
W_Account.6250,IBM Software / Tivoli / Vallent,W_Sales_User.16,136,8205000,Inbound Call,Corporate,Media,43378 Bruce Ferry,Edwardfort,CT,USA,1969,Other,Warm,2015-10-19 00:00:00
W_Account.6251,Lychron,W_Sales_User.7,235,7422000,Community,Corporate,Environmental,36754 James Trace,Davisville,NJ,USA,1987,Private,Warm,2015-07-18 00:00:00
W_Account.6253,Pentonian,W_Sales_User.16,115,3512000,Referral,Corporate,Biotechnology,93662 Larry Heights,Herreraview,VA,USA,1974,Private,Warm,2016-10-08 00:00:00
W_Account.6255,National Fuel Gas Company,W_Sales_User.8,63,4621000,Partner,Corporate,Engineering,9704 Smith Well,South John,AR,USA,1983,Other,Warm,2016-08-29 00:00:00
W_Account.6256,eWeek,W_Sales_User.15,129,2255000,Partner,Corporate,Shipping,541 Woods View,West Ronaldborough,GA,USA,1973,Private,Cool,2015-07-23 00:00:00
W_Account.6257,BuilderChain,W_Sales_User.15,236,3206000,Marketing Event,Corporate,Telecommunications,5782 Robert Crossroad,Elizabethside,DE,USA,2007,Private,Cool,2015-12-02 00:00:00
W_Account.6258,Sullivan Consulting,W_Sales_User.15,215,8700000,Data.com,Corporate,Utilities,6908 Mary Greens,Robinstad,VA,USA,2008,Other,Cool,2016-04-26 00:00:00
W_Account.6260,Xbond Inc,W_Sales_User.14,246,2402000,Community,Corporate,Technology,2089 Luna Radial,West Jessica,GA,USA,1933,Private,Hot,2017-04-18 00:00:00
W_Account.6262,PowerOne Media,W_Sales_User.10,120,4001000,Cold Call,Corporate,Retail,65031 Smith River,Vasquezbury,NY,USA,1986,Private,Hot,2015-10-02 00:00:00
W_Account.6265,FDI LOG BOX,W_Sales_User.11,154,8492000,Website,Corporate,Biotechnology,17856 Kelly Cliff,Jasonview,NJ,USA,2003,Private,Warm,2017-04-10 00:00:00
W_Account.6267,Aspire Solutions,W_Sales_User.7,162,3149000,Data.com,Corporate,Energy,9254 Chan Road,South Kim,PA,USA,1881,Public,Warm,2015-12-06 00:00:00
W_Account.6268,Managed Business Solutions,W_Sales_User.9,36,2453000,Community,Corporate,Electronics,186 Stevenson Ridge,Reyeston,PA,USA,1926,Other,Warm,2016-08-05 00:00:00
W_Account.6272,Barringa,W_Sales_User.14,207,7892000,Marketing Event,Corporate,Healthcare & Life Sciences,92371 Morris Curve,Lake Jasontown,ME,USA,1888,Public,Hot,2015-08-04 00:00:00
W_Account.6274,Vicon Solutions Inc,W_Sales_User.17,196,2080000,Inbound Call,Corporate,Retail,5035 Amber Passage,Haneyborough,RI,USA,1954,Other,Hot,2015-12-14 00:00:00
W_Account.6280,Palen/Kimball Company,W_Sales_User.14,9,2972000,Partner,Corporate,Education,4705 Kemp Turnpike,South Lisastad,FL,USA,1968,Subsidiary,Warm,2015-12-25 00:00:00
W_Account.6281,UCB Pharma,W_Sales_User.12,9,2412000,Data.com,Corporate,Entertainment,340 Miller Tunnel,New Coreychester,NC,USA,1943,Private,Warm,2015-07-09 00:00:00
W_Account.6282,EasyStreet Online Services,W_Sales_User.10,94,9037000,Cold Call,Corporate,Engineering,85766 Mcdaniel Green,West Josephton,TX,USA,1887,Other,Cool,2015-09-25 00:00:00
W_Account.6289,Meredith Corporation,W_Sales_User.17,126,3788000,Referral,Corporate,Machinery,44730 Davis Heights,South Megan,DE,USA,1928,Subsidiary,Cool,2015-09-20 00:00:00
W_Account.6290,INX International Ink Company,W_Sales_User.12,207,2033000,Inbound Call,Corporate,Healthcare & Life Sciences,064 Brandon Station,Aaronberg,FL,USA,2004,Private,Hot,2017-02-09 00:00:00
W_Account.6291,Howard Industries,W_Sales_User.11,219,5055000,Data.com,Corporate,Energy,2694 Lowe Mission,Calebport,NJ,USA,1906,Private,Cool,2017-02-20 00:00:00
W_Account.6294,Actelis Networks,W_Sales_User.16,167,7678000,Marketing Event,Corporate,Recreation,7747 Scott Estates,Blankenshipmouth,ME,USA,1916,Public,Hot,2015-10-04 00:00:00
W_Account.6295,Aitech Defense Systems,W_Sales_User.17,54,7483000,Website,Corporate,Entertainment,68957 Katherine Courts,Meghanstad,MS,USA,1880,Other,Cool,2015-10-26 00:00:00
W_Account.6297,Computer Resolutions,W_Sales_User.13,17,9059000,Data.com,Corporate,Engineering,44070 Jose Route,Barbarafurt,CT,USA,1922,Public,Hot,2015-08-13 00:00:00
W_Account.6299,Communication Solutions Co.,W_Sales_User.14,102,3452000,Partner,Corporate,Retail,75276 Bass River,East Jennifermouth,TN,USA,2001,Other,Hot,2016-02-11 00:00:00
W_Account.6302,Amplidyne,W_Sales_User.11,182,2443000,Referral,Corporate,Electronics,250 Angela Fords,Jakebury,NJ,USA,1965,Private,Hot,2017-03-06 00:00:00
W_Account.6303,AT&T Mobility Development Program,W_Sales_User.16,22,7336000,Marketing Event,Corporate,Consulting,654 Nguyen Junctions,East Johnmouth,SC,USA,1889,Private,Hot,2016-02-18 00:00:00
W_Account.6304,"Distance Learning, Inc",W_Sales_User.17,248,2563000,Community,Corporate,Manufacturing,6548 Dominguez Mission,New Heatherborough,CT,USA,1904,Private,Hot,2015-09-14 00:00:00
W_Account.6308,Shurgard Storage Centers,W_Sales_User.15,182,5676000,Partner,Corporate,Consulting,5398 Nicole Mills,South Douglasside,VA,USA,1917,Other,Warm,2016-02-13 00:00:00
W_Account.6311,Parenting U International,W_Sales_User.8,11,3704000,Partner,Corporate,Education,57322 Rice Village,South Elizabeth,OH,USA,1912,Private,Cool,2016-12-06 00:00:00
W_Account.6313,Artloft.com,W_Sales_User.7,170,8594000,Partner,Corporate,Education,0495 Johnson Motorway,Novakmouth,IL,USA,1966,Private,Cool,2016-05-29 00:00:00
W_Account.6314,TransWorld Leasing Corporation,W_Sales_User.8,12,8419000,Social Media,Corporate,Construction,57000 Winters Common,South George,KS,USA,1930,Private,Cool,2015-07-17 00:00:00
W_Account.6319,New England Controls,W_Sales_User.7,54,4382000,Website,Corporate,Manufacturing,2874 Perkins Avenue,Lake Anthony,MO,USA,1921,Private,Hot,2015-09-27 00:00:00
W_Account.6320,Family Video Corp.,W_Sales_User.10,124,7035000,Social Media,Corporate,Construction,02367 Carson Ford,New Michael,OH,USA,1980,Private,Hot,2015-11-15 00:00:00
W_Account.6329,GLT & Associates,W_Sales_User.4,106,6282000,Inbound Call,Corporate,Entertainment,0907 Phillip Avenue,Griffinmouth,AZ,USA,2005,Private,Cool,2016-06-21 00:00:00
W_Account.6333,Aster Group,W_Sales_User.1,140,2410000,Partner,Corporate,Shipping,8193 Heather Well,Lake Bradleyburgh,OR,USA,2005,Other,Warm,2016-06-23 00:00:00
W_Account.6334,Coda Music Technology,W_Sales_User.7,135,8120000,Community,Corporate,Hospitality,25187 Hudson Shoal,New Loganfort,OH,USA,1989,Private,Hot,2017-03-24 00:00:00
W_Account.6335,Sales Performance Intl,W_Sales_User.8,73,7040000,Marketing Event,Corporate,Shipping,0554 Robert Burg,West Victorville,MO,USA,1973,Subsidiary,Hot,2016-03-07 00:00:00
W_Account.6338,Paxton Company,W_Sales_User.1,1,4201000,Marketing Event,Corporate,Media,361 Valencia Oval,North Debbie,AZ,USA,1894,Other,Hot,2016-01-24 00:00:00
W_Account.6340,Palm Beach Truck & Equipment,W_Sales_User.10,122,3193000,Cold Call,Corporate,Media,45899 Nathaniel Valleys,Mitchellbury,KS,USA,1890,Private,Warm,2016-03-13 00:00:00
W_Account.6341,Entisys Solutions,W_Sales_User.11,195,9778000,Inbound Call,Corporate,Chemicals,221 Ivan Tunnel,Davidmouth,IN,USA,1995,Private,Warm,2017-01-08 00:00:00
W_Account.6342,OHAI Technologies,W_Sales_User.9,131,6186000,Inbound Call,Corporate,Construction,253 Williams Shore,Greenfort,MN,USA,1984,Private,Hot,2015-07-06 00:00:00
W_Account.6347,Chiquita Brands International,W_Sales_User.3,109,2772000,Data.com,Corporate,Technology,494 Crystal Ferry,South Jennifer,MT,USA,1964,Private,Cool,2016-04-18 00:00:00
W_Account.6351,AgChoice Farm Credit,W_Sales_User.8,201,8945000,Referral,Corporate,Communications,118 Walker Stravenue,Perryberg,IL,USA,1987,Other,Warm,2017-04-20 00:00:00
W_Account.6353,K2,W_Sales_User.5,203,5429000,Community,Corporate,Biotechnology,70753 Hoffman View,South Hannahbury,HI,USA,1965,Private,Hot,2015-12-20 00:00:00
W_Account.6354,ProactiveNet,W_Sales_User.4,162,7500000,Inbound Call,Corporate,Energy,792 Chen Forks,North Joshua,CO,USA,2003,Other,Warm,2015-08-02 00:00:00
W_Account.6358,Go2pay.com,W_Sales_User.7,128,5874000,Community,Corporate,Apparel,7618 Olivia Stravenue,East Kennethfurt,WI,USA,1885,Private,Hot,2016-11-27 00:00:00
W_Account.6360,Topik Solutions,W_Sales_User.6,108,3346000,Community,Corporate,Biotechnology,12000 David Parkway,Lake Lisa,HI,USA,1892,Private,Hot,2016-04-04 00:00:00
W_Account.6361,Invivodata,W_Sales_User.5,17,4694000,Partner,Corporate,Chemicals,77341 Nicholas Valleys,Jenkinsfurt,WY,USA,1906,Public,Warm,2015-09-01 00:00:00
W_Account.6367,Nextgenet Technology Corporation,W_Sales_User.10,61,7650000,Inbound Call,Corporate,Transportation,6573 Zachary Skyway,Jasonton,IA,USA,1895,Private,Cool,2015-07-05 00:00:00
W_Account.6369,Egencia,W_Sales_User.1,9,5980000,Cold Call,Corporate,Insurance,470 Laura Park,South Tiffany,HI,USA,1964,Public,Cool,2017-01-04 00:00:00
W_Account.6370,ResponseLogic,W_Sales_User.5,240,6319000,Partner,Corporate,Insurance,187 Hernandez Shore,Tracyborough,CO,USA,1896,Private,Cool,2015-10-06 00:00:00
W_Account.6371,EA Systems,W_Sales_User.9,241,4211000,Cold Call,Corporate,Technology,8667 Hardy Shore,South Zacharybury,ND,USA,1981,Public,Warm,2016-08-13 00:00:00
W_Account.6373,CarrierPoint,W_Sales_User.10,123,2759000,Social Media,Corporate,Environmental,43182 Norman Ways,New Angela,NE,USA,1961,Private,Hot,2016-04-11 00:00:00
W_Account.6376,Interact Database Technologies,W_Sales_User.3,23,4683000,Partner,Corporate,Utilities,114 Tiffany Groves,Callahanfort,CA,USA,1937,Private,Hot,2016-02-15 00:00:00
W_Account.6377,International Smart Sourcing,W_Sales_User.3,110,3898000,Cold Call,Corporate,Insurance,63019 Robinson Cliff,Hannahshire,CA,USA,1962,Private,Warm,2015-08-07 00:00:00
W_Account.6381,Alegria,W_Sales_User.2,156,4714000,Website,Corporate,Government,163 Williamson Plains,Robbinsmouth,CO,USA,1890,Public,Cool,2016-04-22 00:00:00
W_Account.6384,National Rehab Partners,W_Sales_User.2,58,6937000,Marketing Event,Corporate,Education,821 Clark Cove,Timothychester,NV,USA,1884,Public,Hot,2015-11-25 00:00:00
W_Account.6386,Bfs,W_Sales_User.10,68,9965000,Data.com,Corporate,Communications,3125 Christine Burg,Willieport,ND,USA,1963,Subsidiary,Cool,2016-05-08 00:00:00
W_Account.6387,Pda,W_Sales_User.2,107,2160000,Community,Corporate,Apparel,513 Matthew Burgs,Angelastad,AK,USA,1954,Public,Warm,2015-09-08 00:00:00
W_Account.6388,Kinetics Technology International Corp.,W_Sales_User.2,15,3813000,Referral,Corporate,Financial Services,21986 Angela Roads,Erinmouth,AZ,USA,1920,Public,Hot,2016-11-06 00:00:00
W_Account.6390,SurePak Containers & Display,W_Sales_User.7,106,6718000,Partner,Corporate,Banking,5546 Dawn Garden,Brittanyberg,MO,USA,1923,Other,Warm,2016-01-26 00:00:00
W_Account.6392,The Vanguard Group,W_Sales_User.7,127,7615000,Social Media,Corporate,Manufacturing,7218 Wu Unions,Kathrynberg,MI,USA,1988,Private,Cool,2016-04-23 00:00:00
W_Account.6395,The TriZetto Group,W_Sales_User.3,204,9383000,Partner,Corporate,Agriculture,0919 Roy Valleys,Coffeymouth,WY,USA,1920,Other,Warm,2016-11-04 00:00:00
W_Account.6403,The Greentree Group Inc,W_Sales_User.11,68,2058000,Website,Corporate,Environmental,0215 Grant Stravenue,Jeanmouth,IN,USA,1914,Other,Hot,2016-05-17 00:00:00
