External+AF8-Id+AF8AXw-c,Amount+AF8AXw-c,StageName+AF8AXw-c,ForecastCategory+AF8AXw-c,CloseDate+AF8AXw-c,CreatedDate+AF8AXw-c,Opportunity.External+AF8-Id+AF8AXw-c
W+AF8-OpportunityHistory.10726,100000,Qualification,Pipeline,2016+AC0-02+AC0-13,2016+AC0-01+AC0-02 00:00:00,W+AF8-Opportunity.59368
W+AF8-OpportunityHistory.10725,100000,Closed Lost,Omitted,2016+AC0-02+AC0-13,2016+AC0-02+AC0-03 00:00:00,W+AF8-Opportunity.59368
W+AF8-OpportunityHistory.10724,100000,Negotiation,Commit,2016+AC0-02+AC0-13,2016+AC0-02+AC0-09 00:00:00,W+AF8-Opportunity.59368
W+AF8-OpportunityHistory.10723,100000,Closed Lost,Omitted,2016+AC0-02+AC0-13,2016+AC0-02+AC0-13 00:00:00,W+AF8-Opportunity.59368
W+AF8-OpportunityHistory.10722,12000,Qualification,Pipeline,2015+AC0-11+AC0-28,2015+AC0-09+AC0-26 00:00:00,W+AF8-Opportunity.59453
W+AF8-OpportunityHistory.10721,12000,Closed Lost,Omitted,2015+AC0-11+AC0-28,2015+AC0-10+AC0-15 00:00:00,W+AF8-Opportunity.59453
W+AF8-OpportunityHistory.10720,12000,Negotiation,Commit,2015+AC0-11+AC0-28,2015+AC0-10+AC0-16 00:00:00,W+AF8-Opportunity.59453
W+AF8-OpportunityHistory.10719,10000,Negotiation,Commit,2015+AC0-11+AC0-28,2015+AC0-11+AC0-01 00:00:00,W+AF8-Opportunity.59453
W+AF8-OpportunityHistory.10718,10000,Closed Lost,Omitted,2015+AC0-11+AC0-28,2015+AC0-11+AC0-28 00:00:00,W+AF8-Opportunity.59453
W+AF8-OpportunityHistory.10717,6000,Qualification,Pipeline,2016+AC0-02+AC0-17,2016+AC0-01+AC0-03 00:00:00,W+AF8-Opportunity.59459
W+AF8-OpportunityHistory.10716,6000,Closed Lost,Omitted,2016+AC0-02+AC0-17,2016+AC0-01+AC0-04 00:00:00,W+AF8-Opportunity.59459
W+AF8-OpportunityHistory.10715,6000,Proposal/Quote,BestCase,2016+AC0-02+AC0-17,2016+AC0-01+AC0-09 00:00:00,W+AF8-Opportunity.59459
W+AF8-OpportunityHistory.10714,6000,Closed Lost,Omitted,2016+AC0-02+AC0-17,2016+AC0-02+AC0-17 00:00:00,W+AF8-Opportunity.59459
W+AF8-OpportunityHistory.10713,18000,Qualification,Pipeline,2016+AC0-02+AC0-12,2015+AC0-12+AC0-15 00:00:00,W+AF8-Opportunity.59490
W+AF8-OpportunityHistory.10712,18000,Closed Lost,Omitted,2016+AC0-02+AC0-12,2016+AC0-01+AC0-16 00:00:00,W+AF8-Opportunity.59490
W+AF8-OpportunityHistory.10711,18000,Negotiation,Pipeline,2016+AC0-02+AC0-12,2016+AC0-02+AC0-07 00:00:00,W+AF8-Opportunity.59490
W+AF8-OpportunityHistory.10710,10000,Negotiation,Pipeline,2016+AC0-02+AC0-12,2016+AC0-02+AC0-09 00:00:00,W+AF8-Opportunity.59490
W+AF8-OpportunityHistory.10709,10000,Closed Lost,Omitted,2016+AC0-02+AC0-12,2016+AC0-02+AC0-12 00:00:00,W+AF8-Opportunity.59490
W+AF8-OpportunityHistory.10708,25000,Qualification,Pipeline,2017+AC0-02+AC0-22,2016+AC0-12+AC0-30 00:00:00,W+AF8-Opportunity.59492
W+AF8-OpportunityHistory.10707,25000,Needs Analysis,Commit,2017+AC0-02+AC0-22,2017+AC0-02+AC0-04 00:00:00,W+AF8-Opportunity.59492
W+AF8-OpportunityHistory.10706,25000,Closed Lost,Omitted,2017+AC0-02+AC0-22,2017+AC0-02+AC0-22 00:00:00,W+AF8-Opportunity.59492
W+AF8-OpportunityHistory.10705,28000,Qualification,Pipeline,2016+AC0-02+AC0-04,2015+AC0-12+AC0-29 00:00:00,W+AF8-Opportunity.59565
W+AF8-OpportunityHistory.10704,28000,Negotiation,BestCase,2016+AC0-02+AC0-04,2016+AC0-01+AC0-11 00:00:00,W+AF8-Opportunity.59565
W+AF8-OpportunityHistory.10703,20000,Negotiation,BestCase,2016+AC0-02+AC0-04,2016+AC0-01+AC0-15 00:00:00,W+AF8-Opportunity.59565
W+AF8-OpportunityHistory.10702,20000,Negotiation,BestCase,2016+AC0-03+AC0-02,2016+AC0-02+AC0-22 00:00:00,W+AF8-Opportunity.59565
W+AF8-OpportunityHistory.10701,30000,Negotiation,BestCase,2016+AC0-03+AC0-02,2016+AC0-02+AC0-23 00:00:00,W+AF8-Opportunity.59565
W+AF8-OpportunityHistory.10700,30000,Closed Lost,Omitted,2016+AC0-03+AC0-02,2016+AC0-03+AC0-02 00:00:00,W+AF8-Opportunity.59565
W+AF8-OpportunityHistory.10699,15000,Qualification,Pipeline,2015+AC0-08+AC0-28,2015+AC0-07+AC0-15 00:00:00,W+AF8-Opportunity.59614
W+AF8-OpportunityHistory.10698,15000,Needs Analysis,Pipeline,2015+AC0-08+AC0-28,2015+AC0-07+AC0-22 00:00:00,W+AF8-Opportunity.59614
W+AF8-OpportunityHistory.10697,15000,Closed Lost,Omitted,2015+AC0-08+AC0-28,2015+AC0-08+AC0-28 00:00:00,W+AF8-Opportunity.59614
W+AF8-OpportunityHistory.10696,25000,Qualification,Pipeline,2016+AC0-11+AC0-23,2016+AC0-10+AC0-05 00:00:00,W+AF8-Opportunity.59630
W+AF8-OpportunityHistory.10695,25000,Proposal/Quote,BestCase,2016+AC0-11+AC0-23,2016+AC0-10+AC0-18 00:00:00,W+AF8-Opportunity.59630
W+AF8-OpportunityHistory.10694,25000,Negotiation,Pipeline,2016+AC0-11+AC0-23,2016+AC0-10+AC0-22 00:00:00,W+AF8-Opportunity.59630
W+AF8-OpportunityHistory.10693,25000,Closed Lost,Omitted,2016+AC0-11+AC0-23,2016+AC0-11+AC0-23 00:00:00,W+AF8-Opportunity.59630
W+AF8-OpportunityHistory.10692,95000,Qualification,Pipeline,2015+AC0-07+AC0-19,2015+AC0-06+AC0-09 00:00:00,W+AF8-Opportunity.59693
W+AF8-OpportunityHistory.10691,95000,Proposal/Quote,BestCase,2015+AC0-07+AC0-19,2015+AC0-06+AC0-11 00:00:00,W+AF8-Opportunity.59693
W+AF8-OpportunityHistory.10690,100000,Proposal/Quote,BestCase,2015+AC0-07+AC0-19,2015+AC0-07+AC0-16 00:00:00,W+AF8-Opportunity.59693
W+AF8-OpportunityHistory.10689,100000,Closed Lost,Omitted,2015+AC0-07+AC0-19,2015+AC0-07+AC0-19 00:00:00,W+AF8-Opportunity.59693
W+AF8-OpportunityHistory.10688,181462,Qualification,Pipeline,2016+AC0-02+AC0-19,2016+AC0-01+AC0-07 00:00:00,W+AF8-Opportunity.59699
W+AF8-OpportunityHistory.10687,181462,Proposal/Quote,Commit,2016+AC0-02+AC0-19,2016+AC0-01+AC0-20 00:00:00,W+AF8-Opportunity.59699
W+AF8-OpportunityHistory.10686,175462,Proposal/Quote,Commit,2016+AC0-02+AC0-19,2016+AC0-01+AC0-26 00:00:00,W+AF8-Opportunity.59699
W+AF8-OpportunityHistory.10685,181462,Proposal/Quote,Commit,2016+AC0-02+AC0-19,2016+AC0-02+AC0-05 00:00:00,W+AF8-Opportunity.59699
W+AF8-OpportunityHistory.10684,181462,Closed Won,Closed,2016+AC0-02+AC0-19,2016+AC0-02+AC0-19 00:00:00,W+AF8-Opportunity.59699
W+AF8-OpportunityHistory.10683,40000,Qualification,Pipeline,2016+AC0-09+AC0-23,2016+AC0-08+AC0-13 00:00:00,W+AF8-Opportunity.59773
W+AF8-OpportunityHistory.10682,40000,Needs Analysis,Pipeline,2016+AC0-09+AC0-23,2016+AC0-08+AC0-25 00:00:00,W+AF8-Opportunity.59773
W+AF8-OpportunityHistory.10681,40000,Closed Won,Closed,2016+AC0-09+AC0-23,2016+AC0-09+AC0-23 00:00:00,W+AF8-Opportunity.59773
W+AF8-OpportunityHistory.10680,150000,Qualification,Pipeline,2016+AC0-02+AC0-24,2015+AC0-12+AC0-30 00:00:00,W+AF8-Opportunity.59816
W+AF8-OpportunityHistory.10679,150000,Closed Lost,Omitted,2016+AC0-02+AC0-24,2016+AC0-01+AC0-04 00:00:00,W+AF8-Opportunity.59816
W+AF8-OpportunityHistory.10678,150000,Negotiation,BestCase,2016+AC0-02+AC0-24,2016+AC0-02+AC0-07 00:00:00,W+AF8-Opportunity.59816
W+AF8-OpportunityHistory.10677,150000,Closed Lost,Omitted,2016+AC0-02+AC0-24,2016+AC0-02+AC0-24 00:00:00,W+AF8-Opportunity.59816
W+AF8-OpportunityHistory.10676,2000,Qualification,Pipeline,2016+AC0-05+AC0-31,2016+AC0-04+AC0-03 00:00:00,W+AF8-Opportunity.59817
W+AF8-OpportunityHistory.10675,2000,Needs Analysis,BestCase,2016+AC0-05+AC0-31,2016+AC0-05+AC0-15 00:00:00,W+AF8-Opportunity.59817
W+AF8-OpportunityHistory.10674,2000,Closed Lost,Omitted,2016+AC0-05+AC0-31,2016+AC0-05+AC0-31 00:00:00,W+AF8-Opportunity.59817
W+AF8-OpportunityHistory.10673,146000,Qualification,Pipeline,2016+AC0-12+AC0-10,2016+AC0-10+AC0-14 00:00:00,W+AF8-Opportunity.59830
W+AF8-OpportunityHistory.10672,146000,Needs Analysis,Pipeline,2016+AC0-12+AC0-10,2016+AC0-10+AC0-23 00:00:00,W+AF8-Opportunity.59830
W+AF8-OpportunityHistory.10671,143000,Needs Analysis,Pipeline,2016+AC0-12+AC0-10,2016+AC0-10+AC0-31 00:00:00,W+AF8-Opportunity.59830
W+AF8-OpportunityHistory.10670,150000,Needs Analysis,Pipeline,2016+AC0-12+AC0-10,2016+AC0-11+AC0-28 00:00:00,W+AF8-Opportunity.59830
W+AF8-OpportunityHistory.10669,150000,Closed Lost,Omitted,2016+AC0-12+AC0-10,2016+AC0-12+AC0-10 00:00:00,W+AF8-Opportunity.59830
W+AF8-OpportunityHistory.10668,40000,Qualification,Pipeline,2016+AC0-06+AC0-13,2016+AC0-03+AC0-12 00:00:00,W+AF8-Opportunity.59845
W+AF8-OpportunityHistory.10667,40000,Needs Analysis,BestCase,2016+AC0-06+AC0-13,2016+AC0-03+AC0-25 00:00:00,W+AF8-Opportunity.59845
W+AF8-OpportunityHistory.10666,31000,Needs Analysis,BestCase,2016+AC0-06+AC0-13,2016+AC0-04+AC0-27 00:00:00,W+AF8-Opportunity.59845
W+AF8-OpportunityHistory.10665,31000,Needs Analysis,BestCase,2016+AC0-05+AC0-13,2016+AC0-04+AC0-30 00:00:00,W+AF8-Opportunity.59845
W+AF8-OpportunityHistory.10664,24000,Needs Analysis,BestCase,2016+AC0-05+AC0-13,2016+AC0-05+AC0-07 00:00:00,W+AF8-Opportunity.59845
W+AF8-OpportunityHistory.10663,24000,Closed Lost,Omitted,2016+AC0-05+AC0-13,2016+AC0-05+AC0-13 00:00:00,W+AF8-Opportunity.59845
W+AF8-OpportunityHistory.10662,50000,Qualification,Pipeline,2017+AC0-05+AC0-26,2017+AC0-04+AC0-11 00:00:00,W+AF8-Opportunity.59910
W+AF8-OpportunityHistory.10661,50000,Negotiation,BestCase,2017+AC0-05+AC0-26,2017+AC0-05+AC0-13 00:00:00,W+AF8-Opportunity.59910
W+AF8-OpportunityHistory.10660,50000,Closed Lost,Omitted,2017+AC0-05+AC0-26,2017+AC0-05+AC0-26 00:00:00,W+AF8-Opportunity.59910
W+AF8-OpportunityHistory.10659,5000,Qualification,Pipeline,2017+AC0-03+AC0-07,2017+AC0-01+AC0-06 00:00:00,W+AF8-Opportunity.59976
W+AF8-OpportunityHistory.10658,5000,Negotiation,Commit,2017+AC0-03+AC0-07,2017+AC0-02+AC0-09 00:00:00,W+AF8-Opportunity.59976
W+AF8-OpportunityHistory.10657,5000,Closed Lost,Omitted,2017+AC0-03+AC0-07,2017+AC0-03+AC0-07 00:00:00,W+AF8-Opportunity.59976
W+AF8-OpportunityHistory.10656,102000,Qualification,Pipeline,2015+AC0-08+AC0-31,2015+AC0-08+AC0-15 00:00:00,W+AF8-Opportunity.59977
W+AF8-OpportunityHistory.10655,102000,Closed Lost,Omitted,2015+AC0-08+AC0-31,2015+AC0-08+AC0-31 00:00:00,W+AF8-Opportunity.59977
W+AF8-OpportunityHistory.10654,261000,Qualification,Pipeline,2016+AC0-11+AC0-21,2016+AC0-09+AC0-15 00:00:00,W+AF8-Opportunity.59983
W+AF8-OpportunityHistory.10653,261000,Proposal/Quote,Commit,2016+AC0-11+AC0-21,2016+AC0-09+AC0-16 00:00:00,W+AF8-Opportunity.59983
W+AF8-OpportunityHistory.10652,257000,Proposal/Quote,Commit,2016+AC0-11+AC0-21,2016+AC0-10+AC0-22 00:00:00,W+AF8-Opportunity.59983
W+AF8-OpportunityHistory.10651,250000,Proposal/Quote,Commit,2016+AC0-11+AC0-21,2016+AC0-11+AC0-04 00:00:00,W+AF8-Opportunity.59983
W+AF8-OpportunityHistory.10650,250000,Closed Won,Closed,2016+AC0-11+AC0-21,2016+AC0-11+AC0-21 00:00:00,W+AF8-Opportunity.59983
W+AF8-OpportunityHistory.10649,7500,Qualification,Pipeline,2015+AC0-09+AC0-06,2015+AC0-07+AC0-06 00:00:00,W+AF8-Opportunity.60029
W+AF8-OpportunityHistory.10648,7500,Needs Analysis,Pipeline,2015+AC0-09+AC0-06,2015+AC0-07+AC0-14 00:00:00,W+AF8-Opportunity.60029
W+AF8-OpportunityHistory.10647,7500,Proposal/Quote,Pipeline,2015+AC0-09+AC0-06,2015+AC0-07+AC0-28 00:00:00,W+AF8-Opportunity.60029
W+AF8-OpportunityHistory.10646,7500,Closed Lost,Omitted,2015+AC0-09+AC0-06,2015+AC0-09+AC0-06 00:00:00,W+AF8-Opportunity.60029
W+AF8-OpportunityHistory.10645,39000,Qualification,Pipeline,2015+AC0-08+AC0-28,2015+AC0-07+AC0-14 00:00:00,W+AF8-Opportunity.60056
W+AF8-OpportunityHistory.10644,39000,Negotiation,BestCase,2015+AC0-08+AC0-28,2015+AC0-07+AC0-15 00:00:00,W+AF8-Opportunity.60056
W+AF8-OpportunityHistory.10643,39000,Closed Won,Closed,2015+AC0-08+AC0-28,2015+AC0-08+AC0-28 00:00:00,W+AF8-Opportunity.60056
W+AF8-OpportunityHistory.10642,34000,Qualification,Pipeline,2017+AC0-02+AC0-04,2016+AC0-12+AC0-27 00:00:00,W+AF8-Opportunity.60080
W+AF8-OpportunityHistory.10641,34000,Proposal/Quote,Pipeline,2017+AC0-02+AC0-04,2016+AC0-12+AC0-28 00:00:00,W+AF8-Opportunity.60080
W+AF8-OpportunityHistory.10640,35000,Proposal/Quote,Pipeline,2017+AC0-02+AC0-04,2017+AC0-01+AC0-20 00:00:00,W+AF8-Opportunity.60080
W+AF8-OpportunityHistory.10639,40000,Proposal/Quote,Pipeline,2017+AC0-02+AC0-04,2017+AC0-01+AC0-28 00:00:00,W+AF8-Opportunity.60080
W+AF8-OpportunityHistory.10638,40000,Closed Lost,Omitted,2017+AC0-02+AC0-04,2017+AC0-02+AC0-04 00:00:00,W+AF8-Opportunity.60080
W+AF8-OpportunityHistory.10637,101000,Qualification,Pipeline,2015+AC0-12+AC0-08,2015+AC0-10+AC0-29 00:00:00,W+AF8-Opportunity.60103
W+AF8-OpportunityHistory.10636,101000,Proposal/Quote,BestCase,2015+AC0-12+AC0-08,2015+AC0-11+AC0-12 00:00:00,W+AF8-Opportunity.60103
W+AF8-OpportunityHistory.10635,101000,Closed Lost,Omitted,2015+AC0-12+AC0-08,2015+AC0-12+AC0-08 00:00:00,W+AF8-Opportunity.60103
W+AF8-OpportunityHistory.10634,200000,Qualification,Pipeline,2017+AC0-05+AC0-13,2017+AC0-03+AC0-08 00:00:00,W+AF8-Opportunity.60131
W+AF8-OpportunityHistory.10633,200000,Negotiation,Commit,2017+AC0-05+AC0-13,2017+AC0-03+AC0-28 00:00:00,W+AF8-Opportunity.60131
W+AF8-OpportunityHistory.10632,200000,Closed Lost,Omitted,2017+AC0-05+AC0-13,2017+AC0-04+AC0-22 00:00:00,W+AF8-Opportunity.60131
W+AF8-OpportunityHistory.10631,200000,Negotiation,Commit,2017+AC0-05+AC0-13,2017+AC0-05+AC0-08 00:00:00,W+AF8-Opportunity.60131
W+AF8-OpportunityHistory.10630,200000,Closed Lost,Omitted,2017+AC0-05+AC0-13,2017+AC0-05+AC0-13 00:00:00,W+AF8-Opportunity.60131
W+AF8-OpportunityHistory.10629,3000,Qualification,Pipeline,2016+AC0-01+AC0-27,2015+AC0-12+AC0-12 00:00:00,W+AF8-Opportunity.60137
W+AF8-OpportunityHistory.10628,3000,Needs Analysis,Pipeline,2016+AC0-01+AC0-27,2015+AC0-12+AC0-24 00:00:00,W+AF8-Opportunity.60137
W+AF8-OpportunityHistory.10627,3000,Closed Lost,Omitted,2016+AC0-01+AC0-27,2016+AC0-01+AC0-27 00:00:00,W+AF8-Opportunity.60137
W+AF8-OpportunityHistory.10626,500000,Qualification,Pipeline,2017+AC0-01+AC0-19,2016+AC0-11+AC0-17 00:00:00,W+AF8-Opportunity.60144
W+AF8-OpportunityHistory.10625,500000,Negotiation,Pipeline,2017+AC0-01+AC0-19,2016+AC0-12+AC0-14 00:00:00,W+AF8-Opportunity.60144
W+AF8-OpportunityHistory.10624,500000,Closed Lost,Omitted,2017+AC0-01+AC0-19,2017+AC0-01+AC0-19 00:00:00,W+AF8-Opportunity.60144
W+AF8-OpportunityHistory.10623,70000,Qualification,Pipeline,2016+AC0-08+AC0-13,2016+AC0-06+AC0-13 00:00:00,W+AF8-Opportunity.60219
W+AF8-OpportunityHistory.10622,70000,Proposal/Quote,Commit,2016+AC0-08+AC0-13,2016+AC0-07+AC0-13 00:00:00,W+AF8-Opportunity.60219
W+AF8-OpportunityHistory.10621,70000,Closed Lost,Omitted,2016+AC0-08+AC0-13,2016+AC0-08+AC0-13 00:00:00,W+AF8-Opportunity.60219
W+AF8-OpportunityHistory.10620,150000,Qualification,Pipeline,2017+AC0-07+AC0-30,2017+AC0-05+AC0-25 00:00:00,W+AF8-Opportunity.60225
W+AF8-OpportunityHistory.10619,4000,Qualification,Pipeline,2016+AC0-11+AC0-25,2016+AC0-09+AC0-29 00:00:00,W+AF8-Opportunity.60233
W+AF8-OpportunityHistory.10618,4000,Negotiation,Commit,2016+AC0-11+AC0-25,2016+AC0-09+AC0-30 00:00:00,W+AF8-Opportunity.60233
W+AF8-OpportunityHistory.10617,4000,Negotiation,Commit,2016+AC0-11+AC0-12,2016+AC0-10+AC0-09 00:00:00,W+AF8-Opportunity.60233
W+AF8-OpportunityHistory.10616,4000,Closed Lost,Omitted,2016+AC0-11+AC0-12,2016+AC0-11+AC0-12 00:00:00,W+AF8-Opportunity.60233
W+AF8-OpportunityHistory.10615,88000,Qualification,Pipeline,2017+AC0-05+AC0-03,2017+AC0-03+AC0-01 00:00:00,W+AF8-Opportunity.60298
W+AF8-OpportunityHistory.10614,88000,Proposal/Quote,BestCase,2017+AC0-05+AC0-03,2017+AC0-03+AC0-14 00:00:00,W+AF8-Opportunity.60298
W+AF8-OpportunityHistory.10613,91000,Proposal/Quote,BestCase,2017+AC0-05+AC0-03,2017+AC0-04+AC0-25 00:00:00,W+AF8-Opportunity.60298
W+AF8-OpportunityHistory.10612,100000,Proposal/Quote,BestCase,2017+AC0-05+AC0-03,2017+AC0-05+AC0-02 00:00:00,W+AF8-Opportunity.60298
W+AF8-OpportunityHistory.10611,100000,Closed Lost,Omitted,2017+AC0-05+AC0-03,2017+AC0-05+AC0-03 00:00:00,W+AF8-Opportunity.60298
W+AF8-OpportunityHistory.10610,26000,Qualification,Pipeline,2015+AC0-08+AC0-01,2015+AC0-07+AC0-15 00:00:00,W+AF8-Opportunity.60306
W+AF8-OpportunityHistory.10609,26000,Proposal/Quote,Commit,2015+AC0-08+AC0-01,2015+AC0-07+AC0-23 00:00:00,W+AF8-Opportunity.60306
W+AF8-OpportunityHistory.10608,26000,Proposal/Quote,Commit,2015+AC0-09+AC0-06,2015+AC0-08+AC0-30 00:00:00,W+AF8-Opportunity.60306
W+AF8-OpportunityHistory.10607,20000,Proposal/Quote,Commit,2015+AC0-09+AC0-06,2015+AC0-09+AC0-03 00:00:00,W+AF8-Opportunity.60306
W+AF8-OpportunityHistory.10606,20000,Closed Lost,Omitted,2015+AC0-09+AC0-06,2015+AC0-09+AC0-06 00:00:00,W+AF8-Opportunity.60306
W+AF8-OpportunityHistory.10605,59900,Qualification,Pipeline,2016+AC0-03+AC0-31,2016+AC0-01+AC0-02 00:00:00,W+AF8-Opportunity.60323
W+AF8-OpportunityHistory.10604,59900,Proposal/Quote,Commit,2016+AC0-03+AC0-31,2016+AC0-01+AC0-16 00:00:00,W+AF8-Opportunity.60323
W+AF8-OpportunityHistory.10603,59900,Negotiation,BestCase,2016+AC0-03+AC0-31,2016+AC0-01+AC0-26 00:00:00,W+AF8-Opportunity.60323
W+AF8-OpportunityHistory.10602,59900,Negotiation,BestCase,2016+AC0-03+AC0-06,2016+AC0-02+AC0-20 00:00:00,W+AF8-Opportunity.60323
W+AF8-OpportunityHistory.10601,59900,Closed Won,Closed,2016+AC0-03+AC0-06,2016+AC0-03+AC0-06 00:00:00,W+AF8-Opportunity.60323
W+AF8-OpportunityHistory.10600,14719,Qualification,Pipeline,2017+AC0-03+AC0-10,2017+AC0-01+AC0-09 00:00:00,W+AF8-Opportunity.60373
W+AF8-OpportunityHistory.10599,14719,Needs Analysis,Pipeline,2017+AC0-03+AC0-10,2017+AC0-01+AC0-20 00:00:00,W+AF8-Opportunity.60373
W+AF8-OpportunityHistory.10598,12719,Needs Analysis,Pipeline,2017+AC0-03+AC0-10,2017+AC0-02+AC0-21 00:00:00,W+AF8-Opportunity.60373
W+AF8-OpportunityHistory.10597,12719,Closed Won,Closed,2017+AC0-03+AC0-10,2017+AC0-03+AC0-10 00:00:00,W+AF8-Opportunity.60373
W+AF8-OpportunityHistory.10596,1000,Qualification,Pipeline,2016+AC0-02+AC0-28,2016+AC0-01+AC0-15 00:00:00,W+AF8-Opportunity.60389
W+AF8-OpportunityHistory.10595,1000,Proposal/Quote,Pipeline,2016+AC0-02+AC0-28,2016+AC0-02+AC0-03 00:00:00,W+AF8-Opportunity.60389
W+AF8-OpportunityHistory.10594,1000,Negotiation,Pipeline,2016+AC0-02+AC0-28,2016+AC0-02+AC0-25 00:00:00,W+AF8-Opportunity.60389
W+AF8-OpportunityHistory.10593,1000,Closed Lost,Omitted,2016+AC0-02+AC0-28,2016+AC0-02+AC0-28 00:00:00,W+AF8-Opportunity.60389
W+AF8-OpportunityHistory.10592,330000,Qualification,Pipeline,2016+AC0-06+AC0-06,2016+AC0-04+AC0-23 00:00:00,W+AF8-Opportunity.60476
W+AF8-OpportunityHistory.10591,330000,Closed Lost,Omitted,2016+AC0-06+AC0-06,2016+AC0-04+AC0-25 00:00:00,W+AF8-Opportunity.60476
W+AF8-OpportunityHistory.10590,330000,Needs Analysis,Pipeline,2016+AC0-06+AC0-06,2016+AC0-05+AC0-10 00:00:00,W+AF8-Opportunity.60476
W+AF8-OpportunityHistory.10589,330000,Closed Lost,Omitted,2016+AC0-06+AC0-06,2016+AC0-06+AC0-06 00:00:00,W+AF8-Opportunity.60476
W+AF8-OpportunityHistory.10588,15000,Qualification,Pipeline,2016+AC0-05+AC0-16,2016+AC0-03+AC0-22 00:00:00,W+AF8-Opportunity.60515
W+AF8-OpportunityHistory.10587,15000,Needs Analysis,Commit,2016+AC0-05+AC0-16,2016+AC0-04+AC0-05 00:00:00,W+AF8-Opportunity.60515
W+AF8-OpportunityHistory.10586,15000,Closed Won,Closed,2016+AC0-05+AC0-16,2016+AC0-05+AC0-16 00:00:00,W+AF8-Opportunity.60515
W+AF8-OpportunityHistory.10585,50000,Qualification,Pipeline,2016+AC0-12+AC0-03,2016+AC0-09+AC0-14 00:00:00,W+AF8-Opportunity.60611
W+AF8-OpportunityHistory.10584,50000,Proposal/Quote,Commit,2016+AC0-12+AC0-03,2016+AC0-10+AC0-08 00:00:00,W+AF8-Opportunity.60611
W+AF8-OpportunityHistory.10583,50000,Proposal/Quote,Commit,2016+AC0-11+AC0-03,2016+AC0-10+AC0-11 00:00:00,W+AF8-Opportunity.60611
W+AF8-OpportunityHistory.10582,50000,Closed Lost,Omitted,2016+AC0-11+AC0-03,2016+AC0-11+AC0-03 00:00:00,W+AF8-Opportunity.60611
W+AF8-OpportunityHistory.10581,10000,Qualification,Pipeline,2017+AC0-02+AC0-18,2016+AC0-12+AC0-26 00:00:00,W+AF8-Opportunity.60619
W+AF8-OpportunityHistory.10580,10000,Needs Analysis,Commit,2017+AC0-02+AC0-18,2017+AC0-01+AC0-21 00:00:00,W+AF8-Opportunity.60619
W+AF8-OpportunityHistory.10579,10000,Closed Lost,Omitted,2017+AC0-02+AC0-18,2017+AC0-02+AC0-18 00:00:00,W+AF8-Opportunity.60619
W+AF8-OpportunityHistory.10578,150000,Qualification,Pipeline,2016+AC0-04+AC0-30,2016+AC0-02+AC0-27 00:00:00,W+AF8-Opportunity.60697
W+AF8-OpportunityHistory.10577,150000,Needs Analysis,Pipeline,2016+AC0-04+AC0-30,2016+AC0-03+AC0-16 00:00:00,W+AF8-Opportunity.60697
W+AF8-OpportunityHistory.10576,150000,Closed Lost,Omitted,2016+AC0-04+AC0-30,2016+AC0-04+AC0-30 00:00:00,W+AF8-Opportunity.60697
W+AF8-OpportunityHistory.10575,5000,Qualification,Pipeline,2016+AC0-08+AC0-31,2016+AC0-07+AC0-18 00:00:00,W+AF8-Opportunity.60723
W+AF8-OpportunityHistory.10574,5000,Negotiation,Pipeline,2016+AC0-08+AC0-31,2016+AC0-07+AC0-23 00:00:00,W+AF8-Opportunity.60723
W+AF8-OpportunityHistory.10573,2000,Negotiation,Pipeline,2016+AC0-08+AC0-31,2016+AC0-08+AC0-17 00:00:00,W+AF8-Opportunity.60723
W+AF8-OpportunityHistory.10572,2000,Closed Lost,Omitted,2016+AC0-08+AC0-31,2016+AC0-08+AC0-31 00:00:00,W+AF8-Opportunity.60723
W+AF8-OpportunityHistory.10571,35000,Qualification,Pipeline,2015+AC0-11+AC0-25,2015+AC0-10+AC0-24 00:00:00,W+AF8-Opportunity.60736
W+AF8-OpportunityHistory.10570,35000,Proposal/Quote,Pipeline,2015+AC0-11+AC0-25,2015+AC0-11+AC0-04 00:00:00,W+AF8-Opportunity.60736
W+AF8-OpportunityHistory.10569,35000,Closed Won,Closed,2015+AC0-11+AC0-25,2015+AC0-11+AC0-25 00:00:00,W+AF8-Opportunity.60736
W+AF8-OpportunityHistory.10568,10000,Qualification,Pipeline,2017+AC0-02+AC0-26,2017+AC0-01+AC0-11 00:00:00,W+AF8-Opportunity.60744
W+AF8-OpportunityHistory.10567,10000,Negotiation,Pipeline,2017+AC0-02+AC0-26,2017+AC0-01+AC0-21 00:00:00,W+AF8-Opportunity.60744
W+AF8-OpportunityHistory.10566,10000,Closed Lost,Omitted,2017+AC0-02+AC0-26,2017+AC0-02+AC0-26 00:00:00,W+AF8-Opportunity.60744
W+AF8-OpportunityHistory.10565,20000,Qualification,Pipeline,2015+AC0-11+AC0-11,2015+AC0-09+AC0-28 00:00:00,W+AF8-Opportunity.60757
W+AF8-OpportunityHistory.10564,20000,Proposal/Quote,Commit,2015+AC0-11+AC0-11,2015+AC0-10+AC0-04 00:00:00,W+AF8-Opportunity.60757
W+AF8-OpportunityHistory.10563,20000,Negotiation,BestCase,2015+AC0-11+AC0-11,2015+AC0-10+AC0-23 00:00:00,W+AF8-Opportunity.60757
W+AF8-OpportunityHistory.10562,20000,Closed Lost,Omitted,2015+AC0-11+AC0-11,2015+AC0-11+AC0-11 00:00:00,W+AF8-Opportunity.60757
