External_Id__c,Owner.External_Id__c,Subject,Type,DurationInMinutes,Status,Priority,CallDisposition,CallType,ActivityDateTime
W_Services_Event.00455,W_Services_User.00008,Call,Meeting,0,Not Started,Normal,Warm,Outbound,2017-02-10 22:11:49
W_Services_Event.00456,W_Services_User.00004,Call,Call,56,On Hold,Normal,Cold,Inbound,2017-02-10 22:11:49
W_Services_Event.00457,W_Services_User.00015,Send Letter,Email,50,Not Started,Normal,Warm,Internal,2017-02-10 22:11:49
W_Services_Event.00458,W_Services_User.00014,Call,Call,0,Completed,Normal,Cold,Outbound,2017-02-10 22:11:49
W_Services_Event.00459,W_Services_User.00008,Other,Prep,0,Completed,Normal,Hot,Inbound,2017-02-10 22:11:49
W_Services_Event.00460,W_Services_User.00002,Send Letter,Email,0,In Progress,Normal,Warm,Internal,2017-02-10 22:11:49
W_Services_Event.00461,W_Services_User.00019,Other,Meeting,21,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:49
W_Services_Event.00462,W_Services_User.00004,Send Letter,Email,0,On Hold,Normal,Hot,Inbound,2017-02-10 22:11:49
W_Services_Event.00463,W_Services_User.00001,Other,Meeting,0,Completed,High,Cold,Outbound,2017-02-10 22:11:49
W_Services_Event.00464,W_Services_User.00019,Call,Call,0,Not Started,Normal,Hot,Inbound,2017-02-10 22:11:49
W_Services_Event.00465,W_Services_User.00015,Call,Meeting,0,Completed,Normal,Warm,Outbound,2017-02-10 22:11:49
W_Services_Event.00466,W_Services_User.00010,Other,Other,0,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:49
W_Services_Event.00467,W_Services_User.00013,Call,Meeting,0,Completed,Normal,Cold,Inbound,2017-02-10 22:11:49
W_Services_Event.00468,W_Services_User.00016,Send Letter,Email,8,Completed,Normal,Hot,Outbound,2017-02-10 22:11:49
W_Services_Event.00469,W_Services_User.00005,Send Letter,Email,0,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:49
W_Services_Event.00470,W_Services_User.00017,Other,Prep,0,On Hold,Normal,Cold,Outbound,2017-02-10 22:11:49
W_Services_Event.00471,W_Services_User.00004,Other,Meeting,0,Not Started,Normal,Cold,Outbound,2017-02-10 22:11:49
W_Services_Event.00472,W_Services_User.00012,Send Letter,Email,0,Completed,Normal,Cold,Inbound,2017-02-10 22:11:49
W_Services_Event.00473,W_Services_User.00005,Send Letter,Email,0,Completed,Normal,Hot,Internal,2017-02-10 22:11:49
W_Services_Event.00474,W_Services_User.00006,Other,Prep,0,In Progress,Normal,Warm,Inbound,2017-02-10 22:11:49
W_Services_Event.00475,W_Services_User.00013,Send Letter,Email,41,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:49
W_Services_Event.00476,W_Services_User.00018,Send Quote,Email,0,Completed,Normal,Cold,Inbound,2017-02-10 22:11:49
W_Services_Event.00477,W_Services_User.00008,Call,Meeting,0,Completed,Normal,Cold,Outbound,2017-02-10 22:11:49
W_Services_Event.00478,W_Services_User.00004,Call,Meeting,0,In Progress,Normal,Cold,Inbound,2017-02-10 22:11:49
W_Services_Event.00479,W_Services_User.00007,Send Letter,Email,46,Completed,Normal,Hot,Inbound,2017-02-10 22:11:49
W_Services_Event.00480,W_Services_User.00001,Send Letter,Email,22,In Progress,Normal,Hot,Inbound,2017-02-10 22:11:49
W_Services_Event.00481,W_Services_User.00010,Other,Prep,6,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:49
W_Services_Event.00482,W_Services_User.00010,Other,Prep,24,Not Started,Normal,Cold,Internal,2017-02-10 22:11:49
W_Services_Event.00483,W_Services_User.00010,Send Letter,Email,0,Not Started,Normal,Hot,Internal,2017-02-10 22:11:49
W_Services_Event.00484,W_Services_User.00004,Send Letter,Email,0,Not Started,Normal,Warm,Outbound,2017-02-10 22:11:49
W_Services_Event.00485,W_Services_User.00005,Send Quote,Email,0,On Hold,Normal,Hot,Outbound,2017-02-10 22:11:49
W_Services_Event.00486,W_Services_User.00015,Send Letter,Email,60,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:49
W_Services_Event.00487,W_Services_User.00006,Send Letter,Email,53,In Progress,Normal,Hot,Inbound,2017-02-10 22:11:49
W_Services_Event.00488,W_Services_User.00012,Call,Meeting,0,Completed,Normal,Cold,Outbound,2017-02-10 22:11:49
W_Services_Event.00489,W_Services_User.00014,Other,Meeting,0,Not Started,Normal,Warm,Outbound,2017-02-10 22:11:49
W_Services_Event.00490,W_Services_User.00002,Other,Other,0,Not Started,Normal,Hot,Outbound,2017-02-10 22:11:49
W_Services_Event.00491,W_Services_User.00017,Send Letter,Email,0,Completed,Normal,Warm,Outbound,2017-02-10 22:11:49
W_Services_Event.00492,W_Services_User.00006,Call,Call,0,Completed,Normal,Hot,Inbound,2017-02-10 22:11:49
W_Services_Event.00493,W_Services_User.00015,Other,Other,34,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:49
W_Services_Event.00494,W_Services_User.00001,Send Letter,Email,9,On Hold,Normal,Cold,Inbound,2017-02-10 22:11:49
W_Services_Event.00495,W_Services_User.00020,Call,Meeting,6,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:49
W_Services_Event.00496,W_Services_User.00007,Send Letter,Email,0,Completed,Normal,Cold,Outbound,2017-02-10 22:11:49
W_Services_Event.00497,W_Services_User.00002,Call,Call,0,On Hold,Normal,Cold,Outbound,2017-02-10 22:11:49
W_Services_Event.00498,W_Services_User.00004,Send Letter,Email,0,Completed,Normal,Hot,Outbound,2017-02-10 22:11:49
W_Services_Event.00499,W_Services_User.00010,Call,Call,43,Not Started,Normal,Warm,Outbound,2017-02-10 22:11:49
W_Services_Event.00500,W_Services_User.00006,Send Quote,Email,46,Completed,Normal,Cold,Inbound,2017-02-10 22:11:49
